stat, rank, value, (percentage) 
minecraft.picked_up.green_candle: #2, 8(9%)
minecraft.picked_up.pink_candle: #2, 5(3%)
minecraft.dropped.raw_gold: #3, 37(10%)
minecraft.picked_up.waxed_copper_block: #3, 23(12%)
minecraft.crafted.polished_granite: #4, 540(12%)
minecraft.killed.elder_guardian: #3, 5(19%)
minecraft.dropped.pufferfish: #2, 4(4%)
minecraft.dropped.potion: #3, 30(6%)
minecraft.mined.coal_ore: #4, 9330(8%)
minecraft.picked_up.spruce_button: #3, 19(6%)
minecraft.used.mossy_cobblestone_stairs: #3, 50(11%)
minecraft.used.gray_stained_glass_pane: #3, 171(9%)
minecraft.dropped.purple_concrete: #2, 20(6%)
minecraft.crafted.gray_candle: #2, 8(4%)
minecraft.picked_up.brown_banner: #2, 1(5%)
minecraft.mined.oak_pressure_plate: #3, 3(27%)
minecraft.crafted.nether_brick_wall: #3, 60(18%)
minecraft.mined.netherite_block: #2, 1(4%)
minecraft.mined.white_wall_banner: #3, 3(12%)
minecraft.mined.cobbled_deepslate: #4, 483(8%)
minecraft.used.blue_banner: #2, 1(4%)
minecraft.crafted.quartz_bricks: #2, 32(3%)
minecraft.used.quartz_bricks: #2, 32(3%)
minecraft.picked_up.weathered_cut_copper_slab: #3, 8(18%)
minecraft.dropped.painting: #2, 12(1%)
minecraft.mined.bell: #3, 9(10%)
minecraft.picked_up.nether_brick: #3, 371(9%)
minecraft.picked_up.diorite_wall: #3, 12(15%)
minecraft.crafted.brown_glazed_terracotta: #2, 17(2%)
minecraft.used.crimson_sign: #3, 9(17%)
minecraft.mined.deepslate_redstone_ore: #4, 813(8%)
minecraft.dropped.torch: #4, 461(8%)
minecraft.picked_up.deepslate_lapis_ore: #4, 46(11%)
minecraft.used.tnt_minecart: #2, 1(1%)
minecraft.crafted.tnt_minecart: #2, 1(1%)
minecraft.used.glass: #4, 2666(8%)
minecraft.killed.stray: #2, 13(0%)
minecraft.picked_up.purple_bed: #3, 6(20%)
minecraft.picked_up.detector_rail: #3, 7(10%)
minecraft.dropped.charcoal: #3, 2(33%)
minecraft.used.black_dye: #3, 1(33%)
minecraft.crafted.purple_banner: #3, 3(25%)
minecraft.used.dead_horn_coral_fan: #3, 1(25%)
minecraft.picked_up.oak_pressure_plate: #3, 3(20%)
minecraft.dropped.lava_bucket: #3, 5(17%)
minecraft.used.lime_banner: #3, 1(25%)
minecraft.crafted.lime_stained_glass_pane: #3, 32(25%)
minecraft.used.leather_leggings: #3, 1(25%)
minecraft.used.stone_axe: #4, 482(8%)
minecraft.mined.glass: #4, 888(8%)
minecraft.crafted.spruce_pressure_plate: #4, 12(12%)
minecraft.used.heavy_weighted_pressure_plate: #3, 9(8%)
minecraft.mined.basalt: #4, 9468(8%)
minecraft.used.crying_obsidian: #3, 547(12%)
minecraft.crafted.red_bed: #3, 6(6%)
minecraft.mined.melon: #3, 164(5%)
minecraft.mined.purple_bed: #3, 5(19%)
minecraft.crafted.blackstone_stairs: #3, 21(8%)
minecraft.dropped.white_concrete_powder: #3, 147(12%)
minecraft.mined.crimson_planks: #3, 9(18%)
minecraft.custom.interact_with_furnace: #4, 2550(7%)
minecraft.picked_up.polished_basalt: #4, 200(10%)
minecraft.mined.white_banner: #3, 3(9%)
minecraft.mined.polished_basalt: #4, 167(10%)
minecraft.mined.granite_stairs: #3, 8(12%)
minecraft.picked_up.oak_log: #4, 5673(7%)
minecraft.picked_up.lodestone: #3, 4(29%)
minecraft.picked_up.waxed_exposed_copper: #3, 15(21%)
minecraft.crafted.red_nether_brick_wall: #3, 24(21%)
minecraft.mined.prismarine: #3, 366(6%)
minecraft.picked_up.acacia_leaves: #3, 200(8%)
minecraft.picked_up.acacia_log: #4, 1911(10%)
minecraft.used.birch_boat: #4, 20(9%)
minecraft.killed.shulker: #4, 319(10%)
minecraft.mined.stone_stairs: #4, 105(9%)
minecraft.mined.redstone_torch: #4, 41(7%)
minecraft.mined.waxed_exposed_copper: #3, 15(21%)
minecraft.mined.fire_coral_block: #3, 201(9%)
minecraft.picked_up.heavy_weighted_pressure_plate: #3, 3(10%)
minecraft.mined.purple_candle: #3, 2(20%)
minecraft.picked_up.sticky_piston: #4, 122(8%)
minecraft.used.powered_rail: #4, 997(7%)
minecraft.used.dropper: #4, 199(10%)
minecraft.picked_up.quartz_block: #4, 383(11%)
minecraft.dropped.spruce_trapdoor: #4, 54(13%)
minecraft.picked_up.fire_coral_block: #3, 204(8%)
minecraft.picked_up.lime_concrete: #3, 422(6%)
minecraft.broken.leather_helmet: #3, 1(25%)
minecraft.killed.hoglin: #4, 14(11%)
minecraft.dropped.sunflower: #3, 19(9%)
minecraft.killed.pillager: #3, 126(3%)
minecraft.mined.redstone_lamp: #4, 31(10%)
minecraft.killed.witch: #3, 26(3%)
minecraft.mined.glowstone: #4, 349(7%)
minecraft.crafted.mossy_cobblestone_stairs: #3, 43(10%)
minecraft.dropped.fishing_rod: #3, 4(12%)
minecraft.crafted.ender_chest: #4, 21(8%)
minecraft.mined.acacia_log: #4, 1696(10%)
minecraft.picked_up.experience_bottle: #3, 160(9%)
minecraft.crafted.iron_ingot: #4, 16091(6%)
minecraft.used.deepslate_tile_wall: #4, 670(10%)
minecraft.dropped.medium_amethyst_bud: #3, 3(23%)
minecraft.picked_up.cake: #3, 4(11%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #3, 90(10%)
minecraft.picked_up.orange_concrete: #3, 150(9%)
minecraft.mined.cobblestone: #4, 2424(6%)
minecraft.mined.anvil: #4, 21(7%)
minecraft.used.sweet_berries: #4, 149(10%)
minecraft.picked_up.prismarine: #3, 350(5%)
minecraft.crafted.birch_slab: #4, 744(8%)
minecraft.mined.twisting_vines: #3, 51(4%)
minecraft.picked_up.big_dripleaf: #4, 1330(10%)
minecraft.custom.drop: #4, 5923(6%)
minecraft.crafted.spyglass: #4, 4(14%)
minecraft.crafted.white_candle: #3, 108(22%)
minecraft.crafted.dried_kelp_block: #3, 286(9%)
minecraft.used.tube_coral_block: #3, 95(12%)
minecraft.picked_up.lilac: #4, 113(7%)
minecraft.used.kelp: #4, 683(8%)
minecraft.used.tnt: #4, 719(8%)
minecraft.dropped.beehive: #3, 1(20%)
minecraft.dropped.experience_bottle: #3, 96(15%)
minecraft.dropped.magma_cream: #4, 60(8%)
minecraft.picked_up.polished_blackstone_stairs: #4, 103(11%)
minecraft.used.crimson_hyphae: #3, 24(7%)
minecraft.picked_up.orange_terracotta: #4, 1344(8%)
minecraft.custom.pig_one_cm: #3, 98903(7%)
minecraft.used.waxed_exposed_cut_copper_slab: #3, 6(10%)
minecraft.used.sea_lantern: #4, 563(8%)
minecraft.mined.detector_rail: #3, 2(8%)
minecraft.crafted.crimson_hyphae: #3, 24(7%)
minecraft.used.light_blue_terracotta: #3, 67(8%)
minecraft.picked_up.cyan_candle: #3, 8(18%)
minecraft.used.dried_kelp: #3, 30(10%)
minecraft.crafted.mossy_cobblestone_wall: #3, 24(10%)
minecraft.mined.spruce_log: #4, 6499(6%)
minecraft.mined.grass: #4, 2979(5%)
minecraft.broken.stone_axe: #4, 3(9%)
minecraft.used.chicken: #3, 1(17%)
minecraft.dropped.activator_rail: #3, 1(17%)
minecraft.picked_up.white_candle: #3, 32(10%)
minecraft.used.soul_torch: #3, 18(6%)
minecraft.mined.player_head: #4, 22(6%)
minecraft.crafted.wooden_pickaxe: #4, 2(7%)
minecraft.mined.gold_block: #5, 205(13%)
minecraft.used.suspicious_stew: #4, 6(15%)
minecraft.dropped.note_block: #3, 5(9%)
minecraft.used.lime_concrete_powder: #3, 348(4%)
minecraft.picked_up.stripped_acacia_log: #4, 46(12%)
minecraft.dropped.rail: #4, 49(6%)
minecraft.mined.lime_concrete: #3, 422(4%)
minecraft.mined.waxed_cut_copper_stairs: #3, 5(11%)
minecraft.picked_up.deepslate_copper_ore: #4, 35(8%)
minecraft.used.dead_horn_coral: #3, 1(14%)
minecraft.mined.dead_horn_coral: #3, 1(14%)
minecraft.picked_up.dead_horn_coral: #3, 1(14%)
minecraft.crafted.netherite_block: #3, 1(14%)
minecraft.dropped.spore_blossom: #3, 4(7%)
minecraft.used.cake: #4, 9(14%)
minecraft.crafted.glass_bottle: #4, 1764(6%)
minecraft.mined.chest: #4, 430(5%)
minecraft.used.waxed_exposed_copper: #3, 11(10%)
minecraft.mined.lime_wool: #3, 12(8%)
minecraft.used.orange_tulip: #3, 5(6%)
minecraft.picked_up.fletching_table: #3, 6(6%)
minecraft.mined.weathered_cut_copper_stairs: #3, 7(8%)
minecraft.crafted.brown_bed: #3, 1(12%)
minecraft.picked_up.weathered_cut_copper_stairs: #3, 7(7%)
minecraft.mined.tinted_glass: #4, 134(7%)
minecraft.picked_up.waxed_cut_copper_stairs: #3, 5(9%)
minecraft.used.coal_ore: #5, 1864(9%)
minecraft.mined.soul_fire: #3, 10(3%)
minecraft.used.lime_concrete: #3, 412(4%)
minecraft.dropped.dragon_egg: #3, 1(11%)
minecraft.mined.polished_diorite_slab: #3, 11(7%)
minecraft.crafted.purple_concrete_powder: #3, 376(5%)
minecraft.crafted.mossy_stone_brick_wall: #3, 15(11%)
minecraft.picked_up.note_block: #4, 65(9%)
minecraft.mined.exposed_cut_copper_stairs: #3, 5(4%)
minecraft.picked_up.exposed_cut_copper_stairs: #3, 5(4%)
minecraft.mined.end_rod: #4, 227(6%)
minecraft.used.lever: #4, 157(5%)
minecraft.mined.orange_terracotta: #4, 921(6%)
minecraft.picked_up.lime_carpet: #3, 12(7%)
minecraft.mined.dead_horn_coral_block: #3, 6(4%)
minecraft.picked_up.spruce_log: #4, 6356(5%)
minecraft.dropped.jungle_sapling: #3, 5(4%)
minecraft.picked_up.polished_diorite_slab: #3, 11(4%)
minecraft.crafted.light_weighted_pressure_plate: #3, 10(5%)
minecraft.picked_up.dark_oak_sign: #4, 66(5%)
minecraft.used.sponge: #4, 643(11%)
minecraft.used.waxed_copper_block: #3, 25(3%)
minecraft.picked_up.melon: #3, 104(2%)
minecraft.used.brain_coral_block: #4, 154(12%)
minecraft.mined.pink_stained_glass: #3, 16(4%)
minecraft.crafted.weathered_cut_copper_stairs: #3, 1(8%)
minecraft.mined.green_shulker_box: #4, 54(12%)
minecraft.crafted.orange_carpet: #3, 6(4%)
minecraft.crafted.orange_bed: #3, 2(4%)
minecraft.used.polished_basalt: #4, 696(7%)
minecraft.used.purple_dye: #3, 1(5%)
minecraft.used.cracked_deepslate_bricks: #4, 491(11%)
minecraft.picked_up.green_shulker_box: #4, 54(12%)
minecraft.picked_up.deepslate_diamond_ore: #4, 64(6%)
minecraft.used.blast_furnace: #4, 25(6%)
minecraft.used.cyan_banner: #3, 2(4%)
minecraft.picked_up.mossy_stone_brick_wall: #3, 5(6%)
minecraft.mined.spruce_planks: #5, 1066(9%)
minecraft.crafted.blue_banner: #3, 1(4%)
minecraft.dropped.green_terracotta: #3, 2(4%)
minecraft.crafted.fletching_table: #4, 4(13%)
minecraft.used.birch_log: #4, 415(6%)
minecraft.crafted.netherite_pickaxe: #4, 4(9%)
minecraft.mined.spruce_sign: #4, 9(10%)
minecraft.used.honey_block: #4, 123(10%)
minecraft.mined.light_blue_glazed_terracotta: #3, 30(4%)
minecraft.used.polished_diorite: #4, 589(9%)
minecraft.crafted.sandstone_wall: #3, 30(3%)
minecraft.used.light_blue_glazed_terracotta: #3, 30(4%)
minecraft.picked_up.light_blue_glazed_terracotta: #3, 30(4%)
minecraft.picked_up.netherite_block: #3, 1(4%)
minecraft.picked_up.fishing_rod: #4, 6(14%)
minecraft.picked_up.netherite_axe: #4, 10(7%)
minecraft.used.netherite_block: #3, 1(3%)
minecraft.dropped.slime_block: #4, 195(12%)
minecraft.crafted.gray_banner: #3, 1(3%)
minecraft.crafted.cyan_banner: #3, 2(2%)
minecraft.mined.stripped_crimson_stem: #3, 8(1%)
minecraft.picked_up.stripped_crimson_stem: #3, 9(1%)
minecraft.used.waxed_cut_copper_stairs: #3, 7(2%)
minecraft.mined.polished_blackstone_bricks: #4, 101(8%)
minecraft.crafted.bone_meal: #5, 73968(8%)
minecraft.dropped.oxidized_cut_copper_slab: #3, 1(2%)
minecraft.dropped.spyglass: #4, 2(11%)
minecraft.picked_up.white_banner: #4, 21(5%)
minecraft.used.stripped_crimson_stem: #3, 7(2%)
minecraft.mined.white_wool: #4, 85(5%)
minecraft.used.snowball: #5, 435(10%)
minecraft.used.gray_banner: #3, 1(1%)
minecraft.picked_up.waxed_weathered_cut_copper_stairs: #3, 1(1%)
minecraft.dropped.soul_soil: #4, 44(10%)
minecraft.mined.waxed_weathered_cut_copper_stairs: #3, 1(1%)
minecraft.picked_up.lime_concrete_powder: #3, 20(0%)
minecraft.mined.big_dripleaf_stem: #4, 13(8%)
minecraft.picked_up.painting: #4, 187(5%)
minecraft.crafted.coal: #5, 5260(8%)
minecraft.used.beetroot_seeds: #4, 223(11%)
minecraft.picked_up.brain_coral_block: #4, 365(8%)
minecraft.crafted.waxed_copper_block: #3, 2(0%)
minecraft.picked_up.smooth_sandstone_slab: #4, 79(6%)
minecraft.picked_up.purple_concrete_powder: #3, 1(0%)
minecraft.dropped.netherite_hoe: #4, 1(25%)
minecraft.used.warped_roots: #4, 10(10%)
minecraft.crafted.powered_rail: #5, 666(9%)
minecraft.picked_up.stone_shovel: #4, 3(11%)
minecraft.picked_up.cobblestone: #5, 56250(7%)
minecraft.custom.damage_absorbed: #4, 198(8%)
minecraft.dropped.iron_boots: #4, 14(5%)
minecraft.crafted.acacia_door: #4, 6(12%)
minecraft.crafted.fishing_rod: #4, 2(8%)
minecraft.mined.birch_fence: #4, 32(7%)
minecraft.picked_up.sweet_berries: #5, 325(9%)
minecraft.used.calcite: #5, 1161(9%)
minecraft.mined.chiseled_deepslate: #4, 47(6%)
minecraft.crafted.writable_book: #5, 18(9%)
minecraft.picked_up.deepslate_iron_ore: #5, 238(8%)
minecraft.dropped.netherite_sword: #4, 3(9%)
minecraft.crafted.copper_block: #5, 2010(8%)
minecraft.picked_up.dispenser: #5, 59(8%)
minecraft.used.elytra: #5, 23(12%)
minecraft.used.chest_minecart: #4, 3(10%)
minecraft.crafted.chest_minecart: #4, 3(10%)
minecraft.picked_up.deepslate_redstone_ore: #5, 312(8%)
minecraft.used.crimson_slab: #4, 57(10%)
minecraft.crafted.chiseled_stone_bricks: #4, 386(11%)
minecraft.dropped.weeping_vines: #4, 3(11%)
minecraft.used.blue_ice: #4, 25(11%)
minecraft.picked_up.pink_stained_glass: #4, 16(9%)
minecraft.crafted.cut_sandstone: #4, 192(12%)
minecraft.mined.potted_cactus: #4, 1(17%)
minecraft.used.deepslate_coal_ore: #5, 206(10%)
minecraft.mined.cut_sandstone_slab: #4, 37(7%)
minecraft.used.magma_block: #4, 626(4%)
minecraft.picked_up.barrel: #5, 130(7%)
minecraft.picked_up.coal_block: #4, 178(4%)
minecraft.used.target: #4, 48(7%)
minecraft.killed.enderman: #5, 29121(8%)
minecraft.crafted.polished_basalt: #4, 560(5%)
minecraft.used.spruce_leaves: #4, 1783(5%)
minecraft.mined.oak_fence_gate: #4, 11(5%)
minecraft.mined.honey_block: #4, 20(6%)
minecraft.dropped.sugar_cane: #4, 225(4%)
minecraft.picked_up.cut_sandstone_slab: #4, 34(6%)
minecraft.mined.chiseled_stone_bricks: #4, 14(13%)
minecraft.mined.furnace: #5, 100(7%)
minecraft.dropped.spectral_arrow: #4, 62(8%)
minecraft.mined.dark_oak_stairs: #5, 58(8%)
minecraft.picked_up.redstone: #5, 9743(6%)
minecraft.crafted.birch_boat: #4, 12(5%)
minecraft.crafted.oxidized_cut_copper_stairs: #4, 62(10%)
minecraft.crafted.netherite_hoe: #4, 1(14%)
minecraft.picked_up.fire_charge: #4, 85(6%)
minecraft.used.oak_door: #5, 8(10%)
minecraft.dropped.sea_pickle: #4, 8(10%)
minecraft.used.ladder: #5, 310(7%)
minecraft.mined.lime_shulker_box: #4, 146(4%)
minecraft.picked_up.lime_shulker_box: #4, 149(4%)
minecraft.picked_up.redstone_ore: #5, 615(7%)
minecraft.mined.netherrack: #5, 32354(6%)
minecraft.mined.redstone_ore: #5, 1649(6%)
minecraft.crafted.netherite_chestplate: #4, 1(11%)
minecraft.custom.clean_armor: #4, 1(17%)
minecraft.used.polished_blackstone_stairs: #5, 614(11%)
minecraft.used.cobblestone: #5, 5978(6%)
minecraft.mined.flowering_azalea: #5, 94(7%)
minecraft.crafted.heavy_weighted_pressure_plate: #4, 8(5%)
minecraft.used.copper_block: #5, 1753(8%)
minecraft.picked_up.polished_blackstone_bricks: #4, 99(5%)
minecraft.used.lime_shulker_box: #4, 148(4%)
minecraft.custom.damage_resisted: #4, 482(4%)
minecraft.crafted.nautilus_shell: #4, 5(12%)
minecraft.mined.oak_fence: #5, 182(7%)
minecraft.used.lantern: #5, 282(7%)
minecraft.picked_up.mossy_cobblestone_wall: #4, 18(12%)
minecraft.crafted.acacia_wood: #4, 159(6%)
minecraft.mined.orange_concrete: #4, 150(7%)
minecraft.mined.light_blue_banner: #4, 1(14%)
minecraft.dropped.oak_fence: #5, 31(7%)
minecraft.mined.red_concrete_powder: #4, 7(6%)
minecraft.used.purpur_block: #4, 49(4%)
minecraft.crafted.pink_bed: #4, 1(11%)
minecraft.picked_up.suspicious_stew: #4, 1(11%)
minecraft.used.oxidized_cut_copper_stairs: #4, 190(6%)
minecraft.picked_up.dandelion: #5, 147(6%)
minecraft.crafted.spruce_button: #4, 36(3%)
minecraft.used.deepslate_gold_ore: #5, 64(10%)
minecraft.crafted.candle: #4, 445(5%)
minecraft.killed.cod: #5, 108(9%)
minecraft.mined.jungle_fence_gate: #4, 4(7%)
minecraft.picked_up.iron_nugget: #5, 526(6%)
minecraft.crafted.polished_blackstone: #5, 1980(7%)
minecraft.used.spore_blossom: #5, 30(8%)
minecraft.mined.target: #4, 5(5%)
minecraft.used.melon_seeds: #4, 24(3%)
minecraft.crafted.gold_nugget: #4, 1556(3%)
minecraft.used.purple_shulker_box: #4, 18(7%)
minecraft.mined.end_stone: #5, 545(7%)
minecraft.mined.dark_oak_trapdoor: #5, 49(7%)
minecraft.crafted.mossy_stone_bricks: #4, 692(3%)
minecraft.custom.tune_noteblock: #5, 408(8%)
minecraft.crafted.glow_item_frame: #5, 36(8%)
minecraft.dropped.basalt: #5, 656(7%)
minecraft.mined.potted_azalea_bush: #4, 1(9%)
minecraft.picked_up.warped_roots: #5, 290(7%)
minecraft.custom.interact_with_loom: #5, 14(10%)
minecraft.picked_up.jungle_fence_gate: #4, 4(6%)
minecraft.picked_up.end_stone: #5, 540(7%)
minecraft.dropped.andesite: #5, 991(6%)
minecraft.used.netherrack: #5, 2972(6%)
minecraft.picked_up.chainmail_boots: #5, 8(8%)
minecraft.dropped.chorus_fruit: #4, 5(9%)
minecraft.dropped.shulker_box: #5, 20(7%)
minecraft.picked_up.soul_torch: #4, 13(5%)
minecraft.dropped.snowball: #4, 163(3%)
minecraft.picked_up.cod: #4, 256(2%)
minecraft.mined.purple_shulker_box: #4, 18(7%)
minecraft.picked_up.purple_shulker_box: #4, 18(7%)
minecraft.picked_up.compass: #4, 17(6%)
minecraft.crafted.redstone_block: #5, 996(6%)
minecraft.crafted.light_blue_shulker_box: #4, 3(4%)
minecraft.crafted.lime_concrete_powder: #4, 328(4%)
minecraft.used.mossy_stone_brick_slab: #4, 31(6%)
minecraft.dropped.polished_deepslate: #5, 39(10%)
minecraft.crafted.smooth_stone_slab: #5, 432(7%)
minecraft.crafted.cyan_wool: #4, 7(5%)
minecraft.picked_up.gray_stained_glass: #4, 24(2%)
minecraft.crafted.redstone: #5, 6285(5%)
minecraft.crafted.green_banner: #4, 2(6%)
minecraft.picked_up.acacia_sign: #4, 3(6%)
minecraft.crafted.melon_seeds: #4, 29(3%)
minecraft.picked_up.oxidized_cut_copper_slab: #4, 39(3%)
minecraft.used.weathered_cut_copper_stairs: #4, 9(6%)
minecraft.dropped.brewing_stand: #4, 1(8%)
minecraft.picked_up.dark_oak_leaves: #4, 114(2%)
minecraft.picked_up.splash_potion: #4, 17(3%)
minecraft.used.lime_wool: #4, 32(4%)
minecraft.used.granite: #5, 1047(5%)
minecraft.dropped.birch_trapdoor: #4, 1(8%)
minecraft.mined.lightning_rod: #5, 44(7%)
minecraft.picked_up.tnt: #5, 95(6%)
minecraft.mined.gray_stained_glass: #4, 26(2%)
minecraft.picked_up.acacia_sapling: #5, 406(8%)
minecraft.dropped.gray_carpet: #4, 11(4%)
minecraft.used.oxidized_copper: #5, 646(7%)
minecraft.used.emerald_block: #4, 86(2%)
minecraft.crafted.beacon: #4, 2(2%)
minecraft.crafted.yellow_banner: #4, 1(7%)
minecraft.used.diorite: #6, 919(9%)
minecraft.used.acacia_sign: #4, 9(5%)
minecraft.used.melon: #4, 8(3%)
minecraft.crafted.coal_block: #5, 732(5%)
minecraft.crafted.yellow_stained_glass_pane: #4, 16(6%)
minecraft.dropped.birch_button: #4, 1(6%)
minecraft.killed.rabbit: #4, 17(2%)
minecraft.mined.tall_grass: #5, 600(5%)
minecraft.used.yellow_carpet: #4, 17(3%)
minecraft.picked_up.cracked_stone_bricks: #4, 45(2%)
minecraft.mined.oxidized_cut_copper_slab: #4, 24(3%)
minecraft.used.mossy_stone_brick_stairs: #4, 25(3%)
minecraft.used.light_gray_dye: #4, 1(5%)
minecraft.used.light_gray_banner: #4, 1(6%)
minecraft.crafted.dried_kelp: #4, 64(2%)
minecraft.used.pink_stained_glass: #4, 24(3%)
minecraft.dropped.diamond_boots: #5, 5(6%)
minecraft.mined.wither_rose: #4, 6(3%)
minecraft.picked_up.rabbit: #4, 18(2%)
minecraft.picked_up.crimson_roots: #5, 139(5%)
minecraft.crafted.cracked_stone_bricks: #4, 192(2%)
minecraft.crafted.filled_map: #4, 6(5%)
minecraft.mined.chiseled_quartz_block: #4, 1(4%)
minecraft.used.exposed_cut_copper_stairs: #4, 5(3%)
minecraft.crafted.experience_bottle: #4, 387(2%)
minecraft.crafted.netherite_ingot: #5, 21(8%)
minecraft.used.yellow_banner: #4, 1(4%)
minecraft.mined.cobbled_deepslate_wall: #5, 40(10%)
minecraft.picked_up.waxed_cut_copper_slab: #4, 8(3%)
minecraft.custom.interact_with_smithing_table: #5, 21(5%)
minecraft.picked_up.soul_sand: #5, 824(5%)
minecraft.crafted.light_gray_banner: #4, 1(4%)
minecraft.crafted.polished_deepslate: #6, 3620(9%)
minecraft.picked_up.iron_boots: #5, 16(5%)
minecraft.mined.waxed_cut_copper_slab: #4, 8(4%)
minecraft.dropped.lime_shulker_box: #4, 1(4%)
minecraft.crafted.painting: #5, 64(6%)
minecraft.picked_up.ender_eye: #4, 2(3%)
minecraft.picked_up.dead_horn_coral_block: #4, 6(2%)
minecraft.picked_up.polished_diorite: #5, 123(7%)
minecraft.used.smooth_sandstone_slab: #5, 525(8%)
minecraft.mined.blue_wool: #4, 2(3%)
minecraft.crafted.shears: #5, 101(5%)
minecraft.mined.candle: #5, 13(9%)
minecraft.picked_up.gold_ingot: #6, 329(10%)
minecraft.used.waxed_cut_copper_slab: #4, 5(3%)
minecraft.mined.hopper: #5, 216(4%)
minecraft.mined.sweet_berry_bush: #5, 69(7%)
minecraft.dropped.quartz_block: #4, 2(2%)
minecraft.picked_up.lime_wool: #4, 28(1%)
minecraft.mined.dead_tube_coral_block: #4, 4(2%)
minecraft.picked_up.chiseled_quartz_block: #4, 1(2%)
minecraft.used.stripped_crimson_hyphae: #4, 1(2%)
minecraft.mined.wet_sponge: #5, 643(10%)
minecraft.crafted.mossy_stone_brick_stairs: #4, 41(1%)
minecraft.picked_up.lever: #5, 91(4%)
minecraft.crafted.green_candle: #4, 4(2%)
minecraft.used.brown_bed: #4, 1(2%)
minecraft.mined.stone_button: #5, 71(5%)
minecraft.picked_up.wet_sponge: #5, 648(10%)
minecraft.used.golden_carrot: #6, 2870(8%)
minecraft.picked_up.shulker_shell: #5, 508(5%)
minecraft.crafted.chiseled_quartz_block: #4, 1(1%)
minecraft.dropped.cooked_beef: #5, 81(6%)
minecraft.dropped.lime_concrete: #4, 1(1%)
minecraft.crafted.stripped_oak_wood: #4, 6(1%)
minecraft.picked_up.mossy_cobblestone_stairs: #5, 22(10%)
minecraft.used.green_carpet: #5, 66(8%)
minecraft.dropped.mossy_stone_bricks: #4, 1(1%)
minecraft.crafted.cracked_polished_blackstone_bricks: #4, 53(1%)
minecraft.dropped.dried_kelp: #4, 7(1%)
minecraft.used.green_shulker_box: #5, 54(10%)
minecraft.used.milk_bucket: #5, 11(6%)
minecraft.used.waxed_weathered_cut_copper_stairs: #4, 1(0%)
minecraft.mined.white_carpet: #5, 38(5%)
minecraft.used.moss_block: #6, 5197(8%)
minecraft.picked_up.tropical_fish: #5, 12(7%)
minecraft.used.cooked_mutton: #5, 17(5%)
minecraft.mined.brain_coral_block: #5, 346(8%)
minecraft.picked_up.gray_carpet: #5, 62(6%)
minecraft.dropped.azalea: #5, 75(6%)
minecraft.mined.obsidian: #5, 643(4%)
minecraft.used.polished_andesite_slab: #5, 172(10%)
minecraft.mined.smooth_sandstone_slab: #5, 67(6%)
minecraft.crafted.deepslate_brick_stairs: #5, 44(5%)
minecraft.crafted.clay: #5, 64(10%)
minecraft.used.lightning_rod: #5, 90(4%)
minecraft.used.acacia_sapling: #5, 181(6%)
minecraft.mined.stonecutter: #6, 77(7%)
minecraft.picked_up.polished_andesite_stairs: #5, 18(7%)
minecraft.picked_up.stonecutter: #6, 78(7%)
minecraft.picked_up.nether_gold_ore: #5, 85(5%)
minecraft.picked_up.chiseled_deepslate: #5, 47(5%)
minecraft.picked_up.red_dye: #5, 40(7%)
minecraft.used.gold_block: #5, 230(5%)
minecraft.mined.smooth_stone: #6, 444(10%)
minecraft.mined.purpur_slab: #5, 11(6%)
minecraft.picked_up.purpur_block: #5, 86(5%)
minecraft.dropped.coal_ore: #5, 69(4%)
minecraft.used.weathered_copper: #5, 28(6%)
minecraft.dropped.azalea_leaves: #5, 78(6%)
minecraft.crafted.cut_copper_stairs: #5, 42(10%)
minecraft.picked_up.nautilus_shell: #5, 12(6%)
minecraft.used.iron_block: #6, 3393(7%)
minecraft.killed.pufferfish: #5, 7(10%)
minecraft.picked_up.spruce_planks: #6, 1126(7%)
minecraft.picked_up.dragon_egg: #5, 5(6%)
minecraft.picked_up.stripped_oak_wood: #5, 53(5%)
minecraft.mined.chain: #6, 97(8%)
minecraft.crafted.gray_shulker_box: #5, 2(8%)
minecraft.dropped.iron_horse_armor: #5, 1(12%)
minecraft.mined.purpur_block: #5, 80(4%)
minecraft.used.stonecutter: #6, 78(7%)
minecraft.mined.stripped_oak_wood: #5, 53(5%)
minecraft.used.dirt: #6, 20117(6%)
minecraft.picked_up.gray_stained_glass_pane: #5, 19(6%)
minecraft.dropped.minecart: #5, 4(4%)
minecraft.picked_up.purpur_slab: #5, 11(6%)
minecraft.custom.damage_dealt: #5, 1014415(2%)
minecraft.used.diamond_pickaxe: #6, 211287(6%)
minecraft.used.cobbled_deepslate: #6, 1817(6%)
minecraft.picked_up.coal: #6, 11762(6%)
minecraft.crafted.target: #5, 43(5%)
minecraft.used.firework_rocket: #6, 16219(7%)
minecraft.picked_up.deepslate_gold_ore: #6, 83(8%)
minecraft.used.glass_bottle: #5, 186(3%)
minecraft.mined.mossy_stone_bricks: #5, 61(5%)
minecraft.picked_up.bell: #5, 9(5%)
minecraft.dropped.spruce_leaves: #5, 88(5%)
minecraft.used.water_bucket: #6, 1572(6%)
minecraft.used.deepslate: #6, 2867(6%)
minecraft.dropped.diamond: #6, 140(7%)
minecraft.mined.yellow_wool: #5, 67(4%)
minecraft.used.green_banner: #5, 2(10%)
minecraft.crafted.dropper: #6, 189(8%)
