stat, rank, value, (percentage) 
minecraft.crafted.cake: #8, 2(2%)
minecraft.mined.blackstone_slab: #8, 3(2%)
minecraft.crafted.observer: #9, 246(5%)
minecraft.mined.jungle_fence: #8, 8(2%)
minecraft.crafted.apple: #8, 48(2%)
minecraft.crafted.cookie: #8, 108(2%)
minecraft.mined.black_stained_glass_pane: #8, 6(2%)
minecraft.picked_up.magenta_stained_glass: #8, 2(2%)
minecraft.picked_up.bone: #9, 1969(4%)
minecraft.mined.orange_wool: #8, 7(2%)
minecraft.picked_up.lily_of_the_valley: #8, 21(1%)
minecraft.used.warped_stairs: #8, 42(1%)
minecraft.used.nether_brick_slab: #8, 15(2%)
minecraft.mined.piston_head: #9, 5(6%)
minecraft.custom.damage_taken: #9, 147947(3%)
minecraft.used.cartography_table: #8, 3(1%)
minecraft.used.redstone_torch: #9, 230(5%)
minecraft.crafted.jungle_trapdoor: #8, 32(1%)
minecraft.picked_up.brown_terracotta: #8, 219(1%)
minecraft.crafted.blue_terracotta: #8, 32(1%)
minecraft.picked_up.mossy_stone_bricks: #8, 50(1%)
minecraft.dropped.nether_gold_ore: #8, 1(1%)
minecraft.crafted.green_shulker_box: #8, 1(1%)
minecraft.mined.cartography_table: #8, 1(1%)
minecraft.dropped.flowering_azalea_leaves: #8, 3(1%)
minecraft.picked_up.cartography_table: #8, 1(1%)
minecraft.used.red_banner: #8, 1(1%)
minecraft.picked_up.allium: #8, 32(0%)
minecraft.crafted.red_banner: #8, 1(1%)
minecraft.used.blue_orchid: #8, 1(1%)
minecraft.picked_up.sandstone: #9, 5222(4%)
minecraft.mined.spruce_wood: #8, 1(1%)
minecraft.picked_up.spruce_wood: #8, 1(1%)
minecraft.mined.warped_stairs: #8, 2(0%)
minecraft.used.lime_bed: #8, 1(0%)
minecraft.dropped.white_stained_glass: #8, 1(0%)
minecraft.picked_up.red_concrete_powder: #8, 7(0%)
minecraft.dropped.glowstone_dust: #8, 12(0%)
minecraft.dropped.elytra: #9, 7(6%)
minecraft.used.magenta_shulker_box: #8, 1(0%)
minecraft.picked_up.warped_stairs: #8, 2(0%)
minecraft.dropped.splash_potion: #8, 1(0%)
minecraft.mined.light_gray_stained_glass_pane: #8, 1(0%)
minecraft.dropped.prismarine_bricks: #8, 1(0%)
minecraft.picked_up.emerald_block: #8, 7(0%)
minecraft.picked_up.oak_boat: #9, 45(4%)
minecraft.crafted.yellow_stained_glass: #8, 8(0%)
minecraft.used.brick_slab: #8, 2(0%)
minecraft.picked_up.orange_tulip: #8, 5(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #8, 1(0%)
minecraft.crafted.quartz_pillar: #8, 2(0%)
minecraft.picked_up.stripped_warped_hyphae: #8, 1(0%)
minecraft.custom.interact_with_grindstone: #9, 51(4%)
minecraft.picked_up.spruce_sapling: #9, 560(4%)
minecraft.crafted.birch_planks: #9, 3252(4%)
minecraft.crafted.blue_dye: #9, 327(4%)
minecraft.picked_up.hopper: #9, 224(4%)
minecraft.picked_up.enchanted_book: #9, 22(4%)
minecraft.crafted.stone: #9, 802(4%)
minecraft.dropped.filled_map: #9, 4(5%)
minecraft.dropped.string: #9, 173(3%)
minecraft.picked_up.diamond_chestplate: #9, 5(4%)
minecraft.picked_up.dragon_head: #9, 6(5%)
minecraft.mined.spruce_sapling: #9, 13(4%)
minecraft.dropped.ender_pearl: #9, 5187(3%)
minecraft.mined.dark_oak_sign: #9, 2(5%)
minecraft.picked_up.polished_blackstone_button: #9, 40(4%)
minecraft.crafted.lever: #9, 88(3%)
minecraft.picked_up.shroomlight: #9, 150(3%)
minecraft.killed.blaze: #9, 57(3%)
minecraft.crafted.sticky_piston: #9, 82(3%)
minecraft.crafted.flower_pot: #9, 45(4%)
minecraft.used.diamond_boots: #9, 3(5%)
minecraft.picked_up.flower_pot: #9, 18(3%)
minecraft.crafted.ladder: #9, 243(3%)
minecraft.dropped.scaffolding: #9, 130(4%)
minecraft.used.birch_sapling: #9, 136(3%)
minecraft.crafted.dark_oak_fence: #9, 114(4%)
minecraft.used.spruce_planks: #9, 1312(3%)
minecraft.mined.spore_blossom: #9, 3(5%)
minecraft.used.rose_bush: #9, 5(3%)
minecraft.picked_up.smooth_stone_slab: #9, 116(3%)
minecraft.mined.gravel: #9, 5541(2%)
minecraft.crafted.white_stained_glass: #9, 424(3%)
minecraft.dropped.rotten_flesh: #9, 2451(2%)
minecraft.picked_up.bee_nest: #9, 5(4%)
minecraft.dropped.leather_boots: #9, 8(3%)
minecraft.picked_up.gravel: #9, 5018(2%)
minecraft.picked_up.music_disc_13: #9, 1(6%)
minecraft.picked_up.terracotta: #9, 4044(3%)
minecraft.used.tuff: #9, 349(2%)
minecraft.mined.terracotta: #9, 3870(3%)
minecraft.mined.lily_of_the_valley: #9, 7(3%)
minecraft.crafted.glass: #9, 5320(2%)
minecraft.mined.infested_stone: #9, 13(3%)
minecraft.crafted.magenta_dye: #9, 42(2%)
minecraft.crafted.netherite_shovel: #9, 1(5%)
minecraft.killed.ghast: #9, 11(2%)
minecraft.dropped.lever: #9, 5(2%)
minecraft.picked_up.campfire: #9, 12(2%)
minecraft.used.white_stained_glass_pane: #9, 77(2%)
minecraft.used.podzol: #9, 66(2%)
minecraft.dropped.chest: #9, 7(1%)
minecraft.dropped.purpur_block: #9, 8(4%)
minecraft.mined.azure_bluet: #9, 11(2%)
minecraft.mined.dark_oak_leaves: #9, 257(1%)
minecraft.dropped.carrot: #9, 465(1%)
minecraft.custom.mob_kills: #9, 41242(1%)
minecraft.dropped.stone_sword: #9, 8(1%)
minecraft.crafted.player_head: #9, 41(2%)
minecraft.crafted.emerald: #9, 4131(1%)
minecraft.custom.traded_with_villager: #9, 4501(1%)
minecraft.picked_up.chicken: #9, 15(1%)
minecraft.mined.cobbled_deepslate_stairs: #9, 4(2%)
minecraft.crafted.leather_leggings: #9, 3(2%)
minecraft.mined.red_wool: #9, 74(1%)
minecraft.crafted.compass: #9, 7(1%)
minecraft.dropped.spider_eye: #9, 119(1%)
minecraft.crafted.lime_dye: #9, 67(1%)
minecraft.mined.yellow_terracotta: #9, 4(2%)
minecraft.custom.sneak_time: #11, 1790249(4%)
minecraft.mined.blue_orchid: #9, 7(1%)
minecraft.dropped.magma_block: #9, 5(1%)
minecraft.killed.skeleton: #10, 1324(4%)
minecraft.mined.jungle_stairs: #9, 3(1%)
minecraft.crafted.polished_blackstone_slab: #9, 12(1%)
minecraft.crafted.enchanted_book: #9, 51(1%)
minecraft.dropped.deepslate_coal_ore: #9, 1(1%)
minecraft.mined.lily_pad: #9, 8(1%)
minecraft.dropped.iron_trapdoor: #9, 1(1%)
minecraft.crafted.nether_bricks: #9, 60(1%)
minecraft.picked_up.wither_rose: #9, 6(1%)
minecraft.crafted.warped_sign: #9, 6(1%)
minecraft.dropped.copper_block: #9, 12(1%)
minecraft.picked_up.polished_blackstone_brick_stairs: #9, 4(1%)
minecraft.crafted.white_wool: #9, 110(1%)
minecraft.picked_up.cobbled_deepslate_stairs: #9, 4(1%)
minecraft.used.jungle_sign: #9, 3(1%)
minecraft.mined.light_blue_wool: #9, 4(1%)
minecraft.picked_up.black_stained_glass_pane: #9, 6(1%)
minecraft.crafted.oxidized_cut_copper_slab: #9, 6(1%)
minecraft.crafted.polished_blackstone_wall: #9, 6(1%)
minecraft.picked_up.orange_wool: #9, 7(1%)
minecraft.mined.lime_terracotta: #9, 1(1%)
minecraft.killed.wither_skeleton: #9, 48(0%)
minecraft.used.trident: #9, 25(0%)
minecraft.crafted.brick: #9, 192(0%)
minecraft.used.cyan_bed: #9, 1(0%)
minecraft.dropped.ink_sac: #9, 4(0%)
minecraft.dropped.nether_quartz_ore: #9, 1(0%)
minecraft.crafted.clock: #9, 2(0%)
minecraft.used.gray_stained_glass: #9, 26(0%)
minecraft.dropped.jungle_log: #9, 1(0%)
minecraft.used.pink_shulker_box: #9, 1(0%)
minecraft.used.brown_terracotta: #9, 24(0%)
minecraft.crafted.spore_blossom: #9, 2(0%)
minecraft.used.green_terracotta: #9, 8(0%)
minecraft.used.dark_oak_leaves: #9, 1(0%)
minecraft.picked_up.ender_pearl: #10, 6638(4%)
minecraft.picked_up.redstone_torch: #10, 124(4%)
minecraft.picked_up.golden_boots: #10, 13(4%)
minecraft.mined.iron_bars: #10, 37(4%)
minecraft.picked_up.golden_leggings: #10, 12(4%)
minecraft.mined.podzol: #10, 318(3%)
minecraft.picked_up.cobbled_deepslate: #10, 9563(3%)
minecraft.picked_up.leather_helmet: #10, 8(4%)
minecraft.picked_up.composter: #10, 27(4%)
minecraft.used.chain: #10, 236(3%)
minecraft.mined.piston: #10, 60(3%)
minecraft.crafted.lapis_lazuli: #10, 362(3%)
minecraft.dropped.granite: #10, 612(3%)
minecraft.picked_up.writable_book: #10, 5(3%)
minecraft.used.deepslate_tiles: #10, 1134(3%)
minecraft.picked_up.player_head: #10, 243(2%)
minecraft.crafted.diamond_leggings: #10, 2(3%)
minecraft.picked_up.stone_axe: #10, 2(4%)
minecraft.mined.nether_gold_ore: #10, 96(3%)
minecraft.dropped.lead: #10, 5(3%)
minecraft.picked_up.item_frame: #10, 69(2%)
minecraft.picked_up.clay_ball: #10, 348(3%)
minecraft.used.stone_stairs: #10, 107(3%)
minecraft.mined.nether_wart: #10, 157(3%)
minecraft.used.gravel: #10, 396(2%)
minecraft.used.sand: #10, 3260(2%)
minecraft.picked_up.crimson_fungus: #10, 15(3%)
minecraft.crafted.stone_brick_stairs: #10, 60(3%)
minecraft.crafted.red_shulker_box: #10, 2(3%)
minecraft.used.anvil: #10, 28(2%)
minecraft.mined.dark_oak_fence_gate: #10, 4(3%)
minecraft.used.dark_oak_trapdoor: #10, 92(2%)
minecraft.dropped.iron_sword: #10, 3(2%)
minecraft.picked_up.nether_quartz_ore: #10, 185(2%)
minecraft.mined.crimson_fungus: #10, 7(2%)
minecraft.mined.stone_brick_slab: #10, 79(2%)
minecraft.picked_up.spore_blossom: #10, 5(2%)
minecraft.used.warped_fungus: #10, 14(3%)
minecraft.picked_up.axolotl_bucket: #10, 2(3%)
minecraft.crafted.blaze_powder: #10, 40(2%)
minecraft.mined.small_dripleaf: #10, 1(3%)
minecraft.broken.iron_sword: #10, 1(3%)
minecraft.crafted.cobbled_deepslate_stairs: #10, 16(2%)
minecraft.mined.stone_brick_stairs: #10, 25(2%)
minecraft.dropped.apple: #10, 15(2%)
minecraft.used.jungle_sapling: #10, 24(2%)
minecraft.mined.bookshelf: #10, 73(1%)
minecraft.crafted.white_shulker_box: #10, 3(2%)
minecraft.used.oak_leaves: #10, 412(1%)
minecraft.picked_up.warped_sign: #10, 5(2%)
minecraft.picked_up.dark_oak_fence_gate: #10, 4(1%)
minecraft.mined.polished_deepslate_wall: #10, 10(1%)
minecraft.picked_up.warped_planks: #10, 30(2%)
minecraft.used.oak_fence_gate: #10, 6(1%)
minecraft.picked_up.loom: #10, 3(2%)
minecraft.crafted.yellow_terracotta: #10, 64(1%)
minecraft.crafted.polished_deepslate_stairs: #10, 20(1%)
minecraft.picked_up.crimson_stem: #10, 63(1%)
minecraft.mined.grindstone: #10, 7(1%)
minecraft.picked_up.saddle: #10, 5(1%)
minecraft.custom.minecart_one_cm: #10, 120904(1%)
minecraft.used.obsidian: #10, 292(1%)
minecraft.picked_up.honeycomb: #10, 230(1%)
minecraft.used.stone_brick_slab: #10, 192(1%)
minecraft.dropped.cooked_cod: #10, 1(1%)
minecraft.used.oxidized_cut_copper_slab: #10, 31(1%)
minecraft.custom.inspect_hopper: #11, 854(4%)
minecraft.crafted.brown_dye: #10, 36(1%)
minecraft.used.warped_sign: #10, 6(1%)
minecraft.used.red_wool: #10, 81(1%)
minecraft.crafted.spruce_wood: #10, 33(1%)
minecraft.crafted.granite_wall: #10, 6(1%)
minecraft.crafted.red_stained_glass: #10, 32(1%)
minecraft.used.cobbled_deepslate_stairs: #10, 16(1%)
minecraft.used.yellow_terracotta: #10, 12(1%)
minecraft.used.polished_blackstone_bricks: #10, 80(1%)
minecraft.dropped.emerald: #10, 27(1%)
minecraft.picked_up.red_stained_glass: #10, 1(1%)
minecraft.mined.polished_blackstone_wall: #10, 1(1%)
minecraft.crafted.leather_chestplate: #10, 1(1%)
minecraft.used.smithing_table: #10, 4(0%)
minecraft.crafted.white_banner: #10, 1(1%)
minecraft.mined.jungle_sapling: #10, 1(0%)
minecraft.picked_up.polished_blackstone_wall: #10, 1(1%)
minecraft.mined.magenta_stained_glass: #10, 2(0%)
minecraft.used.birch_wood: #10, 5(0%)
minecraft.picked_up.blackstone_slab: #10, 2(0%)
minecraft.crafted.birch_wood: #10, 6(0%)
minecraft.used.red_carpet: #10, 3(0%)
minecraft.picked_up.lime_terracotta: #10, 1(0%)
minecraft.crafted.red_carpet: #10, 3(0%)
minecraft.mined.black_stained_glass: #10, 9(0%)
minecraft.picked_up.bow: #11, 96(4%)
minecraft.used.green_wool: #10, 2(0%)
minecraft.crafted.black_wool: #10, 6(0%)
minecraft.crafted.polished_blackstone_brick_slab: #10, 2(0%)
minecraft.used.jungle_leaves: #10, 1(0%)
minecraft.picked_up.black_concrete_powder: #10, 7(0%)
minecraft.crafted.green_terracotta: #10, 8(0%)
minecraft.dropped.sugar: #10, 5(0%)
minecraft.used.light_gray_stained_glass_pane: #10, 1(0%)
minecraft.killed.drowned: #10, 86(0%)
minecraft.picked_up.prismarine_shard: #10, 1(0%)
minecraft.crafted.shield: #11, 3(4%)
minecraft.picked_up.chain: #11, 97(4%)
minecraft.mined.deepslate: #11, 11701(3%)
minecraft.used.brewing_stand: #11, 10(3%)
minecraft.picked_up.diamond_boots: #11, 14(3%)
minecraft.picked_up.cooked_beef: #11, 367(3%)
minecraft.picked_up.polished_deepslate: #11, 214(3%)
minecraft.dropped.oak_log: #11, 71(3%)
minecraft.picked_up.apple: #11, 117(2%)
minecraft.dropped.diamond_helmet: #11, 2(4%)
minecraft.mined.oak_planks: #11, 325(2%)
minecraft.dropped.diorite: #11, 515(2%)
minecraft.picked_up.flint_and_steel: #11, 4(3%)
minecraft.custom.interact_with_stonecutter: #11, 131(2%)
minecraft.mined.sea_lantern: #11, 28(2%)
minecraft.mined.fire: #11, 154(2%)
minecraft.mined.sandstone: #11, 2606(2%)
minecraft.killed.squid: #11, 57(2%)
minecraft.dropped.diamond_leggings: #11, 2(3%)
minecraft.crafted.spruce_fence: #11, 234(2%)
minecraft.picked_up.azure_bluet: #11, 35(3%)
minecraft.used.dark_oak_fence: #11, 68(2%)
minecraft.picked_up.ink_sac: #11, 209(2%)
minecraft.dropped.leather_helmet: #11, 5(2%)
minecraft.picked_up.piston: #11, 57(2%)
minecraft.dropped.gravel: #11, 280(2%)
minecraft.mined.dark_oak_sapling: #11, 4(3%)
minecraft.mined.dark_oak_slab: #11, 21(2%)
minecraft.crafted.tinted_glass: #11, 464(3%)
minecraft.mined.white_concrete: #11, 911(2%)
minecraft.used.lead: #11, 2(2%)
minecraft.crafted.deepslate_brick_slab: #11, 20(2%)
minecraft.used.bookshelf: #11, 101(2%)
minecraft.mined.dark_oak_fence: #11, 15(2%)
minecraft.crafted.cyan_dye: #11, 98(1%)
minecraft.crafted.composter: #11, 23(1%)
minecraft.mined.brown_mushroom: #11, 13(2%)
minecraft.mined.quartz_slab: #11, 6(2%)
minecraft.picked_up.red_mushroom: #11, 20(1%)
minecraft.used.dark_oak_sapling: #11, 49(1%)
minecraft.crafted.sandstone: #11, 64(1%)
minecraft.crafted.black_shulker_box: #11, 1(2%)
minecraft.picked_up.bread: #11, 32(1%)
minecraft.crafted.dark_oak_fence_gate: #11, 9(1%)
minecraft.used.cyan_terracotta: #11, 364(1%)
minecraft.mined.deepslate_brick_wall: #11, 2(2%)
minecraft.mined.tripwire: #11, 19(1%)
minecraft.crafted.dark_oak_door: #11, 3(1%)
minecraft.crafted.sugar: #11, 73(1%)
minecraft.picked_up.lily_pad: #11, 15(1%)
minecraft.picked_up.birch_trapdoor: #11, 5(1%)
minecraft.crafted.stone_stairs: #11, 40(1%)
minecraft.killed.wither: #11, 1(1%)
minecraft.crafted.jungle_sign: #11, 3(1%)
minecraft.mined.nether_brick_slab: #11, 1(1%)
minecraft.picked_up.name_tag: #11, 7(1%)
minecraft.dropped.dark_oak_trapdoor: #11, 1(1%)
minecraft.picked_up.sugar: #11, 5(1%)
minecraft.picked_up.light_gray_concrete_powder: #11, 8(1%)
minecraft.picked_up.book: #11, 80(0%)
minecraft.dropped.white_carpet: #11, 1(1%)
minecraft.crafted.smooth_quartz: #11, 69(1%)
minecraft.dropped.stone_button: #11, 9(0%)
minecraft.used.brown_mushroom: #11, 7(1%)
minecraft.dropped.flowering_azalea: #11, 2(1%)
minecraft.picked_up.emerald_ore: #11, 1(1%)
minecraft.used.dark_oak_door: #11, 1(1%)
minecraft.crafted.jungle_stairs: #11, 8(1%)
minecraft.used.beehive: #11, 7(0%)
minecraft.mined.red_stained_glass: #11, 1(1%)
minecraft.used.stripped_spruce_log: #11, 8(0%)
minecraft.mined.warped_planks: #11, 4(0%)
minecraft.used.granite_wall: #11, 1(0%)
minecraft.picked_up.stripped_spruce_wood: #11, 1(0%)
minecraft.dropped.potato: #11, 29(0%)
minecraft.used.spruce_wood: #11, 3(0%)
minecraft.used.lime_terracotta: #11, 1(0%)
minecraft.crafted.chest: #12, 1171(3%)
minecraft.custom.boat_one_cm: #12, 3649910(3%)
minecraft.used.hopper: #12, 532(3%)
minecraft.picked_up.minecart: #12, 49(3%)
minecraft.used.diamond_shovel: #12, 39438(3%)
minecraft.used.item_frame: #12, 151(3%)
minecraft.picked_up.sand: #12, 22494(3%)
minecraft.picked_up.birch_planks: #12, 105(3%)
minecraft.killed.husk: #12, 6(4%)
minecraft.dropped.diamond_sword: #12, 4(3%)
minecraft.crafted.oak_planks: #12, 4832(3%)
minecraft.picked_up.rail: #12, 527(3%)
minecraft.dropped.moss_block: #12, 164(3%)
minecraft.crafted.white_bed: #12, 12(3%)
minecraft.picked_up.netherrack: #12, 7439(2%)
minecraft.used.spruce_log: #12, 351(3%)
minecraft.dropped.cobbled_deepslate: #12, 181(2%)
minecraft.picked_up.amethyst_shard: #12, 1236(3%)
minecraft.crafted.dark_oak_slab: #12, 354(3%)
minecraft.crafted.diamond_helmet: #12, 2(3%)
minecraft.dropped.moss_carpet: #12, 52(3%)
minecraft.picked_up.oak_planks: #12, 324(2%)
minecraft.picked_up.glow_berries: #12, 168(2%)
minecraft.used.redstone_lamp: #12, 46(2%)
minecraft.crafted.stone_hoe: #12, 2(3%)
minecraft.mined.enchanting_table: #12, 1(3%)
minecraft.custom.player_kills: #12, 3(2%)
minecraft.used.spruce_fence: #12, 211(2%)
minecraft.picked_up.oak_leaves: #12, 1529(2%)
minecraft.used.scaffolding: #12, 1764(2%)
minecraft.dropped.flint_and_steel: #12, 1(3%)
minecraft.used.composter: #12, 34(2%)
minecraft.killed_by.zombie: #12, 2(2%)
minecraft.mined.polished_deepslate: #12, 95(1%)
minecraft.dropped.golden_boots: #12, 6(2%)
minecraft.used.peony: #12, 2(3%)
minecraft.dropped.tuff: #12, 24(1%)
minecraft.picked_up.spruce_sign: #12, 18(1%)
minecraft.dropped.netherrack: #12, 2160(1%)
minecraft.used.white_concrete: #12, 830(1%)
minecraft.picked_up.netherite_shovel: #12, 2(1%)
minecraft.used.dark_oak_fence_gate: #12, 9(2%)
minecraft.picked_up.jungle_sapling: #12, 33(1%)
minecraft.mined.birch_trapdoor: #12, 4(1%)
minecraft.killed.chicken: #12, 12(1%)
minecraft.dropped.glow_ink_sac: #12, 16(1%)
minecraft.dropped.bone: #12, 253(1%)
minecraft.crafted.golden_carrot: #12, 405(1%)
minecraft.used.loom: #12, 2(1%)
minecraft.used.stone_shovel: #12, 158(1%)
minecraft.mined.jungle_log: #12, 211(1%)
minecraft.picked_up.yellow_terracotta: #12, 4(1%)
minecraft.crafted.light_gray_concrete_powder: #12, 168(1%)
minecraft.used.jungle_fence: #12, 9(1%)
minecraft.picked_up.grindstone: #12, 7(1%)
minecraft.crafted.gray_carpet: #12, 51(1%)
minecraft.crafted.jungle_fence: #12, 9(1%)
minecraft.used.deepslate_brick_stairs: #12, 49(1%)
minecraft.dropped.white_bed: #12, 1(1%)
minecraft.crafted.warped_planks: #12, 300(1%)
minecraft.mined.warped_wart_block: #12, 89(0%)
minecraft.mined.deepslate_brick_stairs: #12, 7(1%)
minecraft.crafted.dark_oak_boat: #12, 1(1%)
minecraft.crafted.cyan_terracotta: #12, 248(1%)
minecraft.crafted.warped_slab: #12, 30(1%)
minecraft.picked_up.jungle_stairs: #12, 3(1%)
minecraft.used.light_gray_concrete_powder: #12, 69(0%)
minecraft.mined.yellow_concrete: #12, 18(0%)
minecraft.picked_up.deepslate_brick_wall: #12, 2(1%)
minecraft.picked_up.deepslate_brick_stairs: #12, 7(0%)
minecraft.used.sandstone: #12, 82(0%)
minecraft.dropped.wheat: #12, 27(0%)
minecraft.crafted.gray_stained_glass: #12, 64(0%)
minecraft.crafted.quartz_slab: #12, 6(0%)
minecraft.picked_up.acacia_planks: #12, 6(0%)
minecraft.picked_up.stripped_jungle_log: #12, 2(0%)
minecraft.mined.stripped_jungle_log: #12, 2(0%)
minecraft.dropped.ladder: #12, 8(0%)
minecraft.crafted.light_gray_wool: #12, 6(0%)
minecraft.picked_up.black_stained_glass: #12, 9(0%)
minecraft.used.jungle_stairs: #12, 3(0%)
minecraft.dropped.end_rod: #12, 1(0%)
minecraft.mined.acacia_trapdoor: #12, 1(0%)
minecraft.crafted.beehive: #12, 2(0%)
minecraft.picked_up.acacia_trapdoor: #12, 1(0%)
minecraft.mined.stripped_spruce_wood: #12, 1(0%)
minecraft.crafted.bricks: #12, 7(0%)
minecraft.used.black_stained_glass: #12, 13(0%)
minecraft.picked_up.arrow: #13, 1812(3%)
minecraft.crafted.hopper: #13, 375(3%)
minecraft.crafted.barrel: #13, 81(3%)
minecraft.used.dark_oak_stairs: #13, 146(3%)
minecraft.crafted.book: #13, 103(2%)
minecraft.picked_up.elytra: #13, 18(2%)
minecraft.crafted.iron_chestplate: #13, 2(2%)
minecraft.dropped.bow: #13, 39(2%)
minecraft.dropped.oak_sign: #13, 4(3%)
minecraft.picked_up.deepslate: #13, 2469(2%)
minecraft.picked_up.iron_sword: #13, 4(2%)
minecraft.picked_up.white_concrete: #13, 949(3%)
minecraft.used.piston: #13, 104(2%)
minecraft.picked_up.tuff: #13, 773(2%)
minecraft.crafted.piston: #13, 143(2%)
minecraft.picked_up.birch_sapling: #13, 162(2%)
minecraft.crafted.white_dye: #13, 745(2%)
minecraft.crafted.furnace: #13, 51(2%)
minecraft.used.candle: #13, 30(3%)
minecraft.crafted.dark_oak_sign: #13, 48(2%)
minecraft.picked_up.enchanting_table: #13, 1(3%)
minecraft.used.polished_deepslate: #13, 770(2%)
minecraft.used.minecart: #13, 25(2%)
minecraft.used.redstone_block: #13, 52(2%)
minecraft.dropped.iron_leggings: #13, 2(2%)
minecraft.mined.oak_sign: #13, 3(2%)
minecraft.used.bread: #13, 57(2%)
minecraft.mined.white_bed: #13, 34(2%)
minecraft.picked_up.white_bed: #13, 35(2%)
minecraft.picked_up.podzol: #13, 109(2%)
minecraft.picked_up.scaffolding: #13, 1600(2%)
minecraft.picked_up.egg: #13, 94(1%)
minecraft.crafted.stonecutter: #13, 4(1%)
minecraft.picked_up.iron_pickaxe: #13, 3(2%)
minecraft.picked_up.diamond_hoe: #13, 3(2%)
minecraft.crafted.white_stained_glass_pane: #13, 64(2%)
minecraft.picked_up.feather: #13, 22(1%)
minecraft.picked_up.spruce_trapdoor: #13, 62(1%)
minecraft.mined.iron_trapdoor: #13, 12(1%)
minecraft.killed_by.skeleton: #13, 1(1%)
minecraft.mined.birch_sapling: #13, 2(1%)
minecraft.dropped.arrow: #13, 499(1%)
minecraft.picked_up.quartz_slab: #13, 6(1%)
minecraft.crafted.white_concrete_powder: #13, 1064(1%)
minecraft.dropped.dark_oak_log: #13, 10(1%)
minecraft.used.white_concrete_powder: #13, 850(1%)
minecraft.picked_up.jungle_log: #13, 210(1%)
minecraft.mined.birch_leaves: #13, 251(0%)
minecraft.dropped.golden_sword: #13, 1(1%)
minecraft.picked_up.red_wool: #13, 73(1%)
minecraft.used.red_bed: #13, 6(1%)
minecraft.used.cobbled_deepslate_slab: #13, 43(1%)
minecraft.picked_up.polished_deepslate_wall: #13, 10(1%)
minecraft.picked_up.yellow_concrete: #13, 18(1%)
minecraft.used.carved_pumpkin: #13, 2(1%)
minecraft.dropped.hopper: #13, 1(1%)
minecraft.dropped.stone_shovel: #13, 1(1%)
minecraft.used.written_book: #13, 40(0%)
minecraft.dropped.enchanted_book: #13, 2(1%)
minecraft.picked_up.wither_skeleton_skull: #13, 3(0%)
minecraft.dropped.copper_ore: #13, 4(1%)
minecraft.mined.smooth_quartz: #13, 2(0%)
minecraft.dropped.spruce_fence: #13, 1(0%)
minecraft.crafted.lime_terracotta: #13, 8(0%)
minecraft.dropped.redstone_torch: #13, 1(0%)
minecraft.dropped.baked_potato: #13, 9(0%)
minecraft.used.birch_leaves: #13, 25(0%)
minecraft.crafted.warped_trapdoor: #13, 2(0%)
minecraft.used.birch_trapdoor: #13, 4(0%)
minecraft.used.grass: #13, 2(0%)
minecraft.picked_up.smooth_quartz: #13, 2(0%)
minecraft.used.black_stained_glass_pane: #13, 6(0%)
minecraft.used.polished_blackstone_wall: #13, 1(0%)
minecraft.used.smooth_quartz: #13, 3(0%)
minecraft.crafted.glass_pane: #13, 64(0%)
minecraft.picked_up.gold_nugget: #13, 102(0%)
minecraft.picked_up.water_bucket: #14, 12(3%)
minecraft.mined.birch_log: #14, 944(3%)
minecraft.custom.deaths: #14, 25(2%)
minecraft.crafted.item_frame: #14, 112(2%)
minecraft.mined.poppy: #14, 60(2%)
minecraft.picked_up.iron_shovel: #14, 5(2%)
minecraft.crafted.diamond_axe: #14, 3(2%)
minecraft.mined.tuff: #14, 835(2%)
minecraft.picked_up.leather: #14, 453(2%)
minecraft.picked_up.leather_chestplate: #14, 7(2%)
minecraft.picked_up.wheat_seeds: #14, 5672(2%)
minecraft.crafted.iron_hoe: #14, 1(3%)
minecraft.picked_up.firework_rocket: #14, 814(2%)
minecraft.crafted.chain: #14, 161(2%)
minecraft.used.spruce_sapling: #14, 127(2%)
minecraft.mined.spruce_slab: #14, 82(2%)
minecraft.dropped.dandelion: #14, 11(2%)
minecraft.mined.birch_planks: #14, 24(2%)
minecraft.dropped.leather_leggings: #14, 4(2%)
minecraft.crafted.golden_helmet: #14, 1(2%)
minecraft.picked_up.stone_pickaxe: #14, 1(2%)
minecraft.dropped.netherite_pickaxe: #14, 2(2%)
minecraft.crafted.dark_oak_stairs: #14, 92(2%)
minecraft.mined.deepslate_tiles: #14, 87(1%)
minecraft.crafted.stone_sword: #14, 1(1%)
minecraft.dropped.diamond_axe: #14, 2(2%)
minecraft.mined.spruce_wall_sign: #14, 4(1%)
minecraft.dropped.chainmail_boots: #14, 2(2%)
minecraft.picked_up.poppy: #14, 113(1%)
minecraft.mined.warped_stem: #14, 110(1%)
minecraft.picked_up.grass: #14, 38(1%)
minecraft.crafted.jungle_slab: #14, 72(2%)
minecraft.crafted.dark_oak_trapdoor: #14, 54(1%)
minecraft.dropped.sand: #14, 108(1%)
minecraft.crafted.hay_block: #14, 66(1%)
minecraft.picked_up.iron_trapdoor: #14, 11(1%)
minecraft.used.dark_oak_slab: #14, 87(1%)
minecraft.used.dark_oak_planks: #14, 78(1%)
minecraft.mined.cobblestone_wall: #14, 12(1%)
minecraft.mined.spruce_fence_gate: #14, 6(1%)
minecraft.picked_up.warped_stem: #14, 104(1%)
minecraft.used.dark_oak_boat: #14, 3(1%)
