stat, rank, value, (percentage) 
minecraft.used.written_book: #1, 7683(75%)
minecraft.mined.light_gray_stained_glass: #2, 186(21%)
minecraft.used.snow_block: #2, 13007(24%)
minecraft.broken.iron_pickaxe: #2, 43(14%)
minecraft.mined.blue_candle: #1, 10(31%)
minecraft.picked_up.wooden_sword: #1, 6(55%)
minecraft.used.grass: #2, 351(18%)
minecraft.dropped.smooth_sandstone_slab: #1, 67(52%)
minecraft.used.smooth_sandstone: #3, 4833(23%)
minecraft.used.blue_candle: #1, 31(34%)
minecraft.picked_up.spruce_planks: #2, 1915(12%)
minecraft.used.chiseled_sandstone: #1, 57(50%)
minecraft.used.purple_candle: #1, 31(33%)
minecraft.picked_up.purple_candle: #1, 11(39%)
minecraft.crafted.gray_concrete: #1, 232(97%)
minecraft.picked_up.candle: #2, 176(21%)
minecraft.picked_up.deepslate_tile_wall: #2, 196(20%)
minecraft.crafted.magenta_dye: #2, 262(13%)
minecraft.crafted.cyan_concrete: #1, 128(94%)
minecraft.picked_up.stone_bricks: #2, 3454(12%)
minecraft.crafted.lime_candle: #1, 132(63%)
minecraft.dropped.wooden_axe: #1, 3(38%)
minecraft.mined.mushroom_stem: #2, 620(15%)
minecraft.crafted.snow_block: #2, 13551(19%)
minecraft.used.cyan_concrete: #1, 528(92%)
minecraft.used.wooden_pickaxe: #2, 60(13%)
minecraft.picked_up.yellow_glazed_terracotta: #1, 8(89%)
minecraft.used.smooth_sandstone_slab: #2, 1245(18%)
minecraft.crafted.cyan_candle: #1, 132(84%)
minecraft.crafted.stripped_spruce_wood: #1, 9(33%)
minecraft.used.red_tulip: #1, 27(82%)
minecraft.broken.wooden_hoe: #1, 3(27%)
minecraft.mined.stripped_birch_log: #2, 468(15%)
minecraft.mined.purple_candle: #1, 4(40%)
minecraft.picked_up.stripped_birch_log: #2, 445(15%)
minecraft.mined.weeping_vines: #2, 39(16%)
minecraft.used.candle: #2, 166(16%)
minecraft.killed_by.ender_dragon: #1, 3(38%)
minecraft.picked_up.red_glazed_terracotta: #1, 3(50%)
minecraft.used.white_glazed_terracotta: #1, 3(75%)
minecraft.used.sandstone_stairs: #2, 512(28%)
minecraft.used.stone_hoe: #2, 848(14%)
minecraft.used.lime_candle: #1, 9(47%)
minecraft.used.dandelion: #2, 33(16%)
minecraft.used.oxeye_daisy: #2, 34(18%)
minecraft.used.light_gray_candle: #1, 15(45%)
minecraft.mined.red_glazed_terracotta: #1, 4(67%)
minecraft.mined.yellow_concrete_powder: #1, 3(33%)
minecraft.mined.magenta_carpet: #1, 2(67%)
minecraft.picked_up.magenta_carpet: #1, 2(67%)
minecraft.used.wooden_axe: #2, 45(29%)
minecraft.crafted.light_blue_candle: #1, 164(65%)
minecraft.used.spruce_planks: #3, 6562(14%)
minecraft.picked_up.mushroom_stem: #2, 564(15%)
minecraft.mined.cyan_concrete_powder: #1, 7(64%)
minecraft.crafted.blue_candle: #1, 221(62%)
minecraft.picked_up.light_gray_stained_glass: #2, 125(14%)
minecraft.used.dark_oak_door: #2, 29(17%)
minecraft.used.birch_planks: #3, 935(14%)
minecraft.killed_by.cave_spider: #1, 4(57%)
minecraft.picked_up.written_book: #3, 26(17%)
minecraft.crafted.pink_concrete_powder: #2, 136(41%)
minecraft.crafted.sandstone_stairs: #2, 176(34%)
minecraft.used.amethyst_block: #3, 1056(14%)
minecraft.killed_by.enderman: #2, 3(19%)
minecraft.used.pink_concrete_powder: #2, 131(40%)
minecraft.used.cyan_dye: #2, 36(20%)
minecraft.dropped.cut_sandstone: #2, 46(29%)
minecraft.mined.yellow_glazed_terracotta: #1, 8(100%)
minecraft.mined.lime_candle: #1, 1(50%)
minecraft.used.yellow_glazed_terracotta: #1, 291(100%)
minecraft.used.light_gray_glazed_terracotta: #1, 2(100%)
minecraft.used.brown_dye: #1, 1(100%)
minecraft.used.gray_dye: #1, 1(50%)
minecraft.picked_up.piglin_banner_pattern: #1, 1(100%)
minecraft.dropped.blue_shulker_box: #1, 1(100%)
minecraft.dropped.spider_eye: #2, 1226(9%)
minecraft.mined.stone_brick_slab: #3, 578(16%)
minecraft.mined.pink_concrete: #2, 129(38%)
minecraft.crafted.wooden_hoe: #2, 4(19%)
minecraft.picked_up.pink_concrete: #2, 129(38%)
minecraft.used.basalt: #3, 2645(12%)
minecraft.crafted.cut_sandstone: #2, 419(26%)
minecraft.mined.dark_oak_door: #2, 9(18%)
minecraft.crafted.wooden_sword: #2, 4(22%)
minecraft.crafted.smooth_quartz_slab: #2, 264(20%)
minecraft.picked_up.blue_candle: #2, 38(22%)
minecraft.crafted.stone_brick_slab: #3, 2034(15%)
minecraft.used.smooth_sandstone_stairs: #3, 1465(13%)
minecraft.dropped.light_blue_wool: #2, 151(34%)
minecraft.picked_up.brown_mushroom_block: #3, 2439(19%)
minecraft.dropped.shears: #2, 35(9%)
minecraft.crafted.iron_pickaxe: #3, 48(11%)
minecraft.used.pink_concrete: #2, 119(41%)
minecraft.picked_up.dark_oak_door: #2, 11(15%)
minecraft.mined.dark_oak_planks: #3, 205(12%)
minecraft.mined.chorus_flower: #2, 23(20%)
minecraft.broken.stone_hoe: #2, 5(14%)
minecraft.crafted.blue_dye: #3, 860(11%)
minecraft.crafted.pink_wool: #2, 12(26%)
minecraft.mined.light_gray_concrete: #3, 682(15%)
minecraft.picked_up.light_gray_concrete: #3, 681(15%)
minecraft.dropped.chorus_fruit: #2, 17(29%)
minecraft.crafted.magenta_candle: #2, 164(48%)
minecraft.picked_up.wooden_axe: #2, 3(27%)
minecraft.crafted.smooth_stone_slab: #3, 740(12%)
minecraft.used.orange_wool: #2, 169(17%)
minecraft.broken.iron_axe: #3, 14(12%)
minecraft.used.magenta_candle: #2, 6(33%)
minecraft.mined.cocoa: #3, 198(13%)
minecraft.picked_up.cut_sandstone: #2, 230(12%)
minecraft.used.mushroom_stem: #2, 213(11%)
minecraft.crafted.orange_dye: #2, 358(6%)
minecraft.used.stone_bricks: #3, 8393(10%)
minecraft.picked_up.yellow_concrete_powder: #2, 3(30%)
minecraft.picked_up.sunflower: #3, 465(10%)
minecraft.dropped.blue_candle: #2, 7(29%)
minecraft.crafted.stripped_oak_wood: #2, 144(29%)
minecraft.picked_up.white_tulip: #2, 308(11%)
minecraft.crafted.brown_candle: #2, 132(38%)
minecraft.picked_up.rose_bush: #3, 496(8%)
minecraft.used.magenta_carpet: #2, 2(50%)
minecraft.used.light_blue_candle: #2, 6(33%)
minecraft.crafted.purple_dye: #3, 270(10%)
minecraft.picked_up.spyglass: #3, 9(11%)
minecraft.crafted.red_candle: #2, 141(32%)
minecraft.used.brown_mushroom_block: #3, 1659(20%)
minecraft.used.flowering_azalea_leaves: #3, 238(9%)
minecraft.picked_up.stone_brick_stairs: #3, 188(9%)
minecraft.used.magenta_concrete_powder: #2, 4(31%)
minecraft.used.chiseled_red_sandstone: #2, 70(29%)
minecraft.crafted.yellow_candle: #2, 132(44%)
minecraft.mined.deepslate_tile_wall: #3, 113(13%)
minecraft.mined.light_blue_glazed_terracotta: #2, 196(29%)
minecraft.picked_up.stone_brick_slab: #3, 822(9%)
minecraft.crafted.blue_carpet: #2, 45(13%)
minecraft.picked_up.light_blue_glazed_terracotta: #2, 196(27%)
minecraft.crafted.magenta_wool: #2, 2(20%)
minecraft.dropped.raw_gold_block: #2, 4(40%)
minecraft.used.magenta_concrete: #2, 2(40%)
minecraft.picked_up.magenta_concrete: #2, 4(27%)
minecraft.crafted.white_candle: #2, 132(27%)
minecraft.mined.magenta_concrete: #2, 4(25%)
minecraft.used.oak_log: #4, 1700(11%)
minecraft.used.light_blue_glazed_terracotta: #2, 175(25%)
minecraft.used.blue_carpet: #2, 46(12%)
minecraft.picked_up.blue_carpet: #2, 17(18%)
minecraft.picked_up.cobblestone_wall: #3, 115(8%)
minecraft.mined.dark_oak_fence: #3, 75(9%)
minecraft.mined.blue_carpet: #2, 16(17%)
minecraft.used.stripped_oak_log: #3, 246(9%)
minecraft.used.prismarine_bricks: #3, 377(11%)
minecraft.picked_up.chiseled_red_sandstone: #2, 10(21%)
minecraft.picked_up.pointed_dripstone: #4, 3338(11%)
minecraft.picked_up.grass: #4, 353(11%)
minecraft.used.peony: #3, 9(12%)
minecraft.crafted.dark_oak_door: #3, 27(12%)
minecraft.crafted.stone_bricks: #3, 8640(7%)
minecraft.picked_up.wooden_pickaxe: #3, 4(14%)
minecraft.dropped.prismarine_bricks: #3, 64(16%)
minecraft.used.beetroot: #3, 72(22%)
minecraft.crafted.lime_bed: #3, 21(26%)
minecraft.used.light_blue_concrete: #2, 58(8%)
minecraft.picked_up.chorus_flower: #3, 23(13%)
minecraft.mined.stripped_oak_wood: #3, 108(9%)
minecraft.picked_up.stripped_oak_wood: #3, 104(9%)
minecraft.used.light_gray_stained_glass: #3, 772(9%)
minecraft.mined.chiseled_red_sandstone: #2, 10(21%)
minecraft.crafted.white_shulker_box: #3, 18(11%)
minecraft.mined.candle: #3, 16(11%)
minecraft.mined.orange_glazed_terracotta: #2, 38(10%)
minecraft.crafted.light_gray_stained_glass: #3, 992(9%)
minecraft.used.orange_candle: #2, 4(12%)
minecraft.used.iron_pickaxe: #4, 11128(10%)
minecraft.dropped.yellow_terracotta: #2, 6(8%)
minecraft.mined.chiseled_sandstone: #3, 2(17%)
minecraft.picked_up.chiseled_sandstone: #3, 2(17%)
minecraft.crafted.yellow_dye: #4, 658(11%)
minecraft.used.cookie: #3, 50(16%)
minecraft.used.pointed_dripstone: #2, 518(1%)
minecraft.dropped.diamond_block: #3, 15(14%)
minecraft.used.stripped_oak_wood: #3, 205(14%)
minecraft.used.stripped_birch_wood: #3, 69(25%)
minecraft.mined.cobblestone_wall: #3, 77(6%)
minecraft.crafted.leather_boots: #3, 26(10%)
minecraft.picked_up.orange_glazed_terracotta: #2, 22(6%)
minecraft.mined.pumpkin_stem: #3, 59(9%)
minecraft.picked_up.cyan_concrete_powder: #2, 7(9%)
minecraft.picked_up.lime_candle: #2, 4(6%)
minecraft.killed.dolphin: #3, 3(17%)
minecraft.used.orange_glazed_terracotta: #2, 52(4%)
minecraft.crafted.deepslate_tile_stairs: #3, 73(6%)
minecraft.used.stone_brick_slab: #4, 2653(11%)
minecraft.used.iron_shovel: #3, 4253(5%)
minecraft.picked_up.beef: #4, 1263(8%)
minecraft.crafted.iron_sword: #3, 14(5%)
minecraft.mined.smooth_sandstone: #3, 445(6%)
minecraft.used.orange_dye: #2, 1(2%)
minecraft.crafted.yellow_glazed_terracotta: #2, 8(1%)
minecraft.dropped.black_candle: #2, 2(1%)
minecraft.picked_up.dragon_breath: #3, 50(17%)
minecraft.picked_up.orange_concrete_powder: #2, 4(0%)
minecraft.mined.orange_concrete_powder: #2, 4(0%)
minecraft.crafted.magenta_carpet: #3, 3(33%)
minecraft.crafted.magenta_concrete_powder: #3, 8(33%)
minecraft.picked_up.azure_bluet: #3, 73(5%)
minecraft.crafted.pink_candle: #3, 132(32%)
minecraft.broken.iron_shovel: #3, 15(5%)
minecraft.used.pumpkin_pie: #3, 51(9%)
minecraft.killed_by.player: #4, 13(8%)
minecraft.crafted.iron_chestplate: #4, 7(8%)
minecraft.used.iron_axe: #4, 3544(7%)
minecraft.crafted.stripped_birch_wood: #3, 45(27%)
minecraft.killed.player: #4, 13(9%)
minecraft.used.lime_bed: #3, 20(10%)
minecraft.dropped.dragon_breath: #3, 50(19%)
minecraft.mined.magenta_candle: #3, 1(25%)
minecraft.dropped.stone_brick_slab: #3, 74(6%)
minecraft.crafted.green_dye: #4, 668(8%)
minecraft.crafted.stone_hoe: #4, 7(9%)
minecraft.mined.cut_sandstone: #3, 135(7%)
minecraft.mined.stripped_oak_log: #4, 673(8%)
minecraft.picked_up.stone_axe: #4, 5(11%)
minecraft.dropped.armor_stand: #3, 16(13%)
minecraft.used.warped_wart_block: #4, 168(11%)
minecraft.used.gray_candle: #3, 4(13%)
minecraft.used.stripped_birch_log: #3, 115(5%)
minecraft.mined.oxeye_daisy: #4, 48(8%)
minecraft.used.white_tulip: #3, 6(6%)
minecraft.used.cyan_glazed_terracotta: #3, 5(16%)
minecraft.killed.ender_dragon: #3, 2(10%)
minecraft.used.black_glazed_terracotta: #3, 16(15%)
minecraft.picked_up.wooden_shovel: #3, 1(11%)
minecraft.used.green_glazed_terracotta: #3, 1(14%)
minecraft.used.end_stone_bricks: #3, 57(4%)
minecraft.mined.red_tulip: #3, 9(5%)
minecraft.crafted.stone_brick_stairs: #4, 152(7%)
minecraft.picked_up.iron_sword: #4, 11(6%)
minecraft.picked_up.yellow_candle: #3, 12(6%)
minecraft.picked_up.cocoa_beans: #4, 706(7%)
minecraft.mined.stone_brick_stairs: #4, 96(7%)
minecraft.used.dark_oak_fence: #4, 199(7%)
minecraft.used.red_sandstone: #3, 70(5%)
minecraft.crafted.purple_wool: #3, 2(6%)
minecraft.picked_up.red_candle: #3, 17(5%)
minecraft.mined.white_tulip: #3, 7(3%)
minecraft.dropped.brown_candle: #3, 1(8%)
minecraft.picked_up.brown_candle: #3, 8(4%)
minecraft.picked_up.stripped_oak_log: #4, 629(6%)
minecraft.used.pink_candle: #3, 5(3%)
minecraft.crafted.cooked_porkchop: #4, 36(6%)
minecraft.picked_up.sandstone_wall: #3, 8(3%)
minecraft.crafted.orange_concrete_powder: #3, 512(2%)
minecraft.mined.light_blue_concrete_powder: #3, 7(2%)
minecraft.mined.dark_oak_wood: #4, 50(10%)
minecraft.crafted.end_stone_bricks: #3, 64(4%)
minecraft.used.hay_block: #4, 133(6%)
minecraft.used.orange_concrete_powder: #3, 465(2%)
minecraft.used.pink_glazed_terracotta: #3, 18(3%)
minecraft.used.magenta_dye: #3, 1(3%)
minecraft.crafted.light_blue_dye: #5, 270(9%)
minecraft.crafted.red_dye: #5, 878(8%)
minecraft.used.wooden_shovel: #3, 28(1%)
minecraft.mined.sandstone_wall: #3, 3(1%)
minecraft.crafted.yellow_terracotta: #4, 336(7%)
minecraft.picked_up.magenta_candle: #3, 2(1%)
minecraft.mined.pink_glazed_terracotta: #3, 2(1%)
minecraft.picked_up.pink_glazed_terracotta: #3, 2(0%)
minecraft.crafted.green_glazed_terracotta: #3, 1(0%)
minecraft.used.chorus_flower: #4, 10(13%)
minecraft.used.red_sand: #3, 27(0%)
minecraft.crafted.brown_dye: #4, 292(5%)
minecraft.picked_up.dark_oak_fence: #4, 75(5%)
minecraft.picked_up.yellow_dye: #4, 48(9%)
minecraft.custom.sneak_time: #6, 2347100(5%)
minecraft.picked_up.light_gray_dye: #4, 37(8%)
minecraft.broken.wooden_pickaxe: #4, 1(20%)
minecraft.used.green_candle: #4, 5(13%)
minecraft.killed.tropical_fish: #4, 5(9%)
minecraft.used.wheat_seeds: #5, 7753(7%)
minecraft.picked_up.light_blue_concrete: #4, 64(7%)
minecraft.picked_up.cobweb: #5, 225(10%)
minecraft.custom.crouch_one_cm: #5, 8219870(5%)
minecraft.crafted.iron_shovel: #4, 16(3%)
minecraft.picked_up.diamond_helmet: #5, 21(7%)
minecraft.mined.light_blue_concrete: #4, 64(7%)
minecraft.picked_up.pink_tulip: #4, 21(5%)
minecraft.mined.crimson_roots: #5, 103(8%)
minecraft.used.pink_dye: #4, 1(12%)
minecraft.crafted.raw_gold: #4, 270(5%)
minecraft.used.yellow_candle: #4, 5(8%)
minecraft.picked_up.honeycomb: #4, 656(3%)
minecraft.used.oak_sapling: #5, 509(6%)
minecraft.dropped.stone_brick_wall: #4, 16(5%)
minecraft.dropped.redstone_lamp: #4, 2(9%)
minecraft.crafted.dark_oak_fence: #5, 243(8%)
minecraft.picked_up.stone_pickaxe: #5, 4(8%)
minecraft.mined.cobweb: #5, 237(6%)
minecraft.dropped.oak_sapling: #5, 65(6%)
minecraft.dropped.brown_mushroom_block: #4, 12(6%)
minecraft.used.acacia_leaves: #4, 1(9%)
minecraft.crafted.light_gray_stained_glass_pane: #4, 96(3%)
minecraft.mined.acacia_wood: #4, 9(5%)
minecraft.crafted.smooth_basalt: #4, 37(7%)
minecraft.mined.honeycomb_block: #4, 4(3%)
minecraft.used.spruce_sapling: #5, 362(6%)
minecraft.crafted.popped_chorus_fruit: #4, 26(3%)
minecraft.used.white_shulker_box: #5, 164(7%)
minecraft.used.cyan_candle: #4, 5(5%)
minecraft.dropped.writable_book: #5, 4(6%)
minecraft.used.red_nether_bricks: #4, 21(3%)
minecraft.used.brown_candle: #4, 5(5%)
minecraft.used.pink_tulip: #4, 3(4%)
minecraft.mined.white_shulker_box: #5, 148(7%)
minecraft.picked_up.white_shulker_box: #5, 151(7%)
minecraft.picked_up.cyan_bed: #4, 6(3%)
minecraft.picked_up.blue_dye: #5, 48(11%)
minecraft.used.pink_carpet: #4, 2(4%)
minecraft.mined.cyan_bed: #4, 5(2%)
minecraft.picked_up.oak_planks: #5, 690(4%)
minecraft.picked_up.light_blue_concrete_powder: #4, 7(2%)
minecraft.picked_up.petrified_oak_slab: #4, 4(2%)
minecraft.dropped.brown_dye: #4, 1(3%)
minecraft.picked_up.acacia_wood: #4, 9(2%)
minecraft.used.rose_bush: #5, 9(6%)
minecraft.mined.beetroots: #5, 105(8%)
minecraft.picked_up.brown_concrete: #4, 16(1%)
minecraft.picked_up.lime_bed: #4, 3(2%)
minecraft.mined.lime_bed: #4, 3(2%)
minecraft.mined.brown_concrete: #4, 16(1%)
minecraft.crafted.red_shulker_box: #5, 4(5%)
minecraft.used.purple_terracotta: #4, 2(2%)
minecraft.used.allium: #5, 31(12%)
minecraft.used.bread: #5, 151(5%)
minecraft.picked_up.light_gray_candle: #4, 1(1%)
minecraft.dropped.spyglass: #5, 2(11%)
minecraft.mined.red_sandstone: #4, 1(1%)
minecraft.mined.dripstone_block: #5, 495(5%)
minecraft.dropped.iron_sword: #5, 7(5%)
minecraft.used.brown_concrete: #4, 10(0%)
minecraft.mined.potted_cornflower: #5, 1(17%)
minecraft.used.beetroot_seeds: #5, 215(11%)
minecraft.used.apple: #5, 18(5%)
minecraft.crafted.jack_o_lantern: #5, 144(7%)
minecraft.crafted.iron_boots: #6, 7(8%)
minecraft.crafted.compass: #5, 30(5%)
minecraft.used.red_candle: #5, 13(11%)
minecraft.mined.red_bed: #5, 36(4%)
minecraft.picked_up.sandstone_slab: #5, 29(5%)
minecraft.picked_up.red_bed: #5, 38(5%)
minecraft.crafted.lime_dye: #5, 270(4%)
minecraft.crafted.golden_chestplate: #5, 2(8%)
minecraft.picked_up.acacia_leaves: #5, 167(6%)
minecraft.dropped.smooth_stone: #5, 24(5%)
minecraft.mined.basalt: #6, 7881(7%)
minecraft.used.cocoa_beans: #5, 221(4%)
minecraft.used.bone_block: #6, 386(8%)
minecraft.picked_up.chorus_fruit: #5, 162(4%)
minecraft.picked_up.raw_gold_block: #5, 6(6%)
minecraft.used.light_gray_concrete: #5, 274(4%)
minecraft.dropped.stone_button: #5, 55(3%)
minecraft.used.barrel: #6, 242(6%)
minecraft.dropped.filled_map: #6, 7(8%)
minecraft.used.smooth_quartz_slab: #5, 359(4%)
minecraft.picked_up.deepslate_tile_stairs: #6, 259(7%)
minecraft.used.blue_dye: #5, 1(8%)
minecraft.mined.red_candle: #5, 2(9%)
minecraft.crafted.light_gray_dye: #6, 495(6%)
minecraft.dropped.snowball: #5, 160(3%)
minecraft.used.dripstone_block: #5, 1033(2%)
minecraft.picked_up.polished_blackstone_button: #6, 72(7%)
minecraft.picked_up.barrel: #6, 100(6%)
minecraft.dropped.nether_wart_block: #5, 3(4%)
minecraft.mined.allium: #5, 22(3%)
minecraft.used.gray_concrete: #5, 451(3%)
minecraft.mined.lime_concrete_powder: #5, 4(5%)
minecraft.mined.large_amethyst_bud: #5, 29(2%)
minecraft.picked_up.cod: #5, 226(1%)
minecraft.picked_up.birch_sign: #6, 50(5%)
minecraft.dropped.golden_apple: #5, 4(4%)
minecraft.used.stone_sword: #6, 76(8%)
minecraft.mined.deepslate_tile_stairs: #6, 226(6%)
minecraft.used.lily_of_the_valley: #5, 8(3%)
minecraft.picked_up.spruce_sapling: #6, 763(5%)
minecraft.crafted.honeycomb_block: #5, 480(4%)
minecraft.mined.barrel: #6, 75(5%)
minecraft.picked_up.smooth_stone_slab: #6, 247(7%)
minecraft.used.light_gray_stained_glass_pane: #5, 65(3%)
minecraft.picked_up.large_amethyst_bud: #5, 27(2%)
minecraft.dropped.jungle_leaves: #5, 6(4%)
minecraft.mined.medium_amethyst_bud: #5, 37(2%)
minecraft.killed.blaze: #6, 97(6%)
minecraft.used.light_gray_dye: #5, 1(5%)
minecraft.crafted.oak_door: #6, 6(7%)
minecraft.used.deepslate_tile_stairs: #6, 837(5%)
minecraft.used.mossy_stone_brick_stairs: #5, 21(2%)
minecraft.used.acacia_log: #6, 353(7%)
minecraft.picked_up.tnt: #6, 86(6%)
minecraft.crafted.brown_concrete_powder: #5, 48(2%)
minecraft.used.green_dye: #5, 1(3%)
minecraft.mined.attached_pumpkin_stem: #5, 4(2%)
minecraft.mined.oak_leaves: #6, 5355(4%)
minecraft.broken.iron_sword: #6, 3(9%)
minecraft.crafted.dripstone_block: #5, 636(1%)
minecraft.mined.small_amethyst_bud: #5, 36(1%)
minecraft.mined.crimson_fungus: #6, 19(6%)
minecraft.mined.orange_tulip: #5, 3(1%)
minecraft.crafted.spruce_stairs: #6, 408(5%)
minecraft.crafted.cyan_dye: #6, 332(5%)
minecraft.mined.petrified_oak_slab: #5, 3(2%)
minecraft.dropped.stripped_oak_log: #5, 2(1%)
minecraft.crafted.dark_oak_sign: #6, 118(6%)
minecraft.crafted.purple_carpet: #5, 3(2%)
minecraft.dropped.deepslate_tile_wall: #5, 1(1%)
minecraft.crafted.blue_wool: #5, 2(1%)
minecraft.used.purple_carpet: #5, 2(1%)
minecraft.used.lime_concrete_powder: #5, 48(1%)
minecraft.picked_up.pink_candle: #5, 1(1%)
minecraft.crafted.purple_terracotta: #5, 8(0%)
minecraft.dropped.polished_blackstone_button: #6, 7(6%)
minecraft.picked_up.lime_concrete_powder: #5, 4(0%)
minecraft.crafted.wooden_axe: #6, 1(11%)
minecraft.mined.oak_planks: #6, 564(4%)
minecraft.crafted.iron_axe: #6, 15(4%)
minecraft.picked_up.crimson_roots: #6, 106(4%)
minecraft.picked_up.raw_copper_block: #6, 21(8%)
minecraft.used.diorite: #7, 742(7%)
minecraft.crafted.spyglass: #6, 2(7%)
minecraft.used.birch_sapling: #6, 159(4%)
minecraft.killed.pig: #6, 21(4%)
minecraft.used.red_bed: #6, 39(4%)
minecraft.broken.diamond_shovel: #6, 1(11%)
minecraft.used.jack_o_lantern: #6, 102(5%)
minecraft.picked_up.wheat_seeds: #7, 17753(6%)
minecraft.crafted.light_gray_concrete_powder: #6, 720(4%)
minecraft.mined.stone_button: #6, 44(3%)
minecraft.mined.packed_ice: #6, 791(4%)
minecraft.dropped.oak_log: #7, 181(8%)
minecraft.crafted.raw_copper: #6, 865(3%)
minecraft.used.emerald_ore: #6, 3(7%)
minecraft.picked_up.smooth_sandstone: #6, 395(3%)
minecraft.broken.diamond_pickaxe: #6, 1(8%)
minecraft.used.birch_wood: #6, 56(4%)
minecraft.dropped.white_tulip: #6, 1(7%)
minecraft.crafted.flint_and_steel: #6, 11(2%)
minecraft.dropped.baked_potato: #6, 95(2%)
minecraft.crafted.iron_leggings: #7, 6(6%)
minecraft.crafted.clay: #6, 30(5%)
minecraft.crafted.raw_gold_block: #6, 30(3%)
minecraft.mined.flowering_azalea: #7, 79(6%)
minecraft.crafted.acacia_wood: #6, 87(3%)
minecraft.crafted.diamond_sword: #7, 5(5%)
minecraft.used.diamond_shovel: #7, 61263(5%)
minecraft.killed.cow: #7, 357(5%)
minecraft.crafted.red_sandstone: #6, 288(2%)
minecraft.used.acacia_wood: #6, 73(3%)
minecraft.used.melon_seeds: #6, 13(2%)
minecraft.crafted.end_rod: #6, 104(2%)
minecraft.picked_up.medium_amethyst_bud: #6, 35(2%)
minecraft.dropped.wooden_shovel: #6, 1(3%)
