stat, rank, value, (percentage) 
minecraft.used.light_gray_carpet: #1, 4268(70%)
minecraft.mined.spruce_wall_sign: #8, 18(6%)
minecraft.crafted.polished_blackstone_slab: #7, 24(2%)
minecraft.picked_up.cobbled_deepslate_stairs: #7, 11(2%)
minecraft.used.polished_blackstone_wall: #7, 25(2%)
minecraft.used.green_wool: #7, 30(2%)
minecraft.used.brown_wool: #7, 17(2%)
minecraft.crafted.acacia_stairs: #7, 24(2%)
minecraft.mined.rooted_dirt: #7, 38(1%)
minecraft.used.big_dripleaf: #7, 30(1%)
minecraft.mined.moss_carpet: #8, 409(5%)
minecraft.picked_up.rooted_dirt: #7, 38(1%)
minecraft.used.gray_concrete: #7, 248(1%)
minecraft.picked_up.gray_stained_glass: #7, 13(1%)
minecraft.picked_up.oak_stairs: #8, 55(5%)
minecraft.used.wooden_hoe: #7, 16(2%)
minecraft.mined.polished_blackstone_wall: #7, 2(2%)
minecraft.crafted.leather_chestplate: #7, 2(1%)
minecraft.picked_up.coal_ore: #8, 1732(5%)
minecraft.crafted.brick_stairs: #7, 4(2%)
minecraft.crafted.green_terracotta: #7, 192(1%)
minecraft.picked_up.diorite: #8, 7024(4%)
minecraft.used.item_frame: #8, 212(5%)
minecraft.picked_up.andesite: #8, 6854(4%)
minecraft.used.mushroom_stem: #7, 22(1%)
minecraft.crafted.item_frame: #8, 204(5%)
minecraft.mined.brick_stairs: #7, 1(1%)
minecraft.used.brown_mushroom_block: #7, 98(1%)
minecraft.custom.interact_with_grindstone: #8, 57(5%)
minecraft.mined.flowering_azalea: #8, 63(5%)
minecraft.mined.iron_door: #8, 10(6%)
minecraft.picked_up.brick_stairs: #7, 1(1%)
minecraft.picked_up.small_amethyst_bud: #7, 27(1%)
minecraft.crafted.light_blue_wool: #7, 2(1%)
minecraft.mined.lime_concrete_powder: #7, 1(1%)
minecraft.crafted.light_gray_wool: #7, 21(1%)
minecraft.mined.gray_shulker_box: #7, 5(1%)
minecraft.used.cyan_wool: #7, 2(1%)
minecraft.used.medium_amethyst_bud: #7, 9(1%)
minecraft.mined.medium_amethyst_bud: #7, 10(1%)
minecraft.crafted.rail: #8, 944(4%)
minecraft.mined.dirt_path: #8, 382(4%)
minecraft.mined.tall_grass: #8, 508(4%)
minecraft.used.wooden_axe: #7, 1(1%)
minecraft.picked_up.light_blue_stained_glass: #7, 5(0%)
minecraft.mined.wither_rose: #7, 1(0%)
minecraft.used.purple_wool: #7, 4(0%)
minecraft.used.large_amethyst_bud: #7, 3(0%)
minecraft.mined.oak_stairs: #8, 36(4%)
minecraft.crafted.daylight_detector: #7, 4(0%)
minecraft.picked_up.tube_coral_block: #7, 2(0%)
minecraft.picked_up.bubble_coral_block: #7, 3(0%)
minecraft.picked_up.lime_concrete_powder: #7, 1(0%)
minecraft.used.stone_sword: #8, 56(6%)
minecraft.picked_up.shears: #8, 26(4%)
minecraft.mined.moss_block: #8, 1738(4%)
minecraft.mined.mossy_cobblestone: #8, 113(5%)
minecraft.used.powered_rail: #8, 522(4%)
minecraft.picked_up.cobweb: #8, 124(6%)
minecraft.crafted.dark_oak_sign: #8, 96(5%)
minecraft.used.redstone_ore: #8, 183(4%)
minecraft.picked_up.glow_berries: #8, 262(4%)
minecraft.used.oak_button: #8, 11(5%)
minecraft.mined.glowstone: #8, 167(3%)
minecraft.used.potion: #8, 25(3%)
minecraft.used.potato: #8, 446(4%)
minecraft.picked_up.oak_planks: #8, 409(3%)
minecraft.mined.vine: #8, 377(3%)
minecraft.used.podzol: #8, 116(4%)
minecraft.mined.spore_blossom: #8, 3(5%)
minecraft.used.dark_oak_door: #8, 8(5%)
minecraft.used.vine: #8, 71(4%)
minecraft.mined.white_carpet: #8, 22(3%)
minecraft.used.dragon_egg: #8, 3(4%)
minecraft.mined.white_concrete: #8, 1455(3%)
minecraft.crafted.white_stained_glass_pane: #8, 128(4%)
minecraft.picked_up.music_disc_13: #8, 1(6%)
minecraft.picked_up.gray_concrete: #8, 323(4%)
minecraft.used.birch_stairs: #8, 38(4%)
minecraft.picked_up.poisonous_potato: #8, 11(3%)
minecraft.crafted.dark_oak_door: #8, 9(4%)
minecraft.crafted.cooked_mutton: #8, 14(3%)
minecraft.crafted.acacia_trapdoor: #8, 150(4%)
minecraft.crafted.leather_leggings: #8, 7(4%)
minecraft.crafted.armor_stand: #8, 27(3%)
minecraft.picked_up.brown_mushroom_block: #8, 443(3%)
minecraft.dropped.bone: #8, 605(2%)
minecraft.crafted.purple_dye: #8, 62(2%)
minecraft.used.light_gray_stained_glass: #8, 204(2%)
minecraft.used.oak_pressure_plate: #8, 1(3%)
minecraft.mined.diorite: #9, 8337(5%)
minecraft.mined.gray_concrete: #8, 333(2%)
minecraft.used.written_book: #8, 153(1%)
minecraft.crafted.leather_boots: #8, 7(3%)
minecraft.used.white_concrete_powder: #8, 1846(2%)
minecraft.crafted.white_concrete_powder: #8, 2120(2%)
minecraft.mined.smooth_sandstone_stairs: #8, 26(2%)
minecraft.mined.sunflower: #8, 7(2%)
minecraft.used.white_banner: #8, 4(2%)
minecraft.used.blackstone: #8, 302(1%)
minecraft.dropped.stone_slab: #8, 44(1%)
minecraft.crafted.painting: #8, 14(1%)
minecraft.crafted.red_stained_glass: #8, 64(2%)
minecraft.dropped.polished_granite: #8, 4(2%)
minecraft.used.coal_ore: #9, 948(5%)
minecraft.mined.large_amethyst_bud: #8, 15(1%)
minecraft.picked_up.light_gray_wool: #8, 33(1%)
minecraft.mined.farmland: #9, 113(5%)
minecraft.used.leather_boots: #8, 1(2%)
minecraft.mined.kelp: #9, 172(5%)
minecraft.dropped.nether_wart_block: #8, 1(1%)
minecraft.dropped.deepslate_coal_ore: #8, 1(1%)
minecraft.killed.cow: #9, 307(5%)
minecraft.used.dripstone_block: #8, 265(1%)
minecraft.crafted.light_gray_stained_glass_pane: #8, 32(1%)
minecraft.picked_up.polished_blackstone_wall: #8, 2(1%)
minecraft.used.enchanting_table: #9, 3(5%)
minecraft.picked_up.gray_shulker_box: #8, 5(1%)
minecraft.killed.wither_skeleton: #8, 65(0%)
minecraft.picked_up.medium_amethyst_bud: #8, 10(1%)
minecraft.used.rail: #9, 1072(4%)
minecraft.used.diamond_shovel: #9, 49738(4%)
minecraft.dropped.ink_sac: #8, 6(0%)
minecraft.mined.acacia_stairs: #8, 1(0%)
minecraft.dropped.dripstone_block: #8, 7(0%)
minecraft.used.acacia_stairs: #8, 5(0%)
minecraft.picked_up.golden_leggings: #9, 14(4%)
minecraft.picked_up.flint: #9, 390(4%)
minecraft.used.fire_coral_block: #8, 2(0%)
minecraft.used.lime_wool: #8, 2(0%)
minecraft.mined.fire_coral_block: #8, 4(0%)
minecraft.used.brain_coral_block: #8, 2(0%)
minecraft.picked_up.fire_coral_block: #8, 4(0%)
minecraft.mined.player_head: #9, 15(4%)
minecraft.mined.bubble_coral_block: #8, 3(0%)
minecraft.mined.potatoes: #9, 416(4%)
minecraft.mined.amethyst_block: #9, 728(4%)
minecraft.picked_up.deepslate_redstone_ore: #9, 148(4%)
minecraft.used.hopper_minecart: #9, 23(5%)
minecraft.crafted.hopper_minecart: #9, 23(5%)
minecraft.dropped.diorite: #9, 786(3%)
minecraft.picked_up.podzol: #9, 250(4%)
minecraft.picked_up.shield: #9, 7(5%)
minecraft.used.dark_oak_slab: #9, 374(4%)
minecraft.picked_up.iron_ore: #9, 833(3%)
minecraft.picked_up.dark_oak_sign: #9, 36(3%)
minecraft.mined.polished_blackstone: #9, 71(3%)
minecraft.mined.smooth_basalt: #9, 403(3%)
minecraft.picked_up.deepslate_copper_ore: #9, 16(4%)
minecraft.mined.blackstone: #9, 1102(3%)
minecraft.dropped.leather_leggings: #9, 7(3%)
minecraft.mined.cobbled_deepslate: #9, 147(2%)
minecraft.picked_up.red_wool: #9, 379(3%)
minecraft.picked_up.flowering_azalea_leaves: #9, 417(3%)
minecraft.picked_up.gray_carpet: #9, 39(4%)
minecraft.picked_up.azalea_leaves: #9, 1237(3%)
minecraft.picked_up.potion: #9, 24(3%)
minecraft.crafted.dropper: #9, 68(3%)
minecraft.used.milk_bucket: #9, 6(3%)
minecraft.picked_up.iron_hoe: #9, 1(6%)
minecraft.crafted.iron_nugget: #9, 1986(2%)
minecraft.picked_up.music_disc_cat: #9, 1(5%)
minecraft.picked_up.potato: #9, 1460(2%)
minecraft.crafted.blaze_powder: #9, 52(2%)
minecraft.crafted.oak_pressure_plate: #9, 1(4%)
minecraft.crafted.polished_blackstone: #9, 656(2%)
minecraft.mined.dark_oak_fence_gate: #9, 4(3%)
minecraft.picked_up.vine: #9, 285(3%)
minecraft.picked_up.polished_blackstone: #9, 59(2%)
minecraft.dropped.arrow: #9, 1173(2%)
minecraft.mined.azalea_leaves: #9, 1162(2%)
minecraft.used.map: #9, 6(3%)
minecraft.dropped.shears: #9, 9(2%)
minecraft.picked_up.cocoa_beans: #9, 220(2%)
minecraft.mined.flowering_azalea_leaves: #9, 372(2%)
minecraft.picked_up.anvil: #9, 8(2%)
minecraft.picked_up.dark_oak_fence_gate: #9, 7(2%)
minecraft.custom.minecart_one_cm: #9, 257671(2%)
minecraft.used.torch: #10, 8809(5%)
minecraft.dropped.rail: #9, 11(1%)
minecraft.mined.light_gray_stained_glass: #9, 18(2%)
minecraft.crafted.light_gray_stained_glass: #9, 224(2%)
minecraft.picked_up.smooth_sandstone_stairs: #9, 26(1%)
minecraft.custom.open_chest: #10, 16670(4%)
minecraft.mined.stone: #10, 132289(5%)
minecraft.crafted.orange_dye: #9, 74(1%)
minecraft.used.polished_blackstone: #9, 219(1%)
minecraft.dropped.baked_potato: #9, 48(1%)
minecraft.crafted.cyan_terracotta: #9, 544(1%)
minecraft.used.cyan_terracotta: #9, 400(1%)
minecraft.mined.acacia_trapdoor: #9, 10(2%)
minecraft.used.cornflower: #9, 2(2%)
minecraft.killed.cave_spider: #9, 83(1%)
minecraft.used.gray_concrete_powder: #9, 320(1%)
minecraft.crafted.sugar: #9, 77(1%)
minecraft.picked_up.sea_pickle: #9, 170(1%)
minecraft.custom.interact_with_brewingstand: #10, 223(5%)
minecraft.crafted.andesite_stairs: #9, 8(2%)
minecraft.picked_up.lava_bucket: #9, 4(1%)
minecraft.mined.white_concrete_powder: #9, 30(1%)
minecraft.crafted.smooth_sandstone: #9, 130(2%)
minecraft.crafted.quartz_stairs: #9, 8(1%)
minecraft.dropped.calcite: #9, 6(1%)
minecraft.picked_up.bell: #9, 2(1%)
minecraft.mined.melon_stem: #9, 1(2%)
minecraft.used.purpur_block: #9, 12(1%)
minecraft.used.cut_sandstone_slab: #9, 46(1%)
minecraft.dropped.end_stone: #9, 3(1%)
minecraft.crafted.blackstone_slab: #9, 24(1%)
minecraft.mined.orange_wool: #9, 5(1%)
minecraft.dropped.polished_andesite: #9, 1(1%)
minecraft.picked_up.dark_oak_button: #9, 1(1%)
minecraft.used.fishing_rod: #9, 8(1%)
minecraft.mined.pumpkin_stem: #9, 4(1%)
minecraft.crafted.smooth_sandstone_slab: #9, 12(1%)
minecraft.dropped.lily_pad: #9, 1(1%)
minecraft.used.stripped_dark_oak_log: #9, 9(0%)
minecraft.picked_up.stripped_acacia_log: #9, 2(1%)
minecraft.dropped.flowering_azalea_leaves: #9, 2(0%)
minecraft.picked_up.light_blue_dye: #9, 1(0%)
minecraft.used.cobblestone: #10, 3753(4%)
minecraft.used.snowball: #10, 220(5%)
minecraft.used.brick_stairs: #9, 3(0%)
minecraft.dropped.stone_brick_slab: #9, 2(0%)
minecraft.used.light_blue_wool: #9, 3(0%)
minecraft.used.light_gray_stained_glass_pane: #9, 4(0%)
minecraft.dropped.red_wool: #9, 1(0%)
minecraft.mined.brain_coral_block: #9, 4(0%)
minecraft.picked_up.brain_coral_block: #9, 4(0%)
minecraft.mined.tube_coral_block: #9, 2(0%)
minecraft.picked_up.horn_coral_block: #9, 2(0%)
minecraft.picked_up.purple_wool: #9, 1(0%)
minecraft.used.prismarine: #9, 3(0%)
minecraft.used.lime_concrete_powder: #9, 2(0%)
minecraft.used.bubble_coral_block: #9, 1(0%)
minecraft.picked_up.stone: #10, 66528(4%)
minecraft.picked_up.copper_ore: #10, 412(4%)
minecraft.mined.lapis_ore: #10, 147(3%)
minecraft.crafted.dark_oak_slab: #10, 498(4%)
minecraft.picked_up.amethyst_block: #10, 698(3%)
minecraft.crafted.red_dye: #10, 338(3%)
minecraft.mined.tinted_glass: #10, 75(4%)
minecraft.dropped.oak_log: #10, 85(4%)
minecraft.used.brewing_stand: #10, 10(3%)
minecraft.used.moss_block: #10, 1889(3%)
minecraft.mined.chipped_anvil: #10, 4(4%)
minecraft.used.player_head: #10, 30(3%)
minecraft.mined.oak_planks: #10, 389(3%)
minecraft.picked_up.blaze_rod: #10, 78(3%)
minecraft.picked_up.tinted_glass: #10, 115(3%)
minecraft.killed.blaze: #10, 52(3%)
minecraft.crafted.ender_chest: #10, 8(3%)
minecraft.mined.anvil: #10, 8(3%)
minecraft.used.dark_oak_sign: #10, 75(3%)
minecraft.crafted.lantern: #10, 161(3%)
minecraft.picked_up.lilac: #10, 44(3%)
minecraft.picked_up.raw_iron: #10, 2868(2%)
minecraft.crafted.acacia_slab: #10, 186(4%)
minecraft.used.cactus: #10, 132(2%)
minecraft.dropped.coal_ore: #10, 43(2%)
minecraft.used.white_wool: #10, 339(2%)
minecraft.mined.brewing_stand: #10, 6(2%)
minecraft.crafted.wooden_hoe: #10, 1(5%)
minecraft.picked_up.black_concrete: #10, 363(2%)
minecraft.picked_up.iron_pickaxe: #10, 4(2%)
minecraft.picked_up.ladder: #10, 117(2%)
minecraft.picked_up.brewing_stand: #10, 6(2%)
minecraft.picked_up.light_gray_stained_glass: #10, 25(3%)
minecraft.picked_up.spruce_sign: #10, 23(2%)
minecraft.used.oak_door: #10, 2(2%)
minecraft.crafted.spyglass: #10, 1(3%)
minecraft.used.apple: #10, 7(2%)
minecraft.dropped.item_frame: #10, 2(3%)
minecraft.mined.damaged_anvil: #10, 2(2%)
minecraft.used.polished_blackstone_stairs: #10, 128(2%)
minecraft.picked_up.sunflower: #10, 73(2%)
minecraft.dropped.spruce_slab: #10, 13(2%)
minecraft.dropped.nether_bricks: #10, 1(3%)
minecraft.used.painting: #10, 27(1%)
minecraft.dropped.spruce_sign: #10, 3(1%)
minecraft.mined.dark_oak_door: #10, 1(2%)
minecraft.mined.tripwire: #10, 20(1%)
minecraft.used.cocoa_beans: #10, 67(1%)
minecraft.picked_up.acacia_trapdoor: #10, 10(2%)
minecraft.used.white_stained_glass: #10, 102(1%)
minecraft.used.smooth_sandstone_stairs: #10, 81(1%)
minecraft.crafted.gray_concrete_powder: #10, 336(1%)
minecraft.crafted.beacon: #10, 1(1%)
minecraft.used.lily_of_the_valley: #10, 3(1%)
minecraft.crafted.end_rod: #10, 52(1%)
minecraft.killed.wither: #10, 1(1%)
minecraft.mined.bell: #10, 1(1%)
minecraft.picked_up.acacia_planks: #10, 14(1%)
minecraft.picked_up.big_dripleaf: #10, 78(1%)
minecraft.mined.orange_terracotta: #10, 67(0%)
minecraft.picked_up.melon_slice: #10, 72(0%)
minecraft.mined.melon: #10, 11(0%)
minecraft.used.polished_blackstone_slab: #10, 23(0%)
minecraft.dropped.birch_boat: #10, 1(0%)
minecraft.picked_up.large_amethyst_bud: #10, 5(0%)
minecraft.picked_up.pink_wool: #10, 3(0%)
minecraft.picked_up.target: #10, 1(0%)
minecraft.mined.light_blue_wool: #10, 1(0%)
minecraft.picked_up.magenta_wool: #10, 2(0%)
minecraft.picked_up.water_bucket: #11, 16(4%)
minecraft.crafted.lime_concrete_powder: #10, 8(0%)
minecraft.custom.interact_with_anvil: #11, 152(3%)
minecraft.custom.animals_bred: #11, 399(4%)
minecraft.killed.magma_cube: #11, 297(3%)
minecraft.crafted.diamond_pickaxe: #11, 9(3%)
minecraft.picked_up.chipped_anvil: #11, 5(4%)
minecraft.crafted.iron_pickaxe: #11, 14(3%)
minecraft.picked_up.lapis_lazuli: #11, 1408(3%)
minecraft.used.spore_blossom: #11, 14(4%)
minecraft.crafted.lapis_block: #11, 127(3%)
minecraft.mined.cave_vines: #11, 19(3%)
minecraft.used.chain: #11, 199(3%)
minecraft.dropped.oak_planks: #11, 44(3%)
minecraft.picked_up.moss_block: #11, 1881(2%)
minecraft.used.iron_pickaxe: #11, 2689(2%)
minecraft.used.granite: #11, 415(2%)
minecraft.mined.cactus: #11, 99(2%)
minecraft.picked_up.white_carpet: #11, 26(3%)
minecraft.crafted.stone_hoe: #11, 2(3%)
minecraft.mined.enchanting_table: #11, 1(3%)
minecraft.picked_up.deepslate_coal_ore: #11, 86(2%)
minecraft.used.glow_ink_sac: #11, 36(2%)
minecraft.crafted.minecart: #11, 23(2%)
minecraft.picked_up.filled_map: #11, 20(2%)
minecraft.picked_up.gravel: #11, 4227(2%)
minecraft.picked_up.iron_horse_armor: #11, 1(3%)
minecraft.crafted.pink_dye: #11, 36(2%)
minecraft.dropped.deepslate: #11, 93(2%)
minecraft.mined.scaffolding: #11, 692(2%)
minecraft.crafted.yellow_dye: #11, 116(2%)
minecraft.used.mossy_cobblestone: #11, 105(2%)
minecraft.dropped.flint_and_steel: #11, 1(3%)
minecraft.picked_up.deepslate_gold_ore: #11, 20(2%)
minecraft.picked_up.mutton: #11, 14(2%)
minecraft.used.damaged_anvil: #11, 2(2%)
minecraft.crafted.dark_oak_trapdoor: #11, 78(2%)
minecraft.picked_up.oak_button: #11, 2(3%)
minecraft.mined.black_concrete: #11, 362(2%)
minecraft.used.glass_bottle: #11, 105(2%)
minecraft.crafted.flower_pot: #11, 22(2%)
minecraft.mined.flower_pot: #11, 2(2%)
minecraft.used.white_stained_glass_pane: #11, 63(2%)
minecraft.picked_up.melon_seeds: #11, 4(2%)
minecraft.used.cobblestone_wall: #11, 51(2%)
minecraft.crafted.polished_andesite: #11, 192(2%)
minecraft.mined.polished_blackstone_stairs: #11, 19(2%)
minecraft.crafted.wheat: #11, 180(2%)
minecraft.used.white_concrete: #11, 877(2%)
minecraft.crafted.magenta_dye: #11, 22(1%)
minecraft.mined.oak_door: #11, 1(2%)
minecraft.used.birch_slab: #11, 40(1%)
minecraft.crafted.bone_block: #11, 822(1%)
minecraft.used.azalea: #11, 50(1%)
minecraft.used.tripwire_hook: #11, 5(2%)
minecraft.picked_up.polished_blackstone_stairs: #11, 14(1%)
minecraft.mined.cyan_terracotta: #11, 23(1%)
minecraft.used.yellow_bed: #11, 3(1%)
minecraft.mined.polished_andesite: #11, 19(1%)
minecraft.dropped.iron_boots: #11, 3(1%)
minecraft.crafted.compass: #11, 6(1%)
minecraft.picked_up.polished_granite: #11, 11(1%)
minecraft.picked_up.dark_oak_door: #11, 1(1%)
minecraft.mined.bricks: #11, 5(1%)
minecraft.mined.cobbled_deepslate_slab: #11, 6(1%)
minecraft.used.detector_rail: #11, 1(1%)
minecraft.picked_up.saddle: #11, 3(1%)
minecraft.used.string: #11, 113(0%)
minecraft.picked_up.yellow_wool: #11, 26(1%)
minecraft.used.green_carpet: #11, 6(1%)
minecraft.used.dark_oak_button: #11, 2(1%)
minecraft.used.yellow_wool: #11, 21(1%)
minecraft.crafted.green_carpet: #11, 9(1%)
minecraft.mined.big_dripleaf_stem: #11, 1(1%)
minecraft.mined.stripped_dark_oak_log: #11, 16(0%)
minecraft.mined.polished_blackstone_slab: #11, 4(1%)
minecraft.dropped.polished_deepslate: #11, 2(1%)
minecraft.picked_up.blaze_powder: #11, 1(0%)
minecraft.crafted.glistering_melon_slice: #11, 2(0%)
minecraft.used.mossy_stone_bricks: #11, 15(0%)
minecraft.picked_up.orange_wool: #11, 5(0%)
minecraft.crafted.mossy_stone_bricks: #11, 64(0%)
minecraft.dropped.coarse_dirt: #11, 4(0%)
minecraft.picked_up.white_stained_glass_pane: #11, 1(0%)
minecraft.used.red_stained_glass: #11, 4(0%)
minecraft.used.powder_snow_bucket: #11, 2(0%)
minecraft.crafted.melon_seeds: #11, 2(0%)
minecraft.dropped.slime_ball: #11, 6(0%)
minecraft.mined.yellow_wool: #11, 2(0%)
minecraft.crafted.clock: #11, 1(0%)
minecraft.picked_up.green_wool: #11, 4(0%)
minecraft.mined.tube_coral_wall_fan: #11, 1(0%)
minecraft.mined.horn_coral_block: #11, 2(0%)
minecraft.mined.fire_coral_wall_fan: #11, 1(0%)
minecraft.mined.coal_ore: #12, 4086(4%)
minecraft.crafted.torch: #12, 4843(4%)
minecraft.used.spruce_slab: #12, 592(3%)
minecraft.picked_up.leather: #12, 582(3%)
minecraft.custom.pot_flower: #12, 19(3%)
minecraft.used.diamond_ore: #12, 51(3%)
minecraft.picked_up.chain: #12, 74(3%)
minecraft.picked_up.lapis_ore: #12, 45(3%)
minecraft.picked_up.dark_oak_trapdoor: #12, 30(3%)
minecraft.picked_up.spruce_slab: #12, 160(2%)
minecraft.mined.copper_ore: #12, 780(2%)
minecraft.mined.lever: #12, 17(2%)
minecraft.crafted.iron_bars: #12, 224(2%)
minecraft.picked_up.oak_door: #12, 3(3%)
minecraft.picked_up.blackstone: #12, 1070(2%)
minecraft.dropped.lead: #12, 4(2%)
minecraft.picked_up.diamond_chestplate: #12, 3(3%)
minecraft.crafted.piston: #12, 145(2%)
minecraft.broken.stone_axe: #12, 1(3%)
minecraft.crafted.brewing_stand: #12, 4(3%)
minecraft.picked_up.glow_item_frame: #12, 4(2%)
minecraft.used.oak_boat: #12, 19(2%)
minecraft.dropped.string: #12, 94(2%)
minecraft.picked_up.azalea: #12, 214(2%)
minecraft.mined.dark_oak_trapdoor: #12, 15(2%)
minecraft.picked_up.cactus: #12, 383(2%)
minecraft.crafted.glow_item_frame: #12, 11(2%)
minecraft.picked_up.enchanting_table: #12, 1(3%)
minecraft.killed.bat: #12, 6(2%)
minecraft.killed.sheep: #12, 9(2%)
minecraft.picked_up.oak_boat: #12, 19(2%)
minecraft.used.glow_berries: #12, 63(2%)
minecraft.picked_up.glowstone: #12, 119(2%)
minecraft.dropped.stick: #12, 224(2%)
minecraft.dropped.iron_leggings: #12, 2(2%)
minecraft.used.kelp: #12, 159(2%)
minecraft.dropped.scaffolding: #12, 69(2%)
minecraft.picked_up.lantern: #12, 52(2%)
minecraft.picked_up.deepslate_lapis_ore: #12, 8(2%)
minecraft.picked_up.damaged_anvil: #12, 2(2%)
minecraft.picked_up.smooth_basalt: #12, 253(1%)
minecraft.picked_up.bookshelf: #12, 20(2%)
minecraft.dropped.azalea_leaves: #12, 30(2%)
minecraft.custom.interact_with_loom: #12, 3(2%)
minecraft.used.smoker: #12, 2(2%)
minecraft.crafted.white_stained_glass: #12, 192(1%)
minecraft.custom.damage_dealt: #12, 336983(1%)
minecraft.used.azalea_leaves: #12, 275(1%)
minecraft.killed_by.skeleton: #12, 1(1%)
minecraft.picked_up.yellow_bed: #12, 3(1%)
minecraft.mined.stone_stairs: #12, 12(1%)
minecraft.picked_up.white_banner: #12, 4(1%)
minecraft.picked_up.birch_stairs: #12, 3(1%)
minecraft.crafted.player_head: #12, 29(1%)
minecraft.mined.birch_stairs: #12, 3(1%)
minecraft.picked_up.candle: #12, 11(1%)
minecraft.picked_up.white_concrete_powder: #12, 97(1%)
minecraft.mined.stone_brick_wall: #12, 3(1%)
minecraft.dropped.azalea: #12, 13(1%)
minecraft.used.black_concrete_powder: #12, 352(1%)
minecraft.mined.lime_shulker_box: #12, 34(1%)
minecraft.picked_up.lime_shulker_box: #12, 34(1%)
minecraft.mined.stone_button: #12, 10(1%)
minecraft.crafted.black_concrete_powder: #12, 352(1%)
minecraft.mined.white_stained_glass_pane: #12, 3(1%)
minecraft.used.spruce_pressure_plate: #12, 1(1%)
minecraft.used.birch_planks: #12, 41(1%)
minecraft.used.bell: #12, 1(1%)
minecraft.picked_up.polished_andesite: #12, 17(1%)
minecraft.crafted.glass_bottle: #12, 156(1%)
minecraft.dropped.golden_sword: #12, 1(1%)
minecraft.used.red_bed: #12, 6(1%)
minecraft.crafted.andesite_wall: #12, 12(1%)
minecraft.mined.smooth_stone: #12, 26(1%)
minecraft.crafted.oak_boat: #12, 5(0%)
minecraft.used.black_concrete: #12, 100(0%)
minecraft.picked_up.nether_star: #12, 1(1%)
minecraft.dropped.dark_oak_sapling: #12, 1(1%)
minecraft.picked_up.polished_blackstone_slab: #12, 5(1%)
minecraft.picked_up.wither_skeleton_skull: #12, 3(0%)
minecraft.picked_up.orange_terracotta: #12, 66(0%)
minecraft.mined.red_bed: #12, 3(0%)
minecraft.picked_up.stripped_dark_oak_log: #12, 15(0%)
minecraft.picked_up.smooth_sandstone: #12, 45(0%)
minecraft.mined.white_stained_glass: #12, 5(0%)
minecraft.picked_up.pointed_dripstone: #12, 60(0%)
minecraft.mined.red_wool: #12, 15(0%)
minecraft.used.stone_button: #12, 46(0%)
minecraft.mined.sweet_berry_bush: #12, 2(0%)
minecraft.mined.stripped_acacia_log: #12, 1(0%)
minecraft.crafted.map: #12, 6(0%)
minecraft.dropped.pointed_dripstone: #12, 2(0%)
minecraft.picked_up.bricks: #12, 5(0%)
minecraft.used.nether_brick_fence: #12, 1(0%)
minecraft.picked_up.wither_rose: #12, 1(0%)
minecraft.used.prismarine_bricks: #12, 4(0%)
minecraft.dropped.oak_boat: #12, 1(0%)
minecraft.picked_up.lime_wool: #12, 4(0%)
minecraft.picked_up.tube_coral_fan: #12, 1(0%)
minecraft.dropped.cobblestone_slab: #12, 1(0%)
minecraft.picked_up.fire_coral_fan: #12, 1(0%)
minecraft.mined.prismarine: #12, 3(0%)
minecraft.used.daylight_detector: #12, 1(0%)
minecraft.picked_up.cobblestone: #13, 28497(4%)
minecraft.used.diamond_axe: #13, 12556(3%)
minecraft.custom.interact_with_furnace: #13, 1044(3%)
minecraft.custom.climb_one_cm: #13, 1214569(3%)
minecraft.picked_up.mossy_cobblestone: #13, 119(4%)
minecraft.crafted.cooked_beef: #13, 235(3%)
minecraft.dropped.torch: #13, 147(3%)
minecraft.used.firework_rocket: #13, 6273(3%)
minecraft.mined.poppy: #13, 65(2%)
minecraft.picked_up.golden_helmet: #13, 8(3%)
minecraft.used.andesite: #13, 981(2%)
minecraft.custom.interact_with_lectern: #13, 39(2%)
minecraft.picked_up.moss_carpet: #13, 615(3%)
minecraft.picked_up.iron_chestplate: #13, 5(3%)
minecraft.picked_up.diamond_ore: #13, 51(3%)
minecraft.picked_up.golden_chestplate: #13, 8(2%)
minecraft.mined.calcite: #13, 708(2%)
minecraft.mined.rail: #13, 296(2%)
minecraft.picked_up.brown_mushroom: #13, 75(2%)
minecraft.picked_up.flowering_azalea: #13, 100(2%)
minecraft.custom.enchant_item: #13, 52(2%)
minecraft.used.furnace: #13, 49(2%)
minecraft.mined.gravel: #13, 4273(2%)
minecraft.picked_up.calcite: #13, 650(2%)
minecraft.picked_up.beef: #13, 266(2%)
minecraft.custom.leave_game: #14, 438(3%)
minecraft.dropped.andesite: #13, 304(2%)
minecraft.dropped.moss_carpet: #13, 40(2%)
minecraft.picked_up.gold_ore: #13, 59(2%)
minecraft.picked_up.iron_boots: #13, 6(2%)
minecraft.used.redstone_lamp: #13, 38(2%)
minecraft.used.flower_pot: #13, 17(2%)
minecraft.picked_up.redstone_ore: #13, 142(2%)
minecraft.dropped.wheat_seeds: #13, 1168(1%)
minecraft.picked_up.white_wool: #13, 185(1%)
minecraft.used.anvil: #13, 18(1%)
minecraft.dropped.chainmail_leggings: #13, 2(2%)
minecraft.used.gold_ore: #13, 40(2%)
minecraft.mined.dark_oak_slab: #13, 18(2%)
minecraft.crafted.gray_dye: #13, 172(1%)
minecraft.mined.budding_amethyst: #13, 8(1%)
minecraft.used.stone_stairs: #13, 55(1%)
minecraft.mined.dark_oak_wall_sign: #13, 7(1%)
