stat, rank, value, (percentage) 
minecraft.used.light_gray_carpet: #1, 4268(70%)
minecraft.used.oak_log: #20, 45(0%)
minecraft.used.red_shulker_box: #20, 7(0%)
minecraft.used.glass: #20, 89(0%)
minecraft.dropped.coal: #20, 8(0%)
minecraft.crafted.lectern: #20, 1(0%)
minecraft.mined.hopper: #20, 11(0%)
minecraft.used.iron_trapdoor: #20, 10(0%)
minecraft.killed.chicken: #20, 2(0%)
minecraft.picked_up.name_tag: #20, 2(0%)
minecraft.crafted.quartz_block: #20, 24(0%)
minecraft.custom.interact_with_blast_furnace: #20, 2(0%)
minecraft.picked_up.tnt: #20, 1(0%)
minecraft.crafted.lightning_rod: #20, 1(0%)
minecraft.mined.end_stone: #20, 3(0%)
minecraft.mined.nether_wart_block: #20, 2(0%)
minecraft.picked_up.shulker_shell: #20, 2(0%)
minecraft.used.bone_block: #20, 1(0%)
minecraft.dropped.basalt: #20, 1(0%)
minecraft.used.polished_deepslate_stairs: #20, 1(0%)
minecraft.picked_up.redstone: #21, 2392(2%)
minecraft.custom.boat_one_cm: #21, 1604803(1%)
minecraft.picked_up.raw_gold: #21, 272(1%)
minecraft.custom.open_barrel: #21, 641(1%)
minecraft.picked_up.oak_sapling: #21, 177(1%)
minecraft.picked_up.wheat: #21, 787(1%)
minecraft.picked_up.raw_copper: #21, 892(1%)
minecraft.mined.barrel: #21, 10(1%)
minecraft.picked_up.phantom_membrane: #21, 6(1%)
minecraft.picked_up.spruce_sapling: #21, 82(1%)
minecraft.used.netherrack: #21, 285(1%)
minecraft.mined.spruce_log: #21, 540(1%)
minecraft.used.observer: #21, 28(0%)
minecraft.picked_up.golden_carrot: #21, 94(0%)
minecraft.mined.birch_log: #21, 126(0%)
minecraft.picked_up.observer: #21, 10(0%)
minecraft.picked_up.birch_slab: #21, 3(0%)
minecraft.picked_up.stone_brick_stairs: #21, 5(0%)
minecraft.used.spruce_log: #21, 28(0%)
minecraft.mined.oak_sapling: #21, 1(0%)
minecraft.dropped.cobbled_deepslate: #21, 14(0%)
minecraft.crafted.birch_sign: #21, 3(0%)
minecraft.mined.comparator: #21, 1(0%)
minecraft.mined.dead_bush: #21, 7(0%)
minecraft.used.stone_bricks: #21, 131(0%)
minecraft.picked_up.comparator: #21, 2(0%)
minecraft.dropped.spider_eye: #21, 16(0%)
minecraft.picked_up.bread: #21, 3(0%)
minecraft.mined.end_rod: #21, 3(0%)
minecraft.mined.warped_nylium: #21, 1(0%)
minecraft.used.smooth_basalt: #21, 2(0%)
minecraft.mined.bone_block: #21, 1(0%)
minecraft.dropped.egg: #21, 1(0%)
minecraft.crafted.hay_block: #21, 1(0%)
minecraft.picked_up.beetroot_seeds: #21, 1(0%)
minecraft.picked_up.gold_nugget: #21, 4(0%)
minecraft.custom.fly_one_cm: #22, 20310068(2%)
minecraft.custom.sleep_in_bed: #22, 297(2%)
minecraft.mined.redstone_ore: #22, 407(2%)
minecraft.custom.time_since_death: #22, 1196509(1%)
minecraft.custom.drop: #22, 1277(1%)
minecraft.crafted.diamond_leggings: #22, 1(1%)
minecraft.custom.deaths: #22, 12(1%)
minecraft.crafted.diamond_helmet: #22, 1(1%)
minecraft.crafted.redstone_block: #22, 199(1%)
minecraft.mined.redstone_torch: #22, 4(1%)
minecraft.picked_up.spruce_log: #22, 841(1%)
minecraft.picked_up.lead: #22, 13(1%)
minecraft.mined.soul_sand: #22, 49(1%)
minecraft.mined.basalt: #22, 512(0%)
minecraft.used.oak_sapling: #22, 37(0%)
minecraft.picked_up.birch_sapling: #22, 35(0%)
minecraft.crafted.coal: #22, 270(0%)
minecraft.dropped.oak_fence: #22, 2(0%)
minecraft.picked_up.egg: #22, 25(0%)
minecraft.picked_up.elytra: #22, 3(0%)
minecraft.picked_up.birch_log: #22, 148(0%)
minecraft.mined.observer: #22, 9(0%)
minecraft.picked_up.soul_sand: #22, 59(0%)
minecraft.crafted.diamond_block: #22, 6(0%)
minecraft.crafted.copper_block: #22, 81(0%)
minecraft.crafted.paper: #22, 396(0%)
minecraft.crafted.sticky_piston: #22, 6(0%)
minecraft.used.piston: #22, 11(0%)
minecraft.picked_up.paper: #22, 9(0%)
minecraft.mined.bamboo: #22, 13(0%)
minecraft.used.polished_deepslate: #22, 60(0%)
minecraft.picked_up.stone_bricks: #22, 39(0%)
minecraft.picked_up.chicken: #22, 2(0%)
minecraft.used.cobblestone_slab: #22, 7(0%)
minecraft.picked_up.carved_pumpkin: #22, 4(0%)
minecraft.used.spruce_planks: #22, 44(0%)
minecraft.used.tuff: #22, 14(0%)
minecraft.crafted.polished_deepslate_slab: #22, 6(0%)
minecraft.used.comparator: #22, 3(0%)
minecraft.mined.stone_bricks: #22, 21(0%)
minecraft.used.cobbled_deepslate_slab: #22, 6(0%)
minecraft.mined.cobblestone_wall: #22, 1(0%)
minecraft.picked_up.end_rod: #22, 3(0%)
minecraft.mined.nether_gold_ore: #22, 2(0%)
minecraft.picked_up.grass_block: #22, 144(0%)
minecraft.used.grass_block: #22, 75(0%)
minecraft.custom.talked_to_villager: #22, 20(0%)
minecraft.dropped.netherrack: #22, 41(0%)
minecraft.used.lectern: #22, 1(0%)
minecraft.used.calcite: #22, 2(0%)
minecraft.mined.sandstone: #22, 13(0%)
minecraft.picked_up.nether_quartz_ore: #22, 1(0%)
minecraft.custom.traded_with_villager: #22, 15(0%)
minecraft.custom.play_time: #23, 15989268(2%)
minecraft.custom.total_world_time: #23, 15989268(2%)
minecraft.mined.redstone_wire: #23, 30(1%)
minecraft.picked_up.player_head: #23, 42(0%)
minecraft.picked_up.netherrack: #23, 982(0%)
minecraft.picked_up.iron_nugget: #23, 28(0%)
minecraft.custom.inspect_hopper: #23, 46(0%)
minecraft.mined.redstone_block: #23, 4(0%)
minecraft.mined.netherrack: #23, 993(0%)
minecraft.picked_up.piston: #23, 6(0%)
minecraft.picked_up.birch_planks: #23, 6(0%)
minecraft.mined.piston: #23, 2(0%)
minecraft.mined.sticky_piston: #23, 1(0%)
minecraft.picked_up.sticky_piston: #23, 1(0%)
minecraft.mined.spruce_planks: #23, 6(0%)
minecraft.dropped.golden_carrot: #23, 1(0%)
minecraft.picked_up.nether_wart_block: #23, 1(0%)
minecraft.picked_up.bone_block: #23, 1(0%)
minecraft.picked_up.sandstone: #23, 12(0%)
minecraft.mined.deepslate_gold_ore: #24, 27(1%)
minecraft.mined.deepslate_coal_ore: #24, 104(1%)
minecraft.used.redstone: #24, 157(1%)
minecraft.crafted.spruce_planks: #24, 1352(0%)
minecraft.mined.white_bed: #24, 7(0%)
minecraft.picked_up.white_bed: #24, 7(0%)
minecraft.used.stonecutter: #24, 3(0%)
minecraft.used.repeater: #24, 16(0%)
minecraft.used.deepslate: #24, 81(0%)
minecraft.used.redstone_torch: #24, 9(0%)
minecraft.custom.interact_with_stonecutter: #24, 9(0%)
minecraft.used.sticky_piston: #24, 5(0%)
minecraft.picked_up.redstone_block: #24, 6(0%)
minecraft.used.sand: #24, 102(0%)
minecraft.crafted.composter: #24, 1(0%)
minecraft.picked_up.repeater: #24, 2(0%)
minecraft.dropped.diamond: #24, 1(0%)
minecraft.used.composter: #24, 1(0%)
minecraft.killed.drowned: #24, 1(0%)
minecraft.crafted.diamond_boots: #25, 1(1%)
minecraft.mined.deepslate_iron_ore: #25, 84(1%)
minecraft.used.cobbled_deepslate: #25, 153(1%)
minecraft.mined.oak_leaves: #25, 526(0%)
minecraft.used.white_bed: #25, 7(0%)
minecraft.picked_up.redstone_torch: #25, 9(0%)
minecraft.picked_up.tuff: #25, 68(0%)
minecraft.mined.stonecutter: #25, 1(0%)
minecraft.mined.nether_quartz_ore: #25, 32(0%)
minecraft.picked_up.stonecutter: #25, 1(0%)
minecraft.used.birch_sign: #25, 1(0%)
minecraft.picked_up.quartz: #25, 32(0%)
minecraft.picked_up.warped_wart_block: #25, 1(0%)
minecraft.mined.warped_wart_block: #25, 1(0%)
minecraft.mined.tuff: #26, 91(0%)
minecraft.picked_up.birch_sign: #26, 1(0%)
minecraft.picked_up.cod: #26, 3(0%)
minecraft.custom.inspect_dropper: #26, 1(0%)
minecraft.used.redstone_block: #27, 2(0%)
minecraft.custom.time_since_rest: #34, 39984(0%)
