stat, rank, value, (percentage) 
minecraft.crafted.quartz_block: #5, 1603(5%)
minecraft.mined.green_stained_glass: #4, 26(1%)
minecraft.picked_up.glowstone_dust: #5, 206(5%)
minecraft.picked_up.fern: #4, 40(1%)
minecraft.custom.use_cauldron: #4, 103(1%)
minecraft.used.snow: #4, 196(1%)
minecraft.picked_up.music_disc_cat: #5, 2(10%)
minecraft.mined.waxed_cut_copper: #4, 1(2%)
minecraft.crafted.orange_concrete_powder: #4, 392(1%)
minecraft.dropped.rabbit: #4, 4(1%)
minecraft.killed.piglin: #5, 42(5%)
minecraft.used.cyan_banner: #4, 1(2%)
minecraft.used.orange_bed: #4, 10(1%)
minecraft.dropped.spruce_fence_gate: #4, 1(2%)
minecraft.picked_up.rail: #6, 1607(8%)
minecraft.picked_up.raw_iron: #5, 5299(4%)
minecraft.crafted.purple_carpet: #4, 3(2%)
minecraft.used.azalea: #5, 238(5%)
minecraft.picked_up.smooth_red_sandstone: #4, 25(1%)
minecraft.crafted.acacia_trapdoor: #5, 312(8%)
minecraft.picked_up.wither_rose: #5, 60(8%)
minecraft.mined.orange_bed: #4, 8(1%)
minecraft.picked_up.orange_bed: #4, 8(1%)
minecraft.used.polished_diorite_stairs: #4, 16(1%)
minecraft.used.red_sandstone: #4, 17(1%)
minecraft.mined.blue_ice: #4, 13(1%)
minecraft.dropped.carved_pumpkin: #5, 42(5%)
minecraft.mined.warped_nylium: #5, 81(5%)
minecraft.crafted.cyan_banner: #4, 1(1%)
minecraft.used.spruce_wood: #5, 279(8%)
minecraft.mined.polished_diorite_stairs: #4, 2(1%)
minecraft.picked_up.polished_diorite_stairs: #4, 2(1%)
minecraft.crafted.red_sandstone_wall: #4, 6(1%)
minecraft.crafted.deepslate_tiles: #5, 608(5%)
minecraft.dropped.melon_slice: #4, 64(0%)
minecraft.dropped.gold_block: #4, 1(1%)
minecraft.picked_up.red_sandstone: #4, 3(0%)
minecraft.mined.powder_snow_cauldron: #4, 1(1%)
minecraft.dropped.polished_deepslate_wall: #4, 1(1%)
minecraft.used.waxed_cut_copper_stairs: #4, 2(0%)
minecraft.picked_up.brick: #5, 76(8%)
minecraft.used.raw_copper_block: #4, 4(0%)
minecraft.used.cyan_concrete_powder: #4, 1(0%)
minecraft.mined.copper_ore: #5, 1298(4%)
minecraft.picked_up.orange_concrete_powder: #4, 1(0%)
minecraft.used.leather_helmet: #5, 1(14%)
minecraft.dropped.jungle_planks: #5, 38(10%)
minecraft.picked_up.brown_wool: #5, 156(9%)
minecraft.picked_up.warped_trapdoor: #5, 21(7%)
minecraft.used.clay: #5, 138(7%)
minecraft.picked_up.weeping_vines: #6, 85(9%)
minecraft.dropped.spruce_fence: #5, 20(7%)
minecraft.crafted.light_gray_concrete_powder: #5, 1024(6%)
minecraft.picked_up.polished_deepslate_wall: #5, 83(5%)
minecraft.used.stripped_dark_oak_wood: #5, 230(9%)
minecraft.picked_up.feather: #5, 74(4%)
minecraft.used.polished_granite_slab: #5, 36(10%)
minecraft.used.cooked_salmon: #5, 9(9%)
minecraft.picked_up.white_dye: #5, 84(4%)
minecraft.mined.soul_soil: #5, 493(5%)
minecraft.dropped.written_book: #5, 4(6%)
minecraft.mined.vine: #5, 512(4%)
minecraft.mined.deepslate_tiles: #6, 509(8%)
minecraft.picked_up.soul_soil: #5, 501(5%)
minecraft.crafted.spruce_wood: #5, 255(7%)
minecraft.picked_up.netherite_chestplate: #5, 1(14%)
minecraft.picked_up.porkchop: #5, 56(4%)
minecraft.dropped.azure_bluet: #5, 6(7%)
minecraft.picked_up.magma_cream: #6, 242(7%)
minecraft.mined.weeping_vines: #5, 13(5%)
minecraft.crafted.smooth_quartz_slab: #5, 120(9%)
minecraft.crafted.yellow_terracotta: #5, 256(6%)
minecraft.mined.deepslate_bricks: #6, 341(7%)
minecraft.picked_up.azure_bluet: #5, 59(4%)
minecraft.picked_up.torch: #6, 5666(6%)
minecraft.picked_up.oak_fence: #6, 247(7%)
minecraft.mined.moss_carpet: #6, 592(7%)
minecraft.used.soul_sand: #6, 379(7%)
minecraft.picked_up.polished_granite: #5, 48(4%)
minecraft.picked_up.stripped_dark_oak_wood: #5, 171(7%)
minecraft.mined.bricks: #5, 28(6%)
minecraft.used.oak_leaves: #5, 1303(3%)
minecraft.mined.crimson_nylium: #5, 66(3%)
minecraft.used.mossy_cobblestone_wall: #5, 19(10%)
minecraft.picked_up.red_banner: #5, 4(10%)
minecraft.mined.birch_leaves: #6, 3509(7%)
minecraft.crafted.polished_andesite_stairs: #5, 32(8%)
minecraft.picked_up.crossbow: #5, 8(4%)
minecraft.picked_up.grass: #6, 228(7%)
minecraft.used.quartz_block: #5, 253(4%)
minecraft.mined.furnace: #6, 95(7%)
minecraft.dropped.barrel: #5, 4(5%)
minecraft.used.stripped_spruce_log: #5, 119(4%)
minecraft.mined.light_gray_stained_glass: #5, 36(4%)
minecraft.custom.interact_with_brewingstand: #6, 312(7%)
minecraft.used.yellow_terracotta: #5, 86(5%)
minecraft.broken.iron_shovel: #5, 10(3%)
minecraft.used.cake: #5, 4(6%)
minecraft.picked_up.dark_oak_wood: #5, 60(6%)
minecraft.picked_up.stripped_spruce_log: #5, 135(3%)
minecraft.crafted.suspicious_stew: #5, 7(6%)
minecraft.mined.flowering_azalea: #6, 91(7%)
minecraft.picked_up.pumpkin_seeds: #6, 1028(8%)
minecraft.mined.dead_bush: #5, 119(2%)
minecraft.mined.lantern: #6, 41(7%)
minecraft.picked_up.yellow_dye: #5, 32(6%)
minecraft.mined.brown_stained_glass: #5, 10(8%)
minecraft.used.ender_chest: #6, 314(6%)
minecraft.mined.ender_chest: #6, 318(6%)
minecraft.used.smooth_sandstone_stairs: #6, 848(8%)
minecraft.used.polished_blackstone_wall: #5, 59(4%)
minecraft.dropped.red_bed: #5, 1(11%)
minecraft.dropped.dark_oak_door: #5, 1(11%)
minecraft.picked_up.snowball: #5, 3298(3%)
minecraft.mined.blackstone_stairs: #5, 6(8%)
minecraft.used.composter: #6, 135(6%)
minecraft.custom.play_time: #7, 45613753(5%)
minecraft.custom.total_world_time: #7, 45613753(5%)
minecraft.killed.magma_cube: #6, 523(6%)
minecraft.picked_up.black_shulker_box: #5, 27(4%)
minecraft.crafted.acacia_wood: #5, 144(5%)
minecraft.crafted.blue_dye: #6, 506(6%)
minecraft.dropped.acacia_leaves: #5, 12(7%)
minecraft.mined.soul_lantern: #5, 13(4%)
minecraft.picked_up.blaze_powder: #5, 8(3%)
minecraft.mined.oxidized_cut_copper: #5, 9(5%)
minecraft.used.elytra: #6, 18(9%)
minecraft.dropped.slime_block: #5, 83(5%)
minecraft.mined.stripped_spruce_log: #5, 110(2%)
minecraft.picked_up.birch_fence: #5, 24(4%)
minecraft.mined.brown_shulker_box: #5, 28(4%)
minecraft.killed.salmon: #6, 15(10%)
minecraft.crafted.wooden_sword: #5, 1(6%)
minecraft.picked_up.heart_of_the_sea: #5, 4(6%)
minecraft.used.grass_block: #6, 10309(5%)
minecraft.dropped.diamond_leggings: #6, 6(8%)
minecraft.custom.open_enderchest: #6, 1808(5%)
minecraft.used.gray_stained_glass_pane: #5, 63(3%)
minecraft.crafted.raw_gold: #5, 225(4%)
minecraft.mined.water_cauldron: #5, 2(5%)
minecraft.dropped.crossbow: #5, 6(3%)
minecraft.picked_up.blackstone_stairs: #5, 6(6%)
minecraft.crafted.cooked_cod: #5, 22(4%)
minecraft.mined.white_stained_glass_pane: #6, 28(9%)
minecraft.custom.damage_blocked_by_shield: #5, 5420(2%)
minecraft.picked_up.oak_slab: #6, 127(6%)
minecraft.mined.yellow_terracotta: #5, 8(3%)
minecraft.mined.potatoes: #6, 608(6%)
minecraft.used.brown_shulker_box: #5, 23(3%)
minecraft.custom.interact_with_furnace: #6, 1795(5%)
minecraft.dropped.iron_axe: #5, 6(2%)
minecraft.picked_up.sea_pickle: #5, 332(2%)
minecraft.picked_up.iron_chestplate: #6, 11(6%)
minecraft.used.cooked_chicken: #5, 41(2%)
minecraft.picked_up.golden_leggings: #6, 18(6%)
minecraft.mined.red_concrete_powder: #5, 4(4%)
minecraft.picked_up.diamond_shovel: #6, 30(5%)
minecraft.picked_up.deepslate_emerald_ore: #5, 2(4%)
minecraft.used.red_banner: #5, 5(4%)
minecraft.crafted.pink_carpet: #5, 3(4%)
minecraft.picked_up.red_mushroom: #6, 91(7%)
minecraft.used.red_wool: #6, 907(7%)
minecraft.picked_up.light_blue_concrete: #5, 26(3%)
minecraft.used.brown_concrete_powder: #5, 51(3%)
minecraft.used.soul_soil: #5, 85(2%)
minecraft.picked_up.stone: #6, 84584(5%)
minecraft.mined.acacia_fence: #5, 4(3%)
minecraft.used.brown_mushroom_block: #5, 206(2%)
minecraft.mined.light_blue_concrete: #5, 26(3%)
minecraft.used.rooted_dirt: #5, 47(1%)
minecraft.picked_up.apple: #6, 240(5%)
minecraft.crafted.polished_blackstone: #6, 1628(6%)
minecraft.used.polished_blackstone: #6, 1099(6%)
minecraft.crafted.magenta_stained_glass: #5, 72(3%)
minecraft.picked_up.honey_bottle: #5, 10(3%)
minecraft.used.glow_ink_sac: #6, 92(5%)
minecraft.picked_up.pink_tulip: #5, 9(2%)
minecraft.crafted.nether_brick_wall: #5, 12(4%)
minecraft.crafted.lapis_block: #6, 222(5%)
minecraft.crafted.mossy_stone_bricks: #5, 313(1%)
minecraft.picked_up.lava_bucket: #5, 5(1%)
minecraft.picked_up.gray_concrete_powder: #5, 31(2%)
minecraft.dropped.dandelion: #6, 32(6%)
minecraft.mined.purple_bed: #5, 1(4%)
minecraft.mined.yellow_stained_glass_pane: #5, 2(3%)
minecraft.crafted.brown_wool: #5, 29(2%)
minecraft.picked_up.blue_wool: #5, 19(2%)
minecraft.dropped.oak_boat: #5, 11(1%)
minecraft.picked_up.leather_boots: #6, 17(5%)
minecraft.used.seagrass: #5, 9(3%)
minecraft.used.sandstone_slab: #6, 186(7%)
minecraft.picked_up.white_stained_glass: #6, 116(7%)
minecraft.used.orange_tulip: #5, 2(2%)
minecraft.used.cyan_candle: #5, 3(3%)
minecraft.used.sea_pickle: #5, 132(1%)
minecraft.mined.poppy: #6, 117(4%)
minecraft.crafted.candle: #5, 114(1%)
minecraft.crafted.lime_shulker_box: #5, 7(1%)
minecraft.dropped.light_gray_concrete_powder: #5, 4(2%)
minecraft.dropped.smooth_quartz_stairs: #5, 1(2%)
minecraft.picked_up.diamond_boots: #6, 21(5%)
minecraft.used.polished_diorite_slab: #5, 20(1%)
minecraft.used.acacia_trapdoor: #6, 292(9%)
minecraft.crafted.polished_blackstone_bricks: #5, 108(1%)
minecraft.picked_up.green_bed: #5, 3(1%)
minecraft.crafted.furnace: #6, 122(4%)
minecraft.mined.soul_torch: #5, 1(1%)
minecraft.used.pink_tulip: #5, 1(1%)
minecraft.crafted.cyan_concrete_powder: #5, 8(1%)
minecraft.picked_up.azalea_leaves: #6, 2235(5%)
minecraft.dropped.andesite_slab: #5, 1(1%)
minecraft.picked_up.lime_bed: #5, 2(1%)
minecraft.used.raw_gold_block: #5, 2(1%)
minecraft.crafted.black_candle: #5, 5(1%)
minecraft.mined.diorite_slab: #5, 1(1%)
minecraft.mined.green_concrete: #5, 3(1%)
minecraft.mined.polished_diorite_slab: #5, 2(1%)
minecraft.picked_up.blue_ice: #5, 13(1%)
minecraft.used.green_stained_glass: #5, 65(0%)
minecraft.used.red_sandstone_slab: #5, 28(1%)
minecraft.picked_up.gravel: #6, 9396(4%)
minecraft.used.red_sandstone_wall: #5, 4(1%)
minecraft.used.dead_bush: #5, 12(1%)
minecraft.picked_up.tipped_arrow: #5, 4(1%)
minecraft.used.redstone_lamp: #6, 95(5%)
minecraft.picked_up.green_concrete: #5, 2(1%)
minecraft.used.raw_iron_block: #5, 12(0%)
minecraft.mined.prismarine_brick_stairs: #5, 1(0%)
minecraft.picked_up.prismarine_brick_stairs: #5, 1(0%)
minecraft.used.fern: #5, 5(0%)
minecraft.mined.yellow_stained_glass: #5, 1(0%)
minecraft.mined.blue_concrete: #5, 1(0%)
minecraft.picked_up.blue_concrete: #5, 1(0%)
minecraft.dropped.jungle_trapdoor: #5, 1(0%)
minecraft.used.stripped_warped_stem: #5, 2(0%)
minecraft.used.chiseled_stone_bricks: #5, 2(0%)
minecraft.dropped.tipped_arrow: #5, 5(0%)
minecraft.used.orange_stained_glass: #5, 1(0%)
minecraft.used.red_sand: #5, 18(0%)
minecraft.used.oak_button: #6, 13(6%)
minecraft.picked_up.flowering_azalea_leaves: #6, 653(5%)
minecraft.crafted.diamond_hoe: #6, 3(5%)
minecraft.picked_up.warped_nylium: #6, 83(5%)
minecraft.dropped.bucket: #6, 13(5%)
minecraft.picked_up.armor_stand: #6, 33(5%)
minecraft.mined.smooth_basalt: #6, 573(4%)
minecraft.picked_up.polished_diorite: #6, 101(5%)
minecraft.crafted.stone_axe: #6, 5(4%)
minecraft.used.smooth_sandstone_slab: #6, 431(6%)
minecraft.crafted.white_terracotta: #6, 104(8%)
minecraft.mined.cut_copper_slab: #6, 17(8%)
minecraft.custom.bell_ring: #6, 51(7%)
minecraft.dropped.birch_leaves: #6, 52(7%)
minecraft.crafted.raw_iron: #6, 1287(5%)
minecraft.used.nether_bricks: #6, 170(4%)
minecraft.crafted.stone_shovel: #6, 13(4%)
minecraft.mined.lightning_rod: #6, 29(5%)
minecraft.picked_up.iron_axe: #6, 10(5%)
minecraft.crafted.smooth_stone: #6, 627(4%)
minecraft.picked_up.dark_oak_fence: #6, 64(4%)
minecraft.crafted.emerald: #6, 13311(4%)
minecraft.picked_up.jack_o_lantern: #6, 37(6%)
minecraft.used.white_carpet: #6, 106(4%)
minecraft.used.cornflower: #6, 8(6%)
minecraft.mined.stone_slab: #6, 177(4%)
minecraft.crafted.white_shulker_box: #6, 10(6%)
minecraft.crafted.deepslate_brick_wall: #6, 30(6%)
minecraft.custom.interact_with_smoker: #7, 67(10%)
minecraft.mined.budding_amethyst: #6, 19(3%)
minecraft.dropped.warped_sign: #6, 3(7%)
minecraft.mined.andesite_stairs: #6, 8(6%)
minecraft.crafted.acacia_fence_gate: #6, 12(8%)
minecraft.dropped.ender_chest: #6, 5(4%)
minecraft.picked_up.packed_ice: #6, 825(4%)
minecraft.picked_up.jungle_boat: #6, 5(6%)
minecraft.dropped.azalea_leaves: #6, 65(5%)
minecraft.picked_up.purpur_block: #6, 70(4%)
minecraft.picked_up.quartz_stairs: #6, 20(5%)
minecraft.used.polished_diorite: #6, 347(5%)
minecraft.used.iron_shovel: #6, 2532(3%)
minecraft.crafted.cauldron: #6, 123(3%)
minecraft.crafted.light_blue_stained_glass: #6, 360(5%)
minecraft.crafted.diamond: #7, 729(7%)
minecraft.used.acacia_fence_gate: #6, 9(7%)
minecraft.used.iron_helmet: #6, 1(7%)
minecraft.dropped.birch_sapling: #6, 32(4%)
minecraft.mined.big_dripleaf_stem: #6, 8(5%)
minecraft.crafted.oak_wood: #6, 279(4%)
minecraft.mined.blackstone_slab: #6, 10(5%)
minecraft.mined.mossy_stone_bricks: #6, 57(4%)
minecraft.mined.rail: #7, 907(6%)
minecraft.mined.purpur_block: #6, 65(4%)
minecraft.crafted.polished_basalt: #6, 420(4%)
minecraft.picked_up.minecart: #7, 92(6%)
minecraft.picked_up.stripped_oak_log: #6, 308(3%)
minecraft.crafted.leather_leggings: #6, 8(5%)
minecraft.used.gray_wool: #6, 205(3%)
minecraft.picked_up.crimson_nylium: #6, 64(3%)
minecraft.picked_up.white_concrete_powder: #6, 304(3%)
minecraft.picked_up.deepslate_tiles: #7, 507(6%)
minecraft.used.granite_wall: #6, 35(5%)
minecraft.mined.stripped_dark_oak_wood: #6, 118(5%)
minecraft.picked_up.ghast_tear: #6, 18(3%)
minecraft.dropped.obsidian: #6, 40(3%)
minecraft.mined.dark_oak_leaves: #6, 443(2%)
minecraft.dropped.stonecutter: #6, 1(7%)
minecraft.used.minecart: #7, 88(6%)
minecraft.used.torch: #7, 9722(5%)
minecraft.mined.sandstone: #7, 7232(6%)
minecraft.picked_up.pointed_dripstone: #6, 591(2%)
minecraft.picked_up.sandstone: #7, 7268(6%)
minecraft.picked_up.copper_ore: #7, 636(6%)
minecraft.picked_up.oxidized_cut_copper: #6, 9(5%)
minecraft.picked_up.water_bucket: #7, 23(6%)
minecraft.mined.birch_log: #7, 1961(6%)
minecraft.custom.open_chest: #7, 18659(5%)
minecraft.used.red_stained_glass: #6, 62(3%)
minecraft.crafted.item_frame: #7, 261(6%)
minecraft.mined.polished_granite: #6, 10(3%)
minecraft.crafted.cookie: #6, 270(5%)
minecraft.picked_up.brick_wall: #6, 4(5%)
minecraft.mined.jukebox: #6, 1(7%)
minecraft.picked_up.jukebox: #6, 1(7%)
minecraft.dropped.amethyst_block: #6, 32(4%)
minecraft.crafted.diorite_wall: #6, 8(5%)
minecraft.used.blackstone_slab: #6, 118(3%)
minecraft.picked_up.lily_pad: #6, 36(2%)
minecraft.used.light_gray_wool: #6, 227(4%)
minecraft.picked_up.beetroot: #6, 93(2%)
minecraft.picked_up.brown_terracotta: #6, 654(3%)
minecraft.crafted.gray_stained_glass_pane: #6, 112(4%)
minecraft.dropped.poisonous_potato: #6, 4(3%)
minecraft.dropped.emerald: #6, 119(3%)
minecraft.picked_up.iron_helmet: #7, 9(6%)
minecraft.used.netherrack: #7, 2841(5%)
minecraft.mined.gray_wool: #6, 6(2%)
minecraft.picked_up.stone_brick_slab: #6, 154(2%)
minecraft.used.cut_sandstone_slab: #6, 115(3%)
minecraft.mined.diamond_block: #6, 23(2%)
minecraft.used.yellow_dye: #6, 1(4%)
minecraft.picked_up.gray_dye: #6, 5(3%)
minecraft.picked_up.lily_of_the_valley: #6, 38(2%)
minecraft.mined.birch_fence_gate: #6, 1(4%)
minecraft.mined.dark_oak_wood: #6, 13(3%)
minecraft.mined.cracked_stone_bricks: #6, 22(2%)
minecraft.mined.sand: #7, 32794(5%)
minecraft.mined.clay: #7, 343(5%)
minecraft.crafted.gray_stained_glass: #6, 304(2%)
minecraft.picked_up.birch_fence_gate: #6, 1(4%)
minecraft.mined.light_blue_wool: #6, 14(2%)
minecraft.dropped.diamond_block: #6, 3(3%)
minecraft.picked_up.diamond_leggings: #7, 20(5%)
minecraft.mined.dandelion: #7, 96(5%)
minecraft.used.light_blue_concrete: #6, 25(3%)
minecraft.mined.green_bed: #6, 6(3%)
minecraft.picked_up.acacia_fence: #6, 4(3%)
minecraft.mined.brown_terracotta: #6, 345(2%)
minecraft.used.lily_of_the_valley: #6, 5(2%)
minecraft.picked_up.white_terracotta: #6, 117(1%)
minecraft.picked_up.player_head: #7, 422(4%)
minecraft.picked_up.dark_oak_button: #6, 2(2%)
minecraft.crafted.gold_block: #6, 104(1%)
minecraft.picked_up.polished_blackstone_brick_stairs: #6, 8(2%)
minecraft.picked_up.glass_pane: #6, 113(1%)
minecraft.crafted.brick_wall: #6, 6(2%)
minecraft.killed.shulker: #7, 204(6%)
minecraft.used.cyan_wool: #6, 4(2%)
minecraft.crafted.chiseled_polished_blackstone: #6, 1(2%)
minecraft.crafted.diamond_axe: #7, 6(5%)
minecraft.picked_up.rabbit_hide: #6, 11(1%)
minecraft.dropped.rabbit_hide: #6, 1(2%)
minecraft.used.glass: #7, 1535(4%)
minecraft.killed_by.zombie: #7, 6(6%)
minecraft.dropped.gold_nugget: #6, 80(1%)
minecraft.picked_up.brown_mushroom: #7, 163(5%)
minecraft.mined.azalea: #7, 126(5%)
minecraft.picked_up.oak_boat: #7, 50(5%)
minecraft.used.pointed_dripstone: #6, 242(1%)
minecraft.used.blue_wool: #6, 3(2%)
minecraft.used.prismarine_brick_stairs: #6, 9(2%)
minecraft.picked_up.dandelion: #7, 107(4%)
minecraft.crafted.acacia_planks: #7, 2316(6%)
minecraft.picked_up.orange_wool: #6, 14(1%)
minecraft.dropped.lantern: #6, 4(1%)
minecraft.picked_up.golden_helmet: #7, 14(5%)
minecraft.picked_up.mossy_cobblestone: #7, 178(6%)
minecraft.picked_up.cookie: #6, 18(1%)
minecraft.dropped.stripped_dark_oak_log: #6, 1(2%)
minecraft.dropped.totem_of_undying: #6, 1(1%)
minecraft.mined.warped_stem: #7, 425(5%)
minecraft.picked_up.black_candle: #6, 3(1%)
minecraft.mined.green_stained_glass_pane: #6, 1(1%)
minecraft.used.cookie: #6, 3(1%)
minecraft.used.polished_granite_stairs: #6, 5(1%)
minecraft.picked_up.white_wool: #7, 526(4%)
minecraft.picked_up.smooth_basalt: #7, 838(5%)
minecraft.mined.birch_wood: #6, 2(1%)
minecraft.killed.zombie_villager: #7, 11(4%)
minecraft.picked_up.birch_wood: #6, 2(1%)
minecraft.used.wooden_axe: #6, 1(1%)
minecraft.picked_up.polished_diorite_slab: #6, 2(1%)
minecraft.crafted.green_stained_glass_pane: #6, 16(1%)
minecraft.picked_up.diorite_slab: #6, 1(1%)
minecraft.used.daylight_detector: #6, 9(0%)
minecraft.mined.acacia_wood: #6, 1(1%)
minecraft.picked_up.rabbit_foot: #6, 1(1%)
minecraft.custom.fall_one_cm: #8, 5505329(5%)
minecraft.used.chiseled_polished_blackstone: #6, 1(0%)
minecraft.used.lime_stained_glass: #6, 60(0%)
minecraft.picked_up.acacia_wood: #6, 1(0%)
minecraft.used.blue_concrete_powder: #6, 1(0%)
minecraft.dropped.coal_block: #6, 2(0%)
minecraft.used.brown_concrete: #6, 1(0%)
minecraft.crafted.yellow_dye: #7, 278(4%)
minecraft.dropped.oak_sapling: #7, 45(4%)
minecraft.mined.crimson_fungus: #7, 16(5%)
minecraft.crafted.cobblestone_stairs: #7, 109(4%)
minecraft.picked_up.lapis_lazuli: #7, 1688(4%)
minecraft.crafted.golden_carrot: #7, 2022(5%)
minecraft.used.polished_deepslate_wall: #7, 316(5%)
minecraft.killed.bat: #7, 12(4%)
minecraft.picked_up.redstone_lamp: #7, 30(5%)
minecraft.mined.beetroots: #7, 80(6%)
minecraft.used.white_wool: #7, 570(4%)
minecraft.mined.white_carpet: #7, 32(4%)
minecraft.crafted.pink_dye: #7, 72(4%)
minecraft.crafted.spruce_pressure_plate: #7, 5(5%)
minecraft.picked_up.cooked_mutton: #7, 11(5%)
minecraft.mined.polished_andesite: #7, 73(4%)
minecraft.used.dark_oak_planks: #7, 292(4%)
minecraft.used.rose_bush: #7, 6(4%)
minecraft.picked_up.glow_ink_sac: #8, 314(6%)
minecraft.picked_up.warped_stem: #7, 424(3%)
minecraft.picked_up.melon_seeds: #7, 9(4%)
minecraft.dropped.golden_leggings: #7, 11(4%)
minecraft.picked_up.raw_copper: #7, 3389(3%)
minecraft.used.copper_ore: #7, 261(4%)
minecraft.broken.stone_pickaxe: #7, 3(4%)
minecraft.mined.acacia_trapdoor: #7, 33(6%)
minecraft.picked_up.oak_leaves: #7, 2484(3%)
minecraft.picked_up.gunpowder: #7, 497(2%)
minecraft.mined.quartz_slab: #7, 14(5%)
minecraft.used.podzol: #7, 119(4%)
minecraft.picked_up.cut_copper_slab: #7, 19(6%)
minecraft.picked_up.coal_block: #7, 144(4%)
minecraft.used.diamond_chestplate: #7, 1(6%)
minecraft.used.yellow_bed: #7, 9(3%)
minecraft.mined.birch_fence: #7, 22(4%)
minecraft.killed.zombie: #7, 831(2%)
minecraft.used.white_concrete_powder: #7, 3384(3%)
minecraft.used.glass_bottle: #7, 171(3%)
minecraft.mined.packed_ice: #7, 727(3%)
minecraft.dropped.iron_sword: #7, 4(3%)
minecraft.mined.deepslate: #8, 22435(6%)
minecraft.picked_up.axolotl_bucket: #7, 3(5%)
minecraft.dropped.oak_trapdoor: #7, 10(4%)
minecraft.used.packed_ice: #7, 297(3%)
minecraft.dropped.cooked_cod: #7, 4(5%)
minecraft.crafted.andesite_slab: #7, 72(4%)
minecraft.crafted.deepslate_tile_wall: #7, 36(3%)
minecraft.crafted.white_concrete_powder: #7, 3672(3%)
minecraft.killed.chicken: #7, 33(2%)
minecraft.dropped.phantom_membrane: #7, 10(4%)
minecraft.used.bee_nest: #7, 5(5%)
minecraft.picked_up.emerald: #7, 324(3%)
minecraft.dropped.glow_berries: #7, 5(4%)
minecraft.dropped.leather: #7, 41(3%)
minecraft.used.wooden_sword: #7, 23(5%)
minecraft.custom.deaths: #8, 60(5%)
minecraft.used.grass: #7, 58(3%)
minecraft.dropped.netherite_helmet: #7, 1(6%)
minecraft.custom.aviate_one_cm: #8, 377404557(6%)
minecraft.used.andesite_slab: #7, 182(3%)
minecraft.crafted.raw_iron_block: #7, 155(2%)
minecraft.used.dirt: #8, 17317(5%)
minecraft.picked_up.written_book: #7, 4(3%)
minecraft.dropped.netherite_leggings: #7, 1(5%)
minecraft.crafted.polished_deepslate_stairs: #7, 47(3%)
minecraft.mined.yellow_wool: #7, 50(3%)
minecraft.dropped.netherite_boots: #7, 1(5%)
minecraft.used.honeycomb: #7, 173(3%)
minecraft.picked_up.gold_ingot: #8, 223(7%)
minecraft.crafted.polished_deepslate: #8, 2412(6%)
minecraft.used.andesite_stairs: #7, 31(3%)
minecraft.mined.black_shulker_box: #7, 21(4%)
minecraft.picked_up.detector_rail: #7, 3(4%)
minecraft.picked_up.acacia_boat: #7, 3(4%)
minecraft.picked_up.oxeye_daisy: #7, 52(2%)
minecraft.dropped.purpur_block: #7, 10(4%)
minecraft.picked_up.oak_log: #8, 4244(5%)
minecraft.dropped.egg: #7, 66(2%)
minecraft.picked_up.birch_sapling: #8, 464(5%)
minecraft.used.black_shulker_box: #7, 20(3%)
minecraft.used.jukebox: #7, 1(5%)
minecraft.crafted.raw_gold_block: #7, 27(2%)
minecraft.used.polished_andesite_stairs: #7, 56(3%)
minecraft.used.stripped_oak_log: #7, 50(2%)
minecraft.killed.pufferfish: #7, 3(4%)
minecraft.crafted.torch: #8, 7072(5%)
minecraft.picked_up.diamond_helmet: #8, 17(6%)
minecraft.used.smooth_quartz_slab: #7, 235(2%)
minecraft.crafted.polished_deepslate_wall: #7, 32(2%)
minecraft.dropped.purpur_pillar: #7, 3(3%)
minecraft.used.granite_slab: #7, 28(4%)
minecraft.crafted.detector_rail: #7, 6(3%)
minecraft.mined.polished_granite_slab: #7, 2(4%)
minecraft.crafted.lime_dye: #7, 98(1%)
minecraft.crafted.andesite_stairs: #7, 13(2%)
minecraft.picked_up.bricks: #7, 60(2%)
minecraft.used.cauldron: #7, 47(1%)
minecraft.picked_up.acacia_leaves: #7, 61(2%)
minecraft.crafted.end_rod: #7, 100(2%)
minecraft.custom.damage_taken: #8, 158890(3%)
minecraft.picked_up.carrot: #8, 5167(5%)
minecraft.mined.light_gray_wool: #7, 4(3%)
minecraft.crafted.birch_wood: #7, 36(2%)
minecraft.mined.large_amethyst_bud: #7, 18(1%)
minecraft.crafted.red_dye: #8, 519(5%)
minecraft.picked_up.grass_block: #8, 16128(5%)
minecraft.picked_up.iron_ingot: #7, 877(1%)
minecraft.mined.polished_diorite: #7, 18(2%)
minecraft.crafted.red_stained_glass: #7, 64(2%)
minecraft.mined.white_concrete_powder: #7, 37(1%)
minecraft.used.hanging_roots: #7, 7(2%)
minecraft.crafted.acacia_fence: #7, 24(2%)
minecraft.picked_up.cornflower: #7, 44(1%)
minecraft.dropped.potato: #7, 485(1%)
minecraft.picked_up.diamond_pickaxe: #8, 40(4%)
minecraft.crafted.gold_nugget: #7, 576(1%)
minecraft.crafted.nether_bricks: #7, 91(1%)
minecraft.dropped.nether_quartz_ore: #7, 5(2%)
minecraft.killed.spider: #8, 114(5%)
minecraft.used.furnace_minecart: #7, 1(2%)
minecraft.used.ancient_debris: #7, 1(2%)
minecraft.crafted.furnace_minecart: #7, 1(2%)
minecraft.picked_up.wither_skeleton_skull: #7, 5(1%)
minecraft.picked_up.cracked_deepslate_tiles: #7, 3(1%)
