stat, rank, value, (percentage) 
minecraft.picked_up.iron_ingot: #1, 85607(80%)
minecraft.dropped.magma_block: #4, 50(11%)
minecraft.used.spruce_wood: #4, 432(12%)
minecraft.crafted.polished_andesite: #4, 968(8%)
minecraft.picked_up.deepslate_emerald_ore: #3, 4(8%)
minecraft.dropped.raw_iron: #4, 179(11%)
minecraft.mined.dark_oak_sign: #4, 4(9%)
minecraft.crafted.stripped_dark_oak_wood: #3, 123(14%)
minecraft.used.stone_button: #3, 789(2%)
minecraft.crafted.dark_oak_fence_gate: #4, 71(10%)
minecraft.dropped.smooth_sandstone_slab: #3, 18(14%)
minecraft.mined.redstone_wall_torch: #4, 40(7%)
minecraft.killed_by.zombie: #4, 8(8%)
minecraft.picked_up.iron_axe: #4, 18(8%)
minecraft.used.nether_quartz_ore: #4, 519(10%)
minecraft.mined.rooted_dirt: #4, 268(7%)
minecraft.used.cracked_stone_bricks: #3, 156(4%)
minecraft.dropped.spruce_planks: #4, 182(7%)
minecraft.crafted.gray_dye: #4, 818(7%)
minecraft.used.gray_concrete: #4, 1812(11%)
minecraft.picked_up.honeycomb: #3, 690(3%)
minecraft.used.gray_concrete_powder: #4, 2563(9%)
minecraft.killed_by.creeper: #4, 9(7%)
minecraft.used.red_nether_brick_slab: #3, 10(16%)
minecraft.mined.attached_pumpkin_stem: #3, 13(6%)
minecraft.used.white_carpet: #4, 196(7%)
minecraft.crafted.spruce_wood: #4, 432(11%)
minecraft.picked_up.lever: #4, 121(5%)
minecraft.mined.bone_block: #4, 176(7%)
minecraft.mined.piston_head: #4, 6(8%)
minecraft.mined.infested_deepslate: #3, 5(5%)
minecraft.mined.stripped_crimson_hyphae: #3, 15(7%)
minecraft.dropped.acacia_boat: #3, 1(9%)
minecraft.picked_up.totem_of_undying: #3, 6(3%)
minecraft.dropped.light_gray_stained_glass_pane: #3, 32(12%)
minecraft.picked_up.blue_concrete: #3, 28(6%)
minecraft.used.granite_stairs: #3, 45(4%)
minecraft.dropped.spruce_boat: #3, 15(3%)
minecraft.crafted.light_gray_candle: #3, 21(8%)
minecraft.dropped.cooked_chicken: #4, 33(10%)
minecraft.crafted.stone_slab: #4, 950(6%)
minecraft.killed.chicken: #4, 76(6%)
minecraft.dropped.warped_stem: #3, 6(7%)
minecraft.picked_up.stripped_crimson_hyphae: #3, 15(6%)
minecraft.crafted.red_nether_brick_slab: #3, 6(9%)
minecraft.picked_up.snow_block: #3, 359(2%)
minecraft.crafted.white_stained_glass_pane: #4, 288(8%)
minecraft.mined.vine: #4, 717(6%)
minecraft.used.quartz_stairs: #4, 94(9%)
minecraft.picked_up.light_blue_wool: #4, 179(8%)
minecraft.dropped.white_wool: #4, 52(7%)
minecraft.crafted.mossy_stone_brick_slab: #3, 148(4%)
minecraft.picked_up.lime_bed: #3, 7(4%)
minecraft.used.dark_oak_wood: #4, 631(10%)
minecraft.mined.lime_bed: #3, 7(4%)
minecraft.picked_up.music_disc_11: #3, 1(7%)
minecraft.picked_up.nether_gold_ore: #4, 122(8%)
minecraft.used.red_bed: #4, 60(7%)
minecraft.crafted.dark_oak_wood: #4, 621(9%)
minecraft.used.orange_candle: #3, 2(6%)
minecraft.dropped.polished_blackstone_slab: #3, 4(6%)
minecraft.killed.horse: #3, 10(4%)
minecraft.picked_up.gray_carpet: #4, 74(8%)
minecraft.picked_up.magma_block: #5, 1953(8%)
minecraft.used.raw_iron_block: #3, 49(1%)
minecraft.picked_up.cut_copper_slab: #4, 33(10%)
minecraft.used.purpur_pillar: #4, 33(10%)
minecraft.picked_up.porkchop: #4, 74(5%)
minecraft.crafted.gray_concrete_powder: #4, 2560(7%)
minecraft.dropped.sugar: #3, 101(1%)
minecraft.used.orange_stained_glass: #3, 27(2%)
minecraft.mined.orange_stained_glass: #3, 1(3%)
minecraft.mined.tripwire_hook: #4, 4(12%)
minecraft.dropped.stone_slab: #4, 187(6%)
minecraft.picked_up.crossbow: #4, 12(6%)
minecraft.dropped.candle: #3, 1(1%)
minecraft.dropped.dried_kelp: #3, 9(1%)
minecraft.dropped.diamond_chestplate: #4, 2(10%)
minecraft.crafted.orange_candle: #3, 2(1%)
minecraft.dropped.purpur_block: #4, 26(12%)
minecraft.mined.quartz_stairs: #4, 19(7%)
minecraft.mined.melon_stem: #4, 7(11%)
minecraft.mined.potted_cornflower: #4, 1(17%)
minecraft.dropped.oak_door: #4, 2(14%)
minecraft.dropped.melon_seeds: #4, 8(17%)
minecraft.dropped.stone_pickaxe: #4, 5(6%)
minecraft.picked_up.chicken: #4, 63(4%)
minecraft.picked_up.blackstone_slab: #4, 46(10%)
minecraft.used.white_dye: #5, 58(9%)
minecraft.used.redstone: #5, 1878(8%)
minecraft.crafted.iron_bars: #5, 752(8%)
minecraft.mined.andesite_stairs: #4, 11(9%)
minecraft.crafted.polished_deepslate_stairs: #4, 96(6%)
minecraft.used.smooth_stone_slab: #5, 1711(10%)
minecraft.used.gray_wool: #4, 331(5%)
minecraft.used.red_candle: #4, 14(12%)
minecraft.mined.stripped_birch_log: #4, 166(5%)
minecraft.crafted.andesite_stairs: #4, 44(8%)
minecraft.picked_up.dark_oak_pressure_plate: #4, 4(11%)
minecraft.dropped.cornflower: #4, 10(10%)
minecraft.dropped.minecart: #4, 5(5%)
minecraft.mined.pumpkin: #5, 373(9%)
minecraft.dropped.honeycomb: #4, 258(15%)
minecraft.crafted.magenta_dye: #5, 169(8%)
minecraft.mined.pumpkin_stem: #4, 42(7%)
minecraft.used.wooden_axe: #4, 17(11%)
minecraft.picked_up.andesite: #5, 11327(7%)
minecraft.picked_up.black_dye: #4, 36(8%)
minecraft.used.spruce_pressure_plate: #4, 6(6%)
minecraft.picked_up.azure_bluet: #4, 65(5%)
minecraft.dropped.white_bed: #4, 7(7%)
minecraft.used.pumpkin_seeds: #4, 95(5%)
minecraft.mined.spruce_stairs: #5, 142(8%)
minecraft.picked_up.glow_ink_sac: #5, 330(7%)
minecraft.crafted.observer: #5, 380(7%)
minecraft.mined.light_gray_carpet: #4, 30(6%)
minecraft.used.tinted_glass: #5, 1369(9%)
minecraft.crafted.brown_carpet: #4, 240(8%)
minecraft.picked_up.torch: #5, 5809(6%)
minecraft.mined.warped_door: #4, 2(13%)
minecraft.mined.large_fern: #4, 86(5%)
minecraft.picked_up.weathered_copper: #4, 41(4%)
minecraft.mined.stone_brick_wall: #4, 13(4%)
minecraft.crafted.dark_oak_button: #4, 20(4%)
minecraft.crafted.smooth_stone: #5, 1300(8%)
minecraft.mined.dark_oak_pressure_plate: #4, 2(9%)
minecraft.mined.spruce_pressure_plate: #4, 2(7%)
minecraft.mined.granite_slab: #4, 11(12%)
minecraft.dropped.packed_ice: #4, 46(8%)
minecraft.custom.play_time: #6, 48330866(5%)
minecraft.custom.total_world_time: #6, 48330866(5%)
minecraft.picked_up.granite: #5, 9129(6%)
minecraft.used.lava_bucket: #4, 421(3%)
minecraft.dropped.spruce_log: #4, 199(4%)
minecraft.mined.repeater: #5, 150(7%)
minecraft.picked_up.tripwire_hook: #4, 6(5%)
minecraft.mined.jungle_leaves: #4, 832(4%)
minecraft.crafted.quartz_slab: #4, 72(5%)
minecraft.used.mossy_cobblestone_stairs: #4, 29(7%)
minecraft.mined.light_gray_stained_glass_pane: #4, 26(8%)
minecraft.mined.mossy_cobblestone_stairs: #4, 8(7%)
minecraft.mined.kelp: #5, 243(7%)
minecraft.dropped.wooden_axe: #4, 1(12%)
minecraft.used.spruce_trapdoor: #5, 861(6%)
minecraft.mined.iron_block: #5, 1840(7%)
minecraft.crafted.honeycomb_block: #4, 878(7%)
minecraft.picked_up.dark_oak_button: #4, 6(5%)
minecraft.dropped.torch: #5, 356(6%)
minecraft.mined.brown_wool: #4, 15(7%)
minecraft.mined.stripped_oak_log: #5, 623(7%)
minecraft.mined.deepslate_emerald_ore: #5, 16(14%)
minecraft.dropped.red_bed: #4, 1(11%)
minecraft.killed.trader_llama: #5, 14(8%)
minecraft.used.crying_obsidian: #4, 317(7%)
minecraft.used.gray_carpet: #5, 420(10%)
minecraft.used.polished_andesite: #5, 652(8%)
minecraft.mined.loom: #4, 4(4%)
minecraft.mined.lily_pad: #4, 34(3%)
minecraft.picked_up.red_concrete_powder: #4, 96(5%)
minecraft.crafted.oak_boat: #4, 27(2%)
minecraft.picked_up.polished_andesite_slab: #4, 21(7%)
minecraft.dropped.iron_axe: #4, 9(3%)
minecraft.used.glow_lichen: #4, 888(2%)
minecraft.mined.soul_sand: #5, 583(6%)
minecraft.used.red_carpet: #4, 41(4%)
minecraft.used.dried_kelp: #4, 27(9%)
minecraft.used.blue_dye: #4, 1(8%)
minecraft.mined.allium: #4, 27(4%)
minecraft.mined.red_candle: #4, 2(9%)
minecraft.crafted.dark_oak_stairs: #5, 380(8%)
minecraft.picked_up.diorite: #5, 8818(5%)
minecraft.mined.grass_block: #5, 27153(5%)
minecraft.used.light_gray_stained_glass_pane: #4, 88(4%)
minecraft.crafted.mossy_cobblestone_stairs: #4, 24(6%)
minecraft.used.tripwire_hook: #4, 9(3%)
minecraft.mined.yellow_terracotta: #4, 8(3%)
minecraft.used.crimson_hyphae: #4, 15(5%)
minecraft.dropped.glow_ink_sac: #5, 110(8%)
minecraft.dropped.brown_terracotta: #4, 61(7%)
minecraft.crafted.firework_rocket: #5, 22688(7%)
minecraft.mined.polished_deepslate: #5, 344(5%)
minecraft.crafted.leather_horse_armor: #4, 5(5%)
minecraft.picked_up.granite_slab: #4, 11(5%)
minecraft.crafted.lever: #5, 146(5%)
minecraft.dropped.vine: #4, 20(5%)
minecraft.killed.wandering_trader: #5, 6(8%)
minecraft.used.lime_bed: #4, 7(3%)
minecraft.dropped.dirt: #5, 2341(5%)
minecraft.used.warped_pressure_plate: #4, 1(5%)
minecraft.crafted.bone_block: #5, 4547(7%)
minecraft.dropped.sunflower: #4, 6(3%)
minecraft.crafted.diorite_slab: #4, 6(6%)
minecraft.used.cut_copper_slab: #5, 144(10%)
minecraft.picked_up.dark_oak_door: #5, 8(11%)
minecraft.dropped.redstone: #5, 185(5%)
minecraft.picked_up.mutton: #5, 42(5%)
minecraft.picked_up.cooked_mutton: #5, 16(7%)
minecraft.picked_up.iron_bars: #6, 218(9%)
minecraft.dropped.andesite_wall: #4, 5(3%)
minecraft.mined.soul_torch: #4, 2(3%)
minecraft.crafted.orange_stained_glass: #4, 32(1%)
minecraft.crafted.glistering_melon_slice: #5, 42(9%)
minecraft.dropped.green_stained_glass: #4, 1(2%)
minecraft.killed_by.magma_cube: #5, 3(8%)
minecraft.picked_up.flower_pot: #5, 28(5%)
minecraft.dropped.flint: #5, 131(4%)
minecraft.picked_up.polished_diorite_slab: #4, 4(2%)
minecraft.picked_up.spruce_door: #5, 22(6%)
minecraft.dropped.bucket: #5, 15(6%)
minecraft.picked_up.mossy_stone_brick_slab: #4, 44(1%)
minecraft.picked_up.white_stained_glass_pane: #5, 34(9%)
minecraft.crafted.purple_candle: #4, 3(1%)
minecraft.picked_up.peony: #5, 67(5%)
minecraft.mined.infested_stone_bricks: #4, 1(1%)
minecraft.dropped.painting: #4, 5(0%)
minecraft.mined.blue_concrete: #4, 1(0%)
minecraft.dropped.glistering_melon_slice: #4, 1(0%)
minecraft.crafted.spruce_pressure_plate: #5, 6(6%)
minecraft.used.andesite_wall: #5, 158(6%)
minecraft.crafted.cooked_mutton: #5, 26(5%)
minecraft.picked_up.redstone_block: #6, 361(7%)
minecraft.picked_up.oak_door: #5, 5(5%)
minecraft.dropped.stone_pressure_plate: #5, 6(8%)
minecraft.used.red_concrete: #5, 504(5%)
minecraft.crafted.red_stained_glass: #5, 280(7%)
minecraft.picked_up.white_concrete_powder: #5, 486(5%)
minecraft.picked_up.jack_o_lantern: #5, 40(6%)
minecraft.crafted.blackstone_stairs: #5, 20(8%)
minecraft.mined.spruce_button: #5, 4(6%)
minecraft.picked_up.stripped_oak_log: #5, 457(4%)
minecraft.mined.dark_oak_fence_gate: #5, 7(6%)
minecraft.dropped.wooden_hoe: #5, 1(14%)
minecraft.used.jack_o_lantern: #5, 109(5%)
minecraft.dropped.feather: #5, 25(5%)
minecraft.used.blue_ice: #5, 24(10%)
minecraft.picked_up.nether_wart: #6, 1949(8%)
minecraft.mined.stripped_dark_oak_log: #5, 165(4%)
minecraft.crafted.dark_oak_planks: #6, 6416(7%)
minecraft.used.observer: #6, 463(7%)
minecraft.picked_up.composter: #6, 62(9%)
minecraft.picked_up.redstone_torch: #6, 237(7%)
minecraft.picked_up.gray_concrete: #5, 453(5%)
minecraft.picked_up.milk_bucket: #5, 3(9%)
minecraft.used.cooked_cod: #5, 41(6%)
minecraft.picked_up.coal_block: #5, 166(4%)
minecraft.picked_up.andesite_stairs: #5, 17(7%)
minecraft.used.light_gray_carpet: #5, 266(4%)
minecraft.picked_up.spruce_stairs: #6, 204(7%)
minecraft.picked_up.kelp: #6, 2691(7%)
minecraft.used.light_gray_wool: #5, 405(6%)
minecraft.picked_up.clock: #5, 27(5%)
minecraft.picked_up.bone_meal: #5, 3329(3%)
minecraft.picked_up.oxeye_daisy: #5, 89(4%)
minecraft.killed_by.phantom: #5, 1(11%)
minecraft.picked_up.nether_quartz_ore: #6, 719(7%)
minecraft.used.dark_oak_button: #5, 14(4%)
minecraft.used.yellow_dye: #5, 2(7%)
minecraft.crafted.charcoal: #5, 35(4%)
minecraft.mined.cauldron: #5, 15(4%)
minecraft.picked_up.cobweb: #6, 222(10%)
minecraft.picked_up.emerald: #5, 366(3%)
minecraft.custom.drop: #6, 5769(6%)
minecraft.mined.nether_wart: #6, 434(7%)
minecraft.picked_up.warped_door: #5, 2(10%)
minecraft.crafted.pink_dye: #6, 136(7%)
minecraft.picked_up.yellow_wool: #5, 154(4%)
minecraft.mined.weathered_copper: #5, 31(3%)
minecraft.dropped.redstone_ore: #5, 7(6%)
minecraft.used.wooden_sword: #5, 25(6%)
minecraft.crafted.hopper: #6, 755(6%)
minecraft.crafted.spruce_boat: #5, 16(3%)
minecraft.crafted.light_gray_carpet: #5, 235(4%)
minecraft.picked_up.light_gray_carpet: #5, 47(4%)
minecraft.used.white_concrete: #5, 1528(3%)
minecraft.picked_up.repeater: #6, 240(6%)
minecraft.mined.gray_concrete: #5, 457(3%)
minecraft.crafted.spruce_trapdoor: #6, 834(6%)
minecraft.crafted.item_frame: #6, 272(6%)
minecraft.picked_up.charcoal: #5, 12(3%)
minecraft.dropped.piston: #5, 5(3%)
minecraft.custom.open_chest: #6, 18759(5%)
minecraft.dropped.copper_ore: #5, 25(3%)
minecraft.crafted.gray_carpet: #6, 497(9%)
minecraft.crafted.spruce_sign: #6, 216(6%)
minecraft.picked_up.acacia_boat: #5, 3(4%)
minecraft.picked_up.chipped_anvil: #6, 9(7%)
minecraft.mined.red_shulker_box: #6, 141(7%)
minecraft.used.blue_candle: #5, 6(7%)
minecraft.used.nether_wart: #6, 440(6%)
minecraft.crafted.iron_pickaxe: #6, 25(6%)
minecraft.picked_up.red_shulker_box: #6, 141(7%)
minecraft.dropped.wooden_sword: #5, 1(6%)
minecraft.dropped.powder_snow_bucket: #5, 1(6%)
minecraft.picked_up.light_gray_dye: #5, 16(4%)
minecraft.dropped.white_concrete_powder: #5, 56(4%)
minecraft.crafted.crimson_hyphae: #5, 15(4%)
minecraft.picked_up.spruce_pressure_plate: #5, 2(4%)
minecraft.picked_up.spruce_sign: #6, 71(6%)
minecraft.mined.warped_fence: #5, 4(4%)
minecraft.picked_up.gray_stained_glass: #5, 21(2%)
minecraft.dropped.potato: #5, 807(1%)
minecraft.picked_up.red_stained_glass: #5, 4(3%)
minecraft.used.honeycomb_block: #5, 25(3%)
minecraft.crafted.rail: #6, 1152(5%)
minecraft.dropped.polished_granite: #5, 6(2%)
minecraft.dropped.snow: #5, 306(3%)
minecraft.dropped.lever: #6, 15(7%)
minecraft.dropped.cobblestone_slab: #5, 35(2%)
minecraft.crafted.gray_wool: #5, 48(2%)
minecraft.picked_up.polished_deepslate_stairs: #6, 131(6%)
minecraft.picked_up.cornflower: #5, 64(1%)
minecraft.crafted.warped_pressure_plate: #5, 1(5%)
minecraft.killed.spider: #6, 126(5%)
minecraft.crafted.packed_ice: #5, 168(4%)
minecraft.picked_up.amethyst_shard: #6, 2533(6%)
minecraft.mined.red_banner: #5, 1(5%)
minecraft.mined.red_stained_glass: #5, 4(2%)
minecraft.dropped.ladder: #5, 67(2%)
minecraft.crafted.shield: #6, 4(6%)
minecraft.used.lime_dye: #5, 1(4%)
minecraft.picked_up.diorite_slab: #5, 5(4%)
minecraft.dropped.oak_sapling: #6, 57(5%)
minecraft.picked_up.piston: #6, 161(5%)
minecraft.mined.tall_grass: #6, 584(5%)
minecraft.picked_up.cauldron: #5, 18(1%)
minecraft.used.stone_brick_wall: #6, 119(6%)
minecraft.used.light_blue_dye: #5, 1(3%)
minecraft.mined.crying_obsidian: #5, 9(2%)
minecraft.used.iron_pickaxe: #6, 5517(5%)
minecraft.picked_up.powder_snow_bucket: #6, 4(7%)
minecraft.used.iron_sword: #6, 998(5%)
minecraft.dropped.rabbit_hide: #5, 1(2%)
minecraft.dropped.oak_planks: #6, 78(5%)
minecraft.used.purple_wool: #5, 18(2%)
minecraft.used.brown_candle: #5, 3(3%)
minecraft.custom.pig_one_cm: #5, 22250(2%)
minecraft.picked_up.white_bed: #6, 101(4%)
minecraft.crafted.dried_kelp: #5, 36(1%)
minecraft.picked_up.white_wool: #6, 546(4%)
minecraft.dropped.smooth_sandstone: #5, 5(1%)
minecraft.mined.light_blue_stained_glass_pane: #5, 4(1%)
minecraft.picked_up.dripstone_block: #6, 796(5%)
minecraft.mined.green_stained_glass: #5, 18(1%)
minecraft.custom.use_cauldron: #5, 77(1%)
minecraft.crafted.blue_ice: #5, 12(1%)
minecraft.mined.turtle_egg: #5, 10(1%)
minecraft.picked_up.turtle_egg: #5, 10(1%)
minecraft.used.oak_fence: #6, 195(5%)
minecraft.mined.composter: #6, 35(5%)
minecraft.picked_up.ender_eye: #5, 1(1%)
minecraft.mined.light_blue_stained_glass: #5, 8(1%)
minecraft.picked_up.light_blue_stained_glass: #5, 9(1%)
minecraft.picked_up.stone_pickaxe: #6, 3(6%)
minecraft.crafted.honey_block: #5, 69(1%)
minecraft.picked_up.bone_block: #6, 338(5%)
minecraft.mined.red_wool: #6, 368(7%)
minecraft.crafted.blue_carpet: #5, 3(1%)
minecraft.mined.blue_ice: #5, 12(0%)
minecraft.dropped.yellow_dye: #5, 1(1%)
minecraft.used.lead: #6, 6(7%)
minecraft.crafted.mossy_stone_brick_stairs: #5, 24(1%)
minecraft.picked_up.prismarine_crystals: #5, 32(0%)
minecraft.used.spruce_stairs: #6, 376(4%)
minecraft.picked_up.light_blue_stained_glass_pane: #5, 4(0%)
minecraft.used.piston: #6, 213(4%)
minecraft.dropped.bricks: #5, 1(0%)
minecraft.used.blue_carpet: #5, 1(0%)
minecraft.dropped.brown_wool: #5, 1(0%)
minecraft.dropped.nether_brick: #5, 1(0%)
minecraft.crafted.snow: #5, 30(0%)
minecraft.mined.white_bed: #6, 84(4%)
minecraft.picked_up.poppy: #6, 374(4%)
minecraft.mined.magma_block: #6, 839(4%)
minecraft.picked_up.bookshelf: #6, 58(5%)
minecraft.mined.soul_soil: #6, 478(5%)
minecraft.used.copper_ore: #6, 327(4%)
minecraft.killed.sheep: #6, 18(4%)
minecraft.picked_up.glass: #7, 2140(7%)
minecraft.picked_up.exposed_copper: #6, 28(5%)
minecraft.mined.stone_stairs: #6, 49(4%)
minecraft.picked_up.raw_copper: #6, 3973(3%)
minecraft.crafted.stick: #6, 10659(3%)
minecraft.dropped.red_wool: #6, 55(7%)
minecraft.picked_up.wooden_pickaxe: #6, 2(7%)
minecraft.used.exposed_copper: #6, 21(6%)
minecraft.used.red_terracotta: #6, 158(5%)
minecraft.picked_up.stripped_dark_oak_log: #6, 165(4%)
minecraft.picked_up.soul_soil: #6, 415(4%)
minecraft.picked_up.sand: #7, 49384(7%)
minecraft.mined.quartz_slab: #6, 15(5%)
minecraft.picked_up.gray_stained_glass_pane: #6, 18(6%)
minecraft.crafted.jack_o_lantern: #6, 105(5%)
minecraft.used.granite_slab: #6, 64(8%)
minecraft.used.polished_basalt: #6, 382(4%)
minecraft.killed_by.skeleton: #6, 3(4%)
minecraft.used.polished_andesite_slab: #6, 121(7%)
minecraft.crafted.bone_meal: #7, 59650(7%)
minecraft.used.diamond_axe: #7, 24843(6%)
minecraft.crafted.iron_trapdoor: #6, 105(3%)
minecraft.crafted.cobbled_deepslate_wall: #6, 48(5%)
minecraft.crafted.cut_copper_stairs: #6, 32(8%)
minecraft.picked_up.dark_oak_wood: #6, 58(5%)
minecraft.crafted.copper_ingot: #7, 2833(6%)
minecraft.used.soul_sand: #7, 342(6%)
minecraft.used.andesite_stairs: #6, 39(4%)
minecraft.dropped.clock: #6, 16(5%)
minecraft.crafted.dark_oak_boat: #6, 5(4%)
minecraft.mined.redstone_torch: #7, 34(6%)
minecraft.used.magma_block: #6, 389(2%)
minecraft.dropped.purpur_pillar: #6, 5(5%)
minecraft.picked_up.red_bed: #6, 23(3%)
minecraft.mined.ice: #6, 2119(3%)
minecraft.mined.red_bed: #6, 21(3%)
minecraft.dropped.netherite_leggings: #6, 1(5%)
minecraft.custom.sneak_time: #8, 2028227(4%)
minecraft.used.spruce_boat: #7, 31(7%)
minecraft.picked_up.ice: #6, 1955(3%)
minecraft.dropped.dark_oak_trapdoor: #6, 4(3%)
minecraft.mined.black_shulker_box: #6, 21(4%)
minecraft.custom.walk_under_water_one_cm: #8, 4742074(5%)
minecraft.mined.kelp_plant: #7, 228(5%)
minecraft.picked_up.cooked_chicken: #6, 33(3%)
minecraft.custom.leave_game: #8, 731(4%)
minecraft.used.black_shulker_box: #6, 22(3%)
minecraft.mined.basalt: #7, 6832(6%)
minecraft.crafted.spruce_slab: #7, 1600(6%)
minecraft.picked_up.scaffolding: #7, 5882(6%)
minecraft.used.oxeye_daisy: #6, 5(3%)
minecraft.used.red_shulker_box: #7, 140(6%)
minecraft.picked_up.smooth_stone: #7, 425(6%)
minecraft.picked_up.cut_sandstone_slab: #6, 15(3%)
minecraft.mined.scaffolding: #7, 2243(6%)
minecraft.dropped.bamboo: #6, 98(2%)
minecraft.mined.polished_blackstone_wall: #6, 4(3%)
minecraft.picked_up.diamond_helmet: #7, 17(6%)
minecraft.dropped.terracotta: #6, 35(3%)
minecraft.picked_up.yellow_terracotta: #6, 8(2%)
minecraft.used.green_candle: #6, 2(5%)
minecraft.used.light_blue_stained_glass: #6, 136(2%)
minecraft.used.blackstone: #6, 307(1%)
minecraft.picked_up.snowball: #6, 1737(1%)
minecraft.mined.spruce_sapling: #7, 20(6%)
minecraft.dropped.furnace: #6, 1(3%)
minecraft.picked_up.loom: #6, 4(2%)
minecraft.mined.light_blue_shulker_box: #6, 16(2%)
minecraft.picked_up.snow: #6, 822(2%)
minecraft.picked_up.light_blue_shulker_box: #6, 16(2%)
minecraft.crafted.light_gray_stained_glass_pane: #6, 80(3%)
minecraft.mined.cave_vines: #7, 34(6%)
minecraft.used.pink_shulker_box: #6, 9(3%)
minecraft.mined.light_gray_wool: #6, 4(3%)
minecraft.picked_up.coal_ore: #7, 1856(5%)
minecraft.used.polished_granite_slab: #6, 9(3%)
minecraft.mined.smooth_stone: #7, 298(6%)
minecraft.crafted.paper: #7, 8635(5%)
minecraft.used.cyan_dye: #6, 4(2%)
minecraft.crafted.scaffolding: #7, 846(6%)
minecraft.killed.villager: #6, 2(3%)
minecraft.mined.coal_ore: #7, 5308(5%)
minecraft.picked_up.polished_blackstone_wall: #6, 4(2%)
minecraft.used.blackstone_stairs: #6, 13(2%)
minecraft.used.brown_terracotta: #6, 208(2%)
minecraft.crafted.polished_blackstone_wall: #6, 18(2%)
minecraft.mined.pink_shulker_box: #6, 9(3%)
minecraft.mined.red_terracotta: #6, 95(1%)
minecraft.picked_up.pink_shulker_box: #6, 9(3%)
minecraft.picked_up.light_blue_concrete: #6, 16(2%)
minecraft.dropped.birch_boat: #6, 3(1%)
minecraft.picked_up.honey_bottle: #6, 7(2%)
minecraft.crafted.mossy_stone_bricks: #6, 236(1%)
minecraft.crafted.writable_book: #7, 11(5%)
minecraft.picked_up.dark_oak_log: #7, 3313(5%)
minecraft.mined.warped_fungus: #7, 32(6%)
minecraft.used.oak_slab: #7, 330(5%)
minecraft.dropped.lead: #7, 9(5%)
minecraft.used.gray_stained_glass_pane: #6, 22(1%)
minecraft.picked_up.copper_block: #7, 311(5%)
minecraft.killed.ravager: #6, 1(2%)
minecraft.dropped.cobbled_deepslate_slab: #6, 2(2%)
minecraft.mined.dropper: #7, 38(6%)
minecraft.used.black_candle: #6, 4(1%)
minecraft.picked_up.blackstone_stairs: #6, 2(2%)
minecraft.used.purple_candle: #6, 2(2%)
minecraft.crafted.cracked_stone_bricks: #6, 126(1%)
minecraft.dropped.shield: #7, 3(8%)
minecraft.used.pink_candle: #6, 3(2%)
minecraft.mined.polished_deepslate_stairs: #7, 92(6%)
minecraft.dropped.stone_brick_slab: #6, 11(1%)
minecraft.crafted.green_stained_glass: #6, 128(1%)
minecraft.used.scaffolding: #7, 4754(5%)
minecraft.dropped.hay_block: #6, 3(1%)
minecraft.crafted.polished_diorite_slab: #6, 4(2%)
minecraft.custom.interact_with_lectern: #7, 69(4%)
minecraft.mined.piston: #7, 83(5%)
minecraft.picked_up.soul_torch: #6, 2(1%)
minecraft.picked_up.blue_ice: #6, 12(0%)
minecraft.picked_up.green_stained_glass_pane: #6, 2(1%)
minecraft.used.green_stained_glass: #6, 57(0%)
minecraft.dropped.stripped_oak_log: #6, 1(1%)
minecraft.used.turtle_egg: #6, 3(1%)
minecraft.used.white_bed: #7, 97(4%)
minecraft.crafted.black_wool: #6, 13(0%)
minecraft.dropped.light_gray_wool: #6, 4(0%)
minecraft.dropped.beetroot: #6, 3(0%)
minecraft.picked_up.shears: #7, 27(5%)
minecraft.custom.inspect_dropper: #8, 491(8%)
minecraft.mined.mossy_cobblestone_slab: #6, 2(0%)
minecraft.crafted.glow_item_frame: #7, 25(5%)
minecraft.dropped.red_sand: #6, 1(0%)
minecraft.used.green_stained_glass_pane: #6, 2(0%)
minecraft.used.polished_diorite_stairs: #6, 1(0%)
minecraft.dropped.tipped_arrow: #6, 1(0%)
minecraft.crafted.spruce_stairs: #7, 356(4%)
minecraft.mined.copper_ore: #7, 1238(4%)
minecraft.used.polished_deepslate: #7, 1667(4%)
minecraft.mined.white_shulker_box: #7, 114(5%)
minecraft.used.redstone_block: #7, 113(3%)
minecraft.picked_up.white_shulker_box: #7, 114(5%)
minecraft.used.white_shulker_box: #7, 116(5%)
minecraft.picked_up.purpur_pillar: #7, 24(5%)
minecraft.picked_up.spyglass: #7, 4(5%)
minecraft.used.cobblestone_stairs: #7, 100(4%)
minecraft.custom.bell_ring: #7, 47(7%)
minecraft.used.milk_bucket: #7, 9(5%)
minecraft.crafted.spruce_fence: #7, 408(4%)
minecraft.used.spruce_fence: #7, 401(4%)
minecraft.mined.exposed_copper: #7, 26(5%)
minecraft.mined.stone_slab: #7, 170(4%)
minecraft.picked_up.ladder: #7, 194(3%)
minecraft.used.black_concrete_powder: #7, 1568(4%)
minecraft.used.dark_oak_fence_gate: #7, 27(5%)
minecraft.crafted.black_concrete_powder: #7, 1680(4%)
minecraft.mined.warped_roots: #7, 74(4%)
minecraft.picked_up.red_wool: #7, 415(4%)
minecraft.dropped.stone_axe: #7, 4(5%)
minecraft.used.tnt: #7, 302(3%)
minecraft.crafted.white_carpet: #7, 195(3%)
minecraft.used.vine: #7, 79(4%)
minecraft.dropped.coal_ore: #7, 54(3%)
minecraft.mined.spore_blossom: #7, 3(5%)
